"sample"	"reads_total"	"reads_assigned_bins"	"percentage_duplicates"	"median_bin_count"	"filter_corr_value"	"filtered"	"is_normal"	"find_normal_cv"	"TotalReads"	"DupsRemoved"	"ReadsKept"	"MedianBinCount"	"dups_percentage"
"SC242_2_R30C40yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2201_R1_001"	573123	479329	0.16	32	0.754	"removed"	FALSE	0.58	573123	93794	479329	32	0.163654224311361
"SC242_2_R30C41yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2202_R1_001"	567116	475619	0.16	32	0.736	"removed"	FALSE	0.49	567116	91497	475619	32	0.161337363079158
"SC242_2_R30C43yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2204_R1_001"	802647	677030	0.16	50	0.549	"removed"	FALSE	0.47	802647	125617	677030	50	0.156503419311354
"SC242_2_R30C46yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2207_R1_001"	549012	458294	0.17	34	0.208	"removed"	FALSE	0.21	549012	90718	458294	34	0.165238646878392
"SC242_2_R30C47yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2208_R1_001"	836606	709527	0.15	52	0.954	"kept"	FALSE	0.29	836606	127079	709527	52	0.151898265133169
"SC242_2_R30C48yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2209_R1_001"	398760	325378	0.18	22	0.421	"removed"	FALSE	0.53	398760	73382	325378	22	0.184025478984853
"SC242_2_R30C50yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2211_R1_001"	504866	419754	0.17	27	0.558	"removed"	FALSE	0.54	504866	85112	419754	27	0.168583346868278
"SC242_2_R30C52yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2213_R1_001"	635026	521290	0.18	38	0.699	"removed"	FALSE	0.42	635026	113736	521290	38	0.17910447761194
"SC242_2_R30C53yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2214_R1_001"	742299	623203	0.16	48	0.258	"removed"	FALSE	0.12	742299	119096	623203	48	0.160442086005774
"SC242_2_R30C58yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2219_R1_001"	858651	722878	0.16	53	0.986	"kept"	FALSE	0.28	858651	135773	722878	53	0.158123614833035
"SC242_2_R30C59yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2220_R1_001"	727427	611178	0.16	47	0.212	"removed"	FALSE	0.06	727427	116249	611178	47	0.159808475627108
"SC242_2_R30C5yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2166_R1_001"	1022177	859336	0.16	63	0.925	"kept"	FALSE	0.3	1022177	162841	859336	63	0.159308025909407
"SC242_2_R30C63yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2224_R1_001"	732331	611263	0.17	44	0.842	"kept"	FALSE	0.43	732331	121068	611263	44	0.16531868786109
"SC242_2_R30C65yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2226_R1_001"	614790	506041	0.18	37	0.694	"removed"	FALSE	0.4	614790	108749	506041	37	0.176888043071618
"SC242_2_R30C9yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2170_R1_001"	1030068	881529	0.14	63	0.853	"kept"	FALSE	0.37	1030068	148539	881529	63	0.144203101154487
"SC242_2_R31C11yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2244_R1_001"	653747	545784	0.17	41	0.771	"removed"	FALSE	0.35	653747	107963	545784	41	0.165144926095263
"SC242_2_R31C13yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2246_R1_001"	598738	494355	0.17	35	0.747	"removed"	FALSE	0.43	598738	104383	494355	35	0.174338358347057
"SC242_2_R31C16yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2249_R1_001"	608652	512973	0.16	38	0.373	"removed"	FALSE	0.37	608652	95679	512973	38	0.157198201928195
"SC242_2_R31C18yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2251_R1_001"	541859	452180	0.17	34	0.381	"removed"	FALSE	0.22	541859	89679	452180	34	0.165502464663316
"SC242_2_R31C21yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2254_R1_001"	515849	430708	0.17	31	0.227	"removed"	FALSE	0.3	515849	85141	430708	31	0.165050237569521
"SC242_2_R31C25yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2258_R1_001"	668806	552647	0.17	41	0.601	"removed"	FALSE	0.44	668806	116159	552647	41	0.173681157166652
"SC242_2_R31C29yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2262_R1_001"	988664	833194	0.16	60	0.9	"kept"	FALSE	0.31	988664	155470	833194	60	0.15725261565102
"SC242_2_R31C2yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2235_R1_001"	928004	774754	0.17	57	0.976	"kept"	FALSE	0.29	928004	153250	774754	57	0.165139374399248
"SC242_2_R31C30yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2263_R1_001"	796341	670031	0.16	47	0.906	"kept"	FALSE	0.38	796341	126310	670031	47	0.158612956007539
"SC242_2_R31C38yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2271_R1_001"	186900	156715	0.16	10	0.702	"removed"	FALSE	0.56	186900	30185	156715	10	0.161503477795613
"SC242_2_R31C47yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2280_R1_001"	582498	498645	0.14	36	0.837	"kept"	FALSE	0.44	582498	83853	498645	36	0.143954142331819
"SC242_2_R31C49yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2282_R1_001"	359891	309778	0.14	21	0.705	"removed"	FALSE	0.5	359891	50113	309778	21	0.139244938050688
"SC242_2_R31C50yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2283_R1_001"	864880	730053	0.16	53	0.974	"kept"	FALSE	0.32	864880	134827	730053	53	0.155890990657663
"SC242_2_R31C51yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2284_R1_001"	547330	454557	0.17	32	0.763	"removed"	FALSE	0.46	547330	92773	454557	32	0.169501032283997
"SC242_2_R31C53yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2286_R1_001"	523155	436754	0.17	30	0.715	"removed"	FALSE	0.49	523155	86401	436754	30	0.165153730729898
"SC242_2_R31C5yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2238_R1_001"	961628	805676	0.16	57	0.747	"removed"	FALSE	0.42	961628	155952	805676	57	0.162174978266024
"SC242_2_R31C64yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2297_R1_001"	554152	474383	0.14	35	0.452	"removed"	FALSE	0.38	554152	79769	474383	35	0.143947869898512
"SC242_2_R31C65yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2298_R1_001"	536459	441584	0.18	31	0.672	"removed"	FALSE	0.44	536459	94875	441584	31	0.176854149152125
"SC242_2_R31C66yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2299_R1_001"	443387	368067	0.17	25	0.422	"removed"	FALSE	0.5	443387	75320	368067	25	0.169874173126411
"SC242_2_R31C67yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2300_R1_001"	605483	511779	0.15	38	0.558	"removed"	FALSE	0.4	605483	93704	511779	38	0.15475909315373
"SC242_2_R31C69yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2302_R1_001"	731396	624690	0.15	46	0.941	"kept"	FALSE	0.29	731396	106706	624690	46	0.145893606199651
"SC242_2_R31C7yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2240_R1_001"	736798	636874	0.14	47	0.99	"kept"	FALSE	0.29	736798	99924	636874	47	0.135619260638601
"SC242_2_R31C8yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2241_R1_001"	1075957	917122	0.15	67	0.93	"kept"	FALSE	0.24	1075957	158835	917122	67	0.147622070398724
"SC242_2_R32C12yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2317_R1_001"	136004	125270	0.08	9	0.847	"kept"	FALSE	0.38	136004	10734	125270	9	0.0789241492897268
"SC242_2_R32C19yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2324_R1_001"	198144	180248	0.09	13	0.249	"removed"	FALSE	0.08	198144	17896	180248	13	0.0903181524547804
"SC242_2_R32C22yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2327_R1_001"	187049	169447	0.09	12	0.546	"removed"	FALSE	0.49	187049	17602	169447	12	0.0941036840613957
"SC242_2_R32C23yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2328_R1_001"	157294	144334	0.08	10	0.984	"kept"	FALSE	0.3	157294	12960	144334	10	0.0823934797258637
"SC242_2_R32C32yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2337_R1_001"	123276	113813	0.08	8	0.886	"kept"	FALSE	0.53	123276	9463	113813	8	0.0767627113144489
"SC242_2_R32C36yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2341_R1_001"	188480	172366	0.09	13	0.997	"kept"	FALSE	0.3	188480	16114	172366	13	0.0854944821731749
"SC242_2_R32C38yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2343_R1_001"	200277	184593	0.08	14	0.383	"removed"	FALSE	0.17	200277	15684	184593	14	0.078311538519151
"SC242_2_R32C39yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2344_R1_001"	146127	133594	0.09	9	0.844	"kept"	FALSE	0.47	146127	12533	133594	9	0.0857678594647122
"SC242_2_R32C41yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2346_R1_001"	221836	203292	0.08	15	0.293	"removed"	FALSE	0.16	221836	18544	203292	15	0.0835932851295552
"SC242_2_R32C47yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2352_R1_001"	204772	188964	0.08	14	0.923	"kept"	FALSE	0.21	204772	15808	188964	14	0.0771980544215029
"SC242_2_R32C49yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2354_R1_001"	252953	230534	0.09	17	0.871	"kept"	FALSE	0.34	252953	22419	230534	17	0.0886291129182101
"SC242_2_R32C4yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2309_R1_001"	943471	818101	0.13	60	0.655	"removed"	FALSE	0.31	943471	125370	818101	60	0.13288166779901
"SC242_2_R32C57yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2362_R1_001"	142469	131492	0.08	9	0.821	"kept"	FALSE	0.34	142469	10977	131492	9	0.0770483403407057
"SC242_2_R32C58yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2363_R1_001"	162386	149504	0.08	10	0.49	"removed"	FALSE	0.57	162386	12882	149504	10	0.0793294988484229
"SC242_2_R32C59yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2364_R1_001"	205946	185519	0.1	13	0.524	"removed"	FALSE	0.42	205946	20427	185519	13	0.099186194439319
"SC242_2_R32C61yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2366_R1_001"	119351	109665	0.08	8	0.641	"removed"	FALSE	0.39	119351	9686	109665	8	0.0811555831119974
"SC242_2_R32C63yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2368_R1_001"	291225	264640	0.09	18	0.772	"removed"	FALSE	0.5	291225	26585	264640	18	0.0912868057343978
"SC242_2_R32C7yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2312_R1_001"	113793	106329	0.07	8	0.998	"kept"	FALSE	0.3	113793	7464	106329	8	0.0655927869025335
"SC242_2_R33C0yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2377_R1_001"	663060	559871	0.16	42	0.701	"removed"	FALSE	0.36	663060	103189	559871	42	0.155625433595753
"SC242_2_R33C12yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2389_R1_001"	845961	713036	0.16	52	0.96	"kept"	FALSE	0.29	845961	132925	713036	52	0.157128992944119
"SC242_2_R33C14yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2391_R1_001"	710610	614295	0.14	44	0.925	"kept"	FALSE	0.35	710610	96315	614295	44	0.135538481023346
"SC242_2_R33C16yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2393_R1_001"	562782	479884	0.15	33	0.528	"removed"	FALSE	0.33	562782	82898	479884	33	0.147300375633904
"SC242_2_R33C1yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2378_R1_001"	844420	727130	0.14	55	0.288	"removed"	FALSE	0.21	844420	117290	727130	55	0.138900073423178
"SC242_2_R33C20yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2397_R1_001"	520551	437394	0.16	32	0.621	"removed"	FALSE	0.42	520551	83157	437394	32	0.159748036215472
"SC242_2_R33C22yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2399_R1_001"	387504	331054	0.15	22	0.657	"removed"	FALSE	0.53	387504	56450	331054	22	0.145675915603452
"SC242_2_R33C29yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2406_R1_001"	553878	464556	0.16	33	0.594	"removed"	FALSE	0.51	553878	89322	464556	33	0.161266560506104
"SC242_2_R33C2yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2379_R1_001"	1195688	1008473	0.16	75	0.86	"kept"	FALSE	0.33	1195688	187215	1008473	75	0.156575126621661
"SC242_2_R33C30yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2407_R1_001"	508137	426333	0.16	31	0.609	"removed"	FALSE	0.48	508137	81804	426333	31	0.160988079986303
"SC242_2_R33C33yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2410_R1_001"	699902	602302	0.14	42	0.623	"removed"	FALSE	0.41	699902	97600	602302	42	0.139448094161754
"SC242_2_R33C34yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2411_R1_001"	1192056	1016027	0.15	74	0.925	"kept"	FALSE	0.3	1192056	176029	1016027	74	0.147668398128947
"SC242_2_R33C36yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2413_R1_001"	463756	391680	0.16	27	0.608	"removed"	FALSE	0.55	463756	72076	391680	27	0.15541793529356
"SC242_2_R33C37yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2414_R1_001"	1220842	1037098	0.15	77	0.902	"kept"	FALSE	0.29	1220842	183744	1037098	77	0.150505962278493
"SC242_2_R33C38yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2415_R1_001"	822349	688590	0.16	50	0.919	"kept"	FALSE	0.3	822349	133759	688590	50	0.162654785255409
"SC242_2_R33C43yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2420_R1_001"	751613	636910	0.15	47	0.762	"removed"	FALSE	0.28	751613	114703	636910	47	0.152609121981658
"SC242_2_R33C46yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2423_R1_001"	670631	571032	0.15	44	0.449	"removed"	FALSE	0.29	670631	99599	571032	44	0.148515353450705
"SC242_2_R33C48yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2425_R1_001"	758335	635648	0.16	46	0.89	"kept"	FALSE	0.34	758335	122687	635648	46	0.161784699374287
"SC242_2_R33C51yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2428_R1_001"	569101	473472	0.17	34	0.71	"removed"	FALSE	0.49	569101	95629	473472	34	0.168035199375858
"SC242_2_R33C54yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2431_R1_001"	584408	497396	0.15	35	0.792	"removed"	FALSE	0.37	584408	87012	497396	35	0.148889132250072
"SC242_2_R33C55yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2432_R1_001"	587844	494806	0.16	36	0.194	"removed"	FALSE	0.32	587844	93038	494806	36	0.158269881124924
"SC242_2_R33C58yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2435_R1_001"	478625	408422	0.15	30	0.626	"removed"	FALSE	0.41	478625	70203	408422	30	0.146676416819013
"SC242_2_R33C5yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2382_R1_001"	1118912	952311	0.15	69	0.999	"kept"	FALSE	0.29	1118912	166601	952311	69	0.148895534233255
"SC242_2_R33C65yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2442_R1_001"	879037	741561	0.16	53	0.862	"kept"	FALSE	0.4	879037	137476	741561	53	0.156393871930306
"SC242_2_R33C68yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2445_R1_001"	512914	431522	0.16	31	0.683	"removed"	FALSE	0.43	512914	81392	431522	31	0.15868547163852
"SC242_2_R33C6yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2383_R1_001"	1127124	958414	0.15	69	0.977	"kept"	FALSE	0.32	1127124	168710	958414	69	0.149681845120856
"SC242_2_R33C70yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2447_R1_001"	773522	661181	0.15	46	0.808	"kept"	FALSE	0.44	773522	112341	661181	46	0.145233102613759
"SC242_2_R33C71yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2448_R1_001"	903265	763557	0.15	56	0.789	"removed"	FALSE	0.3	903265	139708	763557	56	0.154670002712382
"SC242_2_R33C9yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2386_R1_001"	634184	543464	0.14	42	0.19	"removed"	FALSE	0.29	634184	90720	543464	42	0.143049966571216
"SC242_2_R34C14yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2463_R1_001"	613230	519792	0.15	38	0.992	"kept"	FALSE	0.3	613230	93438	519792	38	0.15237023628981
"SC242_2_R34C16yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2465_R1_001"	500149	425092	0.15	31	0.996	"kept"	FALSE	0.29	500149	75057	425092	31	0.150069279354752
"SC242_2_R34C18yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2467_R1_001"	492845	421503	0.14	31	0.996	"kept"	FALSE	0.29	492845	71342	421503	31	0.144755450496606
"SC242_2_R34C1yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2450_R1_001"	533813	456551	0.14	33	0.88	"kept"	FALSE	0.29	533813	77262	456551	33	0.144736077989858
"SC242_2_R34C20yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2469_R1_001"	534798	454382	0.15	33	0.945	"kept"	FALSE	0.29	534798	80416	454382	33	0.150367054476644
"SC242_2_R34C22yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2471_R1_001"	857932	741184	0.14	54	0.948	"kept"	FALSE	0.29	857932	116748	741184	54	0.136080715021703
"SC242_2_R34C26yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2475_R1_001"	563366	480723	0.15	36	0.935	"kept"	FALSE	0.28	563366	82643	480723	36	0.146695043719358
"SC242_2_R34C2yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2451_R1_001"	705837	592022	0.16	45	0.193	"removed"	FALSE	0.07	705837	113815	592022	45	0.161248276868455
"SC242_2_R34C30yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2479_R1_001"	321929	273940	0.15	20	0.986	"kept"	FALSE	0.29	321929	47989	273940	20	0.149067030307925
"SC242_2_R34C35yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2484_R1_001"	668538	578363	0.13	42	0.999	"kept"	FALSE	0.3	668538	90175	578363	42	0.134883880946184
"SC242_2_R34C36yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2485_R1_001"	673012	567817	0.16	42	0.996	"kept"	FALSE	0.3	673012	105195	567817	42	0.156304790999269
"SC242_2_R34C37yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2486_R1_001"	867471	740375	0.15	55	0.809	"kept"	FALSE	0.26	867471	127096	740375	55	0.146513255198156
"SC242_2_R34C40yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2489_R1_001"	759064	634931	0.16	46	0.988	"kept"	FALSE	0.3	759064	124133	634931	46	0.163534300138065
"SC242_2_R34C47yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2496_R1_001"	579116	495970	0.14	36	0.737	"removed"	FALSE	0.49	579116	83146	495970	36	0.143573998991566
"SC242_2_R34C53yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2502_R1_001"	730871	614898	0.16	45	0.987	"kept"	FALSE	0.3	730871	115973	614898	45	0.158677796765777
"SC242_2_R34C54yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2503_R1_001"	714709	599813	0.16	46	0.335	"removed"	FALSE	0.06	714709	114896	599813	46	0.16075913413711
"SC242_2_R34C55yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2504_R1_001"	979831	814236	0.17	59	0.782	"removed"	FALSE	0.36	979831	165595	814236	59	0.169003634300201
"SC242_2_R34C58yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2507_R1_001"	685794	595809	0.13	43	0.978	"kept"	FALSE	0.3	685794	89985	595809	43	0.131212871503688
"SC242_2_R34C5yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2454_R1_001"	638112	536445	0.16	40	0.954	"kept"	FALSE	0.3	638112	101667	536445	40	0.159324695351286
"SC242_2_R34C64yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2513_R1_001"	351839	315889	0.1	23	0.866	"kept"	FALSE	0.3	351839	35950	315889	23	0.102177416375103
"SC242_2_R34C6yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2455_R1_001"	620802	519807	0.16	38	0.946	"kept"	FALSE	0.25	620802	100995	519807	38	0.162684720732214
"SC242_2_R34C71yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2520_R1_001"	754470	616695	0.18	44	0.936	"kept"	FALSE	0.33	754470	137775	616695	44	0.182611634657442
"SC242_2_R34C8yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2457_R1_001"	459240	392085	0.15	28	0.987	"kept"	FALSE	0.32	459240	67155	392085	28	0.146230729030572
"SC242_2_R34C9yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2458_R1_001"	516474	450835	0.13	33	0.989	"kept"	FALSE	0.3	516474	65639	450835	33	0.127090618307988
"SC242_2_R35C10yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2531_R1_001"	932938	763636	0.18	58	0.787	"removed"	FALSE	0.34	932938	169302	763636	58	0.181471866297653
"SC242_2_R35C11yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2532_R1_001"	738350	618433	0.16	46	0.975	"kept"	FALSE	0.29	738350	119917	618433	46	0.162412135166249
"SC242_2_R35C12yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2533_R1_001"	764889	636552	0.17	46	0.994	"kept"	FALSE	0.29	764889	128337	636552	46	0.167785129607041
"SC242_2_R35C16yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2537_R1_001"	860292	720475	0.16	53	0.99	"kept"	FALSE	0.28	860292	139817	720475	53	0.162522724842263
"SC242_2_R35C19yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2540_R1_001"	1044851	881564	0.16	65	0.893	"kept"	FALSE	0.31	1044851	163287	881564	65	0.156277785062176
"SC242_2_R35C1yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2522_R1_001"	487241	410296	0.16	29	0.993	"kept"	FALSE	0.28	487241	76945	410296	29	0.157919797389793
"SC242_2_R35C20yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2541_R1_001"	860443	724381	0.16	54	0.976	"kept"	FALSE	0.29	860443	136062	724381	54	0.15813017248092
"SC242_2_R35C21yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2542_R1_001"	925482	779400	0.16	57	0.967	"kept"	FALSE	0.28	925482	146082	779400	57	0.157844236840911
"SC242_2_R35C22yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2543_R1_001"	1041140	886737	0.15	64	0.77	"removed"	FALSE	0.41	1041140	154403	886737	64	0.148301861421135
"SC242_2_R35C2yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2523_R1_001"	714236	595085	0.17	42	0.902	"kept"	FALSE	0.37	714236	119151	595085	42	0.166823010881557
"SC242_2_R35C32yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2553_R1_001"	872582	742074	0.15	54	0.997	"kept"	FALSE	0.29	872582	130508	742074	54	0.149565313059403
"SC242_2_R35C34yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2555_R1_001"	936085	780876	0.17	57	0.944	"kept"	FALSE	0.33	936085	155209	780876	57	0.165806523980194
"SC242_2_R35C38yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2559_R1_001"	921968	767052	0.17	56	0.997	"kept"	FALSE	0.3	921968	154916	767052	56	0.168027523731843
"SC242_2_R35C39yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2560_R1_001"	1023283	845434	0.17	62	0.993	"kept"	FALSE	0.28	1023283	177849	845434	62	0.173802359660035
"SC242_2_R35C3yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2524_R1_001"	610990	511411	0.16	37	0.996	"kept"	FALSE	0.29	610990	99579	511411	37	0.162979754169463
"SC242_2_R35C40yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2561_R1_001"	933232	780058	0.16	57	0.982	"kept"	FALSE	0.29	933232	153174	780058	57	0.164132820134757
"SC242_2_R35C41yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2562_R1_001"	899411	768241	0.15	55	0.529	"removed"	FALSE	0.48	899411	131170	768241	55	0.145839888549284
"SC242_2_R35C44yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2565_R1_001"	925247	777147	0.16	55	0.976	"kept"	FALSE	0.31	925247	148100	777147	55	0.160065366329207
"SC242_2_R35C50yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2571_R1_001"	908094	757426	0.17	58	0.155	"removed"	FALSE	0.08	908094	150668	757426	58	0.165916744301801
"SC242_2_R35C52yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2573_R1_001"	1216783	1015490	0.17	75	0.81	"kept"	FALSE	0.21	1216783	201293	1015490	75	0.165430483496236
"SC242_2_R35C54yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2575_R1_001"	929104	792841	0.15	58	0.908	"kept"	FALSE	0.33	929104	136263	792841	58	0.146660653705075
"SC242_2_R35C58yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2579_R1_001"	1014054	866233	0.15	67	0.321	"removed"	FALSE	0.14	1014054	147821	866233	67	0.145772315872725
"SC242_2_R35C59yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2580_R1_001"	942476	799243	0.15	59	0.775	"removed"	FALSE	0.34	942476	143233	799243	59	0.151975222711241
"SC242_2_R35C63yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2584_R1_001"	810438	683277	0.16	50	0.927	"kept"	FALSE	0.33	810438	127161	683277	50	0.156904044479652
"SC242_2_R35C65yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2586_R1_001"	970145	798063	0.18	58	0.994	"kept"	FALSE	0.3	970145	172082	798063	58	0.177377608501822
"SC242_2_R35C67yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2588_R1_001"	1000627	833245	0.17	60	0.919	"kept"	FALSE	0.33	1000627	167382	833245	60	0.167277117247486
"SC242_2_R35C70yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2591_R1_001"	876538	740517	0.16	54	0.798	"removed"	FALSE	0.37	876538	136021	740517	54	0.155179809660277
"SC242_2_R35C7yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S2528_R1_001"	843811	710786	0.16	52	0.996	"kept"	FALSE	0.29	843811	133025	710786	52	0.157647861902725
"SC242_2_R35C9yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S2530_R1_001"	894717	750655	0.16	55	0.993	"kept"	FALSE	0.3	894717	144062	750655	55	0.161014041311387
"SC242_2_R36C10yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S2603_R1_001"	848471	716287	0.16	52	0.96	"kept"	FALSE	0.31	848471	132184	716287	52	0.155790828443164
