"sample"	"reads_total"	"reads_assigned_bins"	"percentage_duplicates"	"median_bin_count"	"filter_corr_value"	"filtered"	"is_normal"	"find_normal_cv"	"TotalReads"	"DupsRemoved"	"ReadsKept"	"MedianBinCount"	"dups_percentage"
"SC242_2_R57C49yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4154_R1_001"	411404	360782	0.12	28	0.264	"removed"	FALSE	0.18	411404	50622	360782	28	0.123046931969548
"SC242_2_R57C51yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4156_R1_001"	928079	775182	0.16	57	0.99	"kept"	FALSE	0.29	928079	152897	775182	57	0.164745673590287
"SC242_2_R57C56yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4161_R1_001"	991275	840944	0.15	62	0.737	"removed"	FALSE	0.24	991275	150331	840944	62	0.151654182744445
"SC242_2_R57C5yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4110_R1_001"	825001	692784	0.16	51	0.984	"kept"	FALSE	0.31	825001	132217	692784	51	0.160262836045047
"SC242_2_R57C62yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4167_R1_001"	1002709	853880	0.15	64	0.255	"removed"	FALSE	0.28	1002709	148829	853880	64	0.148426911496755
"SC242_2_R57C71yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4176_R1_001"	182974	155070	0.15	11	0.299	"removed"	FALSE	0.19	182974	27904	155070	11	0.152502541344672
"SC242_2_R57C9yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4114_R1_001"	720869	612078	0.15	46	0.923	"kept"	FALSE	0.3	720869	108791	612078	46	0.150916463324127
"SC242_2_R58C15yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4192_R1_001"	684715	555648	0.19	43	0.345	"removed"	FALSE	0.23	684715	129067	555648	43	0.188497404029414
"SC242_2_R58C16yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4193_R1_001"	913604	762098	0.17	56	0.998	"kept"	FALSE	0.28	913604	151506	762098	56	0.165833336981887
"SC242_2_R58C17yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4194_R1_001"	918227	775431	0.16	57	0.996	"kept"	FALSE	0.29	918227	142796	775431	57	0.155512743580836
"SC242_2_R58C18yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4195_R1_001"	973613	805265	0.17	59	0.989	"kept"	FALSE	0.29	973613	168348	805265	59	0.172910591785442
"SC242_2_R58C21yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4198_R1_001"	1000405	841171	0.16	61	0.938	"kept"	FALSE	0.29	1000405	159234	841171	61	0.159169536337783
"SC242_2_R58C22yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4199_R1_001"	1225762	1040453	0.15	77	0.897	"kept"	FALSE	0.31	1225762	185309	1040453	77	0.15117861379289
"SC242_2_R58C26yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4203_R1_001"	1351259	1146560	0.15	83	0.978	"kept"	FALSE	0.33	1351259	204699	1146560	83	0.151487612663449
"SC242_2_R58C29yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4206_R1_001"	964541	807347	0.16	59	0.961	"kept"	FALSE	0.31	964541	157194	807347	59	0.162972854445793
"SC242_2_R58C30yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4207_R1_001"	1114072	947936	0.15	70	0.929	"kept"	FALSE	0.3	1114072	166136	947936	70	0.149125011668905
"SC242_2_R58C31yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4208_R1_001"	840884	711565	0.15	52	0.979	"kept"	FALSE	0.28	840884	129319	711565	52	0.153789345498309
"SC242_2_R58C36yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4213_R1_001"	1079203	893379	0.17	65	0.996	"kept"	FALSE	0.29	1079203	185824	893379	65	0.172186326390864
"SC242_2_R58C41yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4218_R1_001"	1154352	980547	0.15	72	0.819	"kept"	FALSE	0.35	1154352	173805	980547	72	0.150564992307372
"SC242_2_R58C47yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4224_R1_001"	826804	694820	0.16	51	0.934	"kept"	FALSE	0.29	826804	131984	694820	51	0.159631545082027
"SC242_2_R58C52yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4229_R1_001"	1084987	897635	0.17	66	0.972	"kept"	FALSE	0.28	1084987	187352	897635	66	0.172676723315579
"SC242_2_R58C53yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4230_R1_001"	1089834	928466	0.15	67	0.831	"kept"	FALSE	0.31	1089834	161368	928466	67	0.148066586287453
"SC242_2_R58C56yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4233_R1_001"	1046768	877192	0.16	64	0.997	"kept"	FALSE	0.3	1046768	169576	877192	64	0.161999602586246
"SC242_2_R58C69yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4246_R1_001"	936453	805017	0.14	59	0.933	"kept"	FALSE	0.34	936453	131436	805017	59	0.14035514862999
"SC242_2_R58C8yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4185_R1_001"	1131315	950159	0.16	70	0.782	"removed"	FALSE	0.31	1131315	181156	950159	70	0.160128699787416
"SC242_2_R58C9yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4186_R1_001"	653175	552343	0.15	39	0.995	"kept"	FALSE	0.29	653175	100832	552343	39	0.154372105484748
"SC242_2_R59C12yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4261_R1_001"	1011518	865251	0.14	64	0.988	"kept"	FALSE	0.3	1011518	146267	865251	64	0.144601480151614
"SC242_2_R59C13yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4262_R1_001"	835728	711258	0.15	52	0.951	"kept"	FALSE	0.34	835728	124470	711258	52	0.148936017460226
"SC242_2_R59C18yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4267_R1_001"	826954	721157	0.13	53	0.89	"kept"	FALSE	0.32	826954	105797	721157	53	0.12793577393664
"SC242_2_R59C24yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4273_R1_001"	1067423	912104	0.15	68	0.883	"kept"	FALSE	0.29	1067423	155319	912104	68	0.145508387958663
"SC242_2_R59C2yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4251_R1_001"	963012	824913	0.14	59	0.848	"kept"	FALSE	0.36	963012	138099	824913	59	0.143403197467944
"SC242_2_R59C30yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4279_R1_001"	868156	730093	0.16	54	0.995	"kept"	FALSE	0.31	868156	138063	730093	54	0.159030174300471
"SC242_2_R59C32yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4281_R1_001"	908135	804479	0.11	58	0.976	"kept"	FALSE	0.34	908135	103656	804479	58	0.114141619913339
"SC242_2_R59C35yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4284_R1_001"	835111	727494	0.13	53	0.947	"kept"	FALSE	0.3	835111	107617	727494	53	0.12886550410664
"SC242_2_R59C36yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4285_R1_001"	1118339	955916	0.15	70	0.94	"kept"	FALSE	0.35	1118339	162423	955916	70	0.145235925779214
"SC242_2_R59C38yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4287_R1_001"	883371	745673	0.16	56	0.933	"kept"	FALSE	0.31	883371	137698	745673	56	0.155877881433735
"SC242_2_R59C39yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4288_R1_001"	923494	769231	0.17	59	0.284	"removed"	FALSE	0.13	923494	154263	769231	59	0.167042774506386
"SC242_2_R59C44yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4293_R1_001"	912541	793462	0.13	58	0.89	"kept"	FALSE	0.31	912541	119079	793462	58	0.130491671059163
"SC242_2_R59C47yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4296_R1_001"	731068	631493	0.14	46	0.964	"kept"	FALSE	0.32	731068	99575	631493	46	0.13620484004224
"SC242_2_R59C50yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4299_R1_001"	850536	714378	0.16	58	0.283	"removed"	FALSE	0.2	850536	136158	714378	58	0.160084934676486
"SC242_2_R59C55yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4304_R1_001"	1003086	845324	0.16	63	0.73	"removed"	FALSE	0.29	1003086	157762	845324	63	0.157276644275765
"SC242_2_R59C5yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4254_R1_001"	932849	797383	0.15	59	0.814	"kept"	FALSE	0.3	932849	135466	797383	59	0.145217500367155
"SC242_2_R59C62yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4311_R1_001"	891384	750969	0.16	55	0.99	"kept"	FALSE	0.3	891384	140415	750969	55	0.157524703158235
"SC242_2_R59C69yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4318_R1_001"	813890	706521	0.13	52	0.894	"kept"	FALSE	0.31	813890	107369	706521	52	0.131920775534777
"SC242_2_R59C71yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4320_R1_001"	906918	778775	0.14	55	0.764	"removed"	FALSE	0.34	906918	128143	778775	55	0.141295023364847
"SC242_2_R5C0yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S361_R1_001"	616687	534503	0.13	39	0.956	"kept"	FALSE	0.32	616687	82184	534503	39	0.133266957143575
"SC242_2_R5C10yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S371_R1_001"	686805	572624	0.17	42	0.832	"kept"	FALSE	0.29	686805	114181	572624	42	0.166249517694251
"SC242_2_R5C11yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S372_R1_001"	557017	478010	0.14	34	0.794	"removed"	FALSE	0.35	557017	79007	478010	34	0.141839477071615
"SC242_2_R5C12yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S373_R1_001"	683253	574709	0.16	42	0.994	"kept"	FALSE	0.27	683253	108544	574709	42	0.158863554203201
"SC242_2_R5C13yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S374_R1_001"	572843	483666	0.16	38	0.297	"removed"	FALSE	0.22	572843	89177	483666	38	0.155674416899569
"SC242_2_R5C18yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S379_R1_001"	759091	632258	0.17	46	0.99	"kept"	FALSE	0.3	759091	126833	632258	46	0.167085369211333
"SC242_2_R5C1yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S362_R1_001"	606795	523053	0.14	38	0.99	"kept"	FALSE	0.29	606795	83742	523053	38	0.138007069933009
"SC242_2_R5C22yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S383_R1_001"	672040	579801	0.14	43	0.981	"kept"	FALSE	0.29	672040	92239	579801	43	0.137252246890066
"SC242_2_R5C23yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S384_R1_001"	716290	595662	0.17	43	0.969	"kept"	FALSE	0.31	716290	120628	595662	43	0.168406650937469
"SC242_2_R5C35yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S396_R1_001"	495756	428809	0.14	32	0.879	"kept"	FALSE	0.34	495756	66947	428809	32	0.135040221399237
"SC242_2_R5C37yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S398_R1_001"	703496	596918	0.15	46	0.166	"removed"	TRUE	0.05	703496	106578	596918	46	0.151497663099719
"SC242_2_R5C41yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S402_R1_001"	664353	560171	0.16	42	0.876	"kept"	FALSE	0.33	664353	104182	560171	42	0.15681723421133
"SC242_2_R5C4yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S365_R1_001"	737174	621208	0.16	45	0.978	"kept"	FALSE	0.32	737174	115966	621208	45	0.157311570945259
"SC242_2_R5C59yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S420_R1_001"	659388	556790	0.16	41	0.869	"kept"	FALSE	0.36	659388	102598	556790	41	0.155595794888594
"SC242_2_R5C61yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S422_R1_001"	708085	596955	0.16	44	0.988	"kept"	FALSE	0.29	708085	111130	596955	44	0.156944434637085
"SC242_2_R5C64yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S425_R1_001"	525012	451856	0.14	32	0.936	"kept"	FALSE	0.32	525012	73156	451856	32	0.139341576954432
"SC242_2_R60C10yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4331_R1_001"	847892	716541	0.15	55	0.3	"removed"	FALSE	0.09	847892	131351	716541	55	0.154914776881961
"SC242_2_R60C15yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4336_R1_001"	1141371	966375	0.15	72	0.918	"kept"	FALSE	0.16	1141371	174996	966375	72	0.15332087463235
"SC242_2_R60C17yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4338_R1_001"	640985	560768	0.13	42	0.919	"kept"	FALSE	0.31	640985	80217	560768	42	0.125146454285202
"SC242_2_R60C18yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4339_R1_001"	563591	504272	0.11	37	0.937	"kept"	FALSE	0.3	563591	59319	504272	37	0.105251858173747
"SC242_2_R60C21yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4342_R1_001"	890531	778044	0.13	57	0.987	"kept"	FALSE	0.31	890531	112487	778044	57	0.126314524704923
"SC242_2_R60C24yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4345_R1_001"	1090258	943708	0.13	69	0.987	"kept"	FALSE	0.3	1090258	146550	943708	69	0.134417724978858
"SC242_2_R60C25yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4346_R1_001"	959705	836187	0.13	62	0.943	"kept"	FALSE	0.28	959705	123518	836187	62	0.128704133040882
"SC242_2_R60C26yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4347_R1_001"	879459	754798	0.14	56	0.942	"kept"	FALSE	0.29	879459	124661	754798	56	0.141747369689775
"SC242_2_R60C34yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4355_R1_001"	1056368	903755	0.14	66	0.918	"kept"	FALSE	0.35	1056368	152613	903755	66	0.144469540917559
"SC242_2_R60C41yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4362_R1_001"	795126	702682	0.12	52	0.979	"kept"	FALSE	0.29	795126	92444	702682	52	0.116263334364616
"SC242_2_R60C43yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4364_R1_001"	809817	700632	0.13	54	0.23	"removed"	TRUE	0.04	809817	109185	700632	54	0.134826757156246
"SC242_2_R60C45yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4366_R1_001"	876574	784801	0.1	59	0.85	"kept"	FALSE	0.28	876574	91773	784801	59	0.104695097048281
"SC242_2_R60C46yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4367_R1_001"	915731	798964	0.13	58	0.889	"kept"	FALSE	0.25	915731	116767	798964	58	0.127512337138308
"SC242_2_R60C49yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4370_R1_001"	277996	250510	0.1	18	0.926	"kept"	FALSE	0.36	277996	27486	250510	18	0.0988719262147657
"SC242_2_R60C50yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4371_R1_001"	931210	793308	0.15	59	0.95	"kept"	FALSE	0.29	931210	137902	793308	59	0.148089045435509
"SC242_2_R60C55yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4376_R1_001"	985285	843618	0.14	61	0.726	"removed"	FALSE	0.38	985285	141667	843618	61	0.143782763362885
"SC242_2_R60C56yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4377_R1_001"	853702	729284	0.15	54	0.777	"removed"	FALSE	0.19	853702	124418	729284	54	0.145739379783578
"SC242_2_R60C60yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4381_R1_001"	826116	705353	0.15	52	0.992	"kept"	FALSE	0.28	826116	120763	705353	52	0.14618165003462
"SC242_2_R60C67yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4388_R1_001"	708414	613127	0.13	45	0.967	"kept"	FALSE	0.31	708414	95287	613127	45	0.134507505498197
"SC242_2_R60C70yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4391_R1_001"	140327	134162	0.04	10	0.807	"kept"	FALSE	0.2	140327	6165	134162	10	0.0439330991184875
"SC242_2_R60C71yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4392_R1_001"	900435	781399	0.13	58	0.754	"removed"	FALSE	0.31	900435	119036	781399	58	0.132198326364479
"SC242_2_R61C0yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4393_R1_001"	919985	781006	0.15	58	0.759	"removed"	FALSE	0.18	919985	138979	781006	58	0.151066593477068
"SC242_2_R61C13yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4406_R1_001"	386707	346712	0.1	25	0.997	"kept"	FALSE	0.3	386707	39995	346712	25	0.103424556576426
"SC242_2_R61C14yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4407_R1_001"	614766	516388	0.16	37	0.986	"kept"	FALSE	0.27	614766	98378	516388	37	0.160025115247102
"SC242_2_R61C24yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4417_R1_001"	657375	568839	0.13	41	0.868	"kept"	FALSE	0.35	657375	88536	568839	41	0.134681118083286
"SC242_2_R61C28yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4421_R1_001"	762341	659697	0.13	49	0.707	"removed"	FALSE	0.3	762341	102644	659697	49	0.134643158376632
"SC242_2_R61C30yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4423_R1_001"	655411	559283	0.15	43	0.196	"removed"	TRUE	0.05	655411	96128	559283	43	0.146668273800714
"SC242_2_R61C36yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4429_R1_001"	626452	542928	0.13	40	0.936	"kept"	FALSE	0.29	626452	83524	542928	40	0.13332865087828
"SC242_2_R61C3yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4396_R1_001"	700606	590228	0.16	43	0.996	"kept"	FALSE	0.29	700606	110378	590228	43	0.157546466915784
"SC242_2_R61C46yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4439_R1_001"	476279	406215	0.15	30	0.976	"kept"	FALSE	0.31	476279	70064	406215	30	0.147107052798885
"SC242_2_R61C47yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4440_R1_001"	469114	406708	0.13	30	0.997	"kept"	FALSE	0.29	469114	62406	406708	30	0.133029498160362
"SC242_2_R61C49yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4442_R1_001"	230906	206332	0.11	15	0.268	"removed"	FALSE	0.1	230906	24574	206332	15	0.106424259222368
"SC242_2_R61C52yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4445_R1_001"	614734	528668	0.14	40	0.243	"removed"	FALSE	0.1	614734	86066	528668	40	0.140005270572313
"SC242_2_R61C55yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4448_R1_001"	511916	435918	0.15	32	0.964	"kept"	FALSE	0.28	511916	75998	435918	32	0.148457950132444
"SC242_2_R61C57yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4450_R1_001"	357668	332679	0.07	25	0.937	"kept"	FALSE	0.24	357668	24989	332679	25	0.0698664683449456
"SC242_2_R61C62yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4455_R1_001"	671584	566287	0.16	41	0.976	"kept"	FALSE	0.3	671584	105297	566287	41	0.156789024157812
"SC242_2_R61C63yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4456_R1_001"	320125	275120	0.14	21	0.284	"removed"	FALSE	0.32	320125	45005	275120	21	0.140585708707536
"SC242_2_R61C65yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4458_R1_001"	541223	461315	0.15	34	0.234	"removed"	FALSE	0.26	541223	79908	461315	34	0.147643392834377
"SC242_2_R61C66yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4459_R1_001"	921960	780764	0.15	55	0.919	"kept"	FALSE	0.37	921960	141196	780764	55	0.153147641980129
"SC242_2_R61C8yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4401_R1_001"	551322	467384	0.15	34	0.897	"kept"	FALSE	0.35	551322	83938	467384	34	0.152248595194823
"SC242_2_R62C0yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4465_R1_001"	1038901	892813	0.14	65	0.996	"kept"	FALSE	0.3	1038901	146088	892813	65	0.140617825952617
"SC242_2_R62C10yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4475_R1_001"	848633	724319	0.15	54	0.906	"kept"	FALSE	0.3	848633	124314	724319	54	0.146487350833635
"SC242_2_R62C11yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4476_R1_001"	753262	648121	0.14	46	0.825	"kept"	FALSE	0.32	753262	105141	648121	46	0.139580916069044
"SC242_2_R62C15yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4480_R1_001"	842671	702449	0.17	54	0.329	"removed"	FALSE	0.18	842671	140222	702449	54	0.166401834167783
"SC242_2_R62C19yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4484_R1_001"	805520	687258	0.15	53	0.213	"removed"	FALSE	0.1	805520	118262	687258	53	0.146814480087397
"SC242_2_R62C27yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4492_R1_001"	925815	779461	0.16	57	0.998	"kept"	FALSE	0.29	925815	146354	779461	57	0.158081258134725
"SC242_2_R62C28yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4493_R1_001"	847600	723400	0.15	53	0.966	"kept"	FALSE	0.3	847600	124200	723400	53	0.146531382727702
"SC242_2_R62C32yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4497_R1_001"	987101	855443	0.13	62	0.945	"kept"	FALSE	0.32	987101	131658	855443	62	0.133378448608602
"SC242_2_R62C34yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4499_R1_001"	1044467	886504	0.15	67	0.676	"removed"	FALSE	0.31	1044467	157963	886504	67	0.151237904117603
"SC242_2_R62C36yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4501_R1_001"	908743	776792	0.15	57	0.993	"kept"	FALSE	0.3	908743	131951	776792	57	0.145201668678603
"SC242_2_R62C37yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4502_R1_001"	952935	801288	0.16	59	0.997	"kept"	FALSE	0.29	952935	151647	801288	59	0.159136772182783
"SC242_2_R62C3yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4468_R1_001"	737492	633751	0.14	46	0.756	"removed"	FALSE	0.33	737492	103741	633751	46	0.140667288594317
"SC242_2_R62C41yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4506_R1_001"	733579	627850	0.14	46	0.891	"kept"	FALSE	0.38	733579	105729	627850	46	0.144127626336087
"SC242_2_R62C54yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4519_R1_001"	853752	740624	0.13	54	0.96	"kept"	FALSE	0.32	853752	113128	740624	54	0.132506863819938
"SC242_2_R62C60yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4525_R1_001"	933600	809231	0.13	59	0.921	"kept"	FALSE	0.21	933600	124369	809231	59	0.133214438731791
"SC242_2_R62C68yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S4533_R1_001"	941992	799165	0.15	58	0.846	"kept"	FALSE	0.31	941992	142827	799165	58	0.151622306771183
"SC242_2_R62C6yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4471_R1_001"	860397	720328	0.16	53	0.982	"kept"	FALSE	0.3	860397	140069	720328	53	0.162795779157761
"SC242_2_R62C8yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S4473_R1_001"	916703	775036	0.15	57	0.995	"kept"	FALSE	0.3	916703	141667	775036	57	0.154539692790358
"SC242_2_R63C11yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4548_R1_001"	723977	617804	0.15	45	0.97	"kept"	FALSE	0.3	723977	106173	617804	45	0.146652448903764
"SC242_2_R63C12yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4549_R1_001"	851355	721322	0.15	53	0.993	"kept"	FALSE	0.27	851355	130033	721322	53	0.152736520018089
"SC242_2_R63C16yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4553_R1_001"	1056289	904937	0.14	67	0.941	"kept"	FALSE	0.3	1056289	151352	904937	67	0.14328654373945
"SC242_2_R63C17yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4554_R1_001"	684573	608201	0.11	44	0.983	"kept"	FALSE	0.3	684573	76372	608201	44	0.111561513527411
"SC242_2_R63C21yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S4558_R1_001"	1173048	1009917	0.14	73	0.967	"kept"	FALSE	0.32	1173048	163131	1009917	73	0.13906592057614
"SC242_2_R63C25yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S4562_R1_001"	687565	583146	0.15	42	0.882	"kept"	FALSE	0.32	687565	104419	583146	42	0.151867823405787
"SC242_2_R63C29yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4566_R1_001"	584404	494615	0.15	35	0.986	"kept"	FALSE	0.28	584404	89789	494615	35	0.153642001081444
"SC242_2_R63C34yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4571_R1_001"	876405	742380	0.15	54	0.93	"kept"	FALSE	0.3	876405	134025	742380	54	0.152925873311996
"SC242_2_R63C3yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S4540_R1_001"	685817	582240	0.15	42	0.975	"kept"	FALSE	0.3	685817	103577	582240	42	0.151027169055302
"SC242_2_R63C43yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S4580_R1_001"	1009521	865824	0.14	63	0.91	"kept"	FALSE	0.31	1009521	143697	865824	63	0.142341764064343
"SC242_2_R63C49yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4586_R1_001"	372002	330003	0.11	24	0.997	"kept"	FALSE	0.28	372002	41999	330003	24	0.112899930645534
"SC242_2_R63C50yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4587_R1_001"	965819	815867	0.16	60	0.992	"kept"	FALSE	0.29	965819	149952	815867	60	0.155258904618774
"SC242_2_R63C51yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4588_R1_001"	959374	806957	0.16	59	0.987	"kept"	FALSE	0.28	959374	152417	806957	59	0.158871305663902
"SC242_2_R63C52yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4589_R1_001"	1076802	943880	0.12	68	0.918	"kept"	FALSE	0.42	1076802	132922	943880	68	0.123441449774425
"SC242_2_R63C54yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S4591_R1_001"	815580	696496	0.15	50	0.799	"removed"	FALSE	0.36	815580	119084	696496	50	0.146011427450403
"SC242_2_R63C56yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S4593_R1_001"	768936	645242	0.16	47	0.704	"removed"	FALSE	0.37	768936	123694	645242	47	0.160863843024647
"SC242_2_R63C58yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S4595_R1_001"	994297	862502	0.13	64	0.919	"kept"	FALSE	0.35	994297	131795	862502	64	0.132550937999411
"SC242_2_R63C60yesS_SC242_2_BCM_DCIS_28T_A_W_D1_S4597_R1_001"	827821	704269	0.15	51	0.992	"kept"	FALSE	0.29	827821	123552	704269	51	0.149249656628667
"SC242_2_R63C64yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4601_R1_001"	739360	647187	0.12	47	0.978	"kept"	FALSE	0.3	739360	92173	647187	47	0.124665927288466
"SC242_2_R63C66yesS_SC242_2_BCM_DCIS_28T_A_W_D2_S4603_R1_001"	890894	753214	0.15	55	0.944	"kept"	FALSE	0.32	890894	137680	753214	55	0.154541393252171
