"cellname" "hg19" "mm10" "p_hg19" "p_mm10" "tt" "class"
"977" "Arc_well_A20_GM12878_fixed_r49c33_yes_B2_Good_S3562.bed" 301047 556 0.998156517010772 0.00184348298922756 301603 "Human"
"978" "Arc_well_A20_GM12878_fixed_r49c38_yes_B1_Good_S3567.bed" 1279 684301 0.00186557367484466 0.998134426325155 685580 "Mouse"
"979" "Arc_well_A20_GM12878_fixed_r49c41_yes_B1_Good_S3570.bed" 771564 1432 0.998147467774736 0.00185253222526378 772996 "Human"
"980" "Arc_well_A20_GM12878_fixed_r49c44_yes_B1_Good_S3573.bed" 731121 1366 0.99813512048678 0.00186487951322003 732487 "Human"
"981" "Arc_well_A20_GM12878_fixed_r49c45_yes_B2_Good_S3574.bed" 255352 745 0.997090946008739 0.00290905399126112 256097 "Human"
"982" "Arc_well_A20_GM12878_fixed_r49c46_yes_B2_Good_S3575.bed" 1204 695031 0.00172930116986362 0.998270698830136 696235 "Mouse"
"983" "Arc_well_A20_GM12878_fixed_r49c48_yes_B2_Good_S3577.bed" 1443 896673 0.00160669668506073 0.998393303314939 898116 "Mouse"
"984" "Arc_well_A20_GM12878_fixed_r49c51_yes_B2_Good_S3580.bed" 999 648938 0.00153707205467607 0.998462927945324 649937 "Mouse"
"985" "Arc_well_A20_GM12878_fixed_r49c54_yes_B1_Good_S3583.bed" 1139 701713 0.0016205403128966 0.998379459687103 702852 "Mouse"
"986" "Arc_well_A20_GM12878_fixed_r49c55_yes_B1_Good_S3584.bed" 689050 1298 0.998119788860111 0.00188021113988887 690348 "Human"
"987" "Arc_well_A20_GM12878_fixed_r49c59_yes_B1_Good_S3588.bed" 850 495462 0.00171263237640839 0.998287367623592 496312 "Mouse"
"988" "Arc_well_A20_GM12878_fixed_r49c60_yes_B1_Good_S3589.bed" 1060 544624 0.0019425161815263 0.998057483818474 545684 "Mouse"
"989" "Arc_well_A20_GM12878_fixed_r49c61_yes_B1_Good_S3590.bed" 755 456862 0.00164985129486011 0.99835014870514 457617 "Mouse"
"990" "Arc_well_A20_GM12878_fixed_r49c63_yes_B2_Good_S3592.bed" 1293 763784 0.00169002597124211 0.998309974028758 765077 "Mouse"
"991" "Arc_well_A20_GM12878_fixed_r49c64_yes_B2_Good_S3593.bed" 656874 1169 0.998223520347455 0.0017764796525455 658043 "Human"
"992" "Arc_well_A20_GM12878_fixed_r49c65_yes_B2_Good_S3594.bed" 676772 1465 0.99783998808676 0.00216001191323977 678237 "Human"
"993" "Arc_well_A20_GM12878_fixed_r49c66_yes_B2_Good_S3595.bed" 1311 673417 0.00194300518134715 0.998056994818653 674728 "Mouse"
"994" "Arc_well_A20_GM12878_fixed_r49c67_yes_B2_Good_S3596.bed" 1099 682834 0.0016068825455125 0.998393117454488 683933 "Mouse"
"995" "Arc_well_A20_GM12878_fixed_r49c69_yes_B2_Good_S3598.bed" 561567 974 0.998268570646406 0.00173142935359378 562541 "Human"
"996" "Arc_well_A20_GM12878_fixed_r49c6_yes_B1_Good_S3535.bed" 707909 1720 0.997576198266982 0.00242380173301824 709629 "Human"
"997" "Arc_well_A20_GM12878_fixed_r49c8_yes_B1_Good_S3537.bed" 997 618840 0.00160848739265323 0.998391512607347 619837 "Mouse"
"998" "Arc_well_A20_GM12878_fixed_r49c9_yes_B2_Good_S3538.bed" 1486 855603 0.00173377560556722 0.998266224394433 857089 "Mouse"
"999" "Arc_well_A20_GM12878_fixed_r4c10_yes_A2_Good_S299.bed" 1467 924000 0.00158514566159571 0.998414854338404 925467 "Mouse"
"1000" "Arc_well_A20_GM12878_fixed_r4c11_yes_A2_Good_S300.bed" 1297 858473 0.00150854298242553 0.998491457017574 859770 "Mouse"
"1001" "Arc_well_A20_GM12878_fixed_r4c20_yes_A1_Good_S309.bed" 1060 616827 0.00171552403594832 0.998284475964052 617887 "Mouse"
"1002" "Arc_well_A20_GM12878_fixed_r4c21_yes_A1_Good_S310.bed" 1051 614857 0.0017064236866545 0.998293576313345 615908 "Mouse"
"1003" "Arc_well_A20_GM12878_fixed_r4c25_yes_A1_Good_S314.bed" 403870 1016 0.997490651689611 0.0025093483103886 404886 "Human"
"1004" "Arc_well_A20_GM12878_fixed_r4c27_yes_A2_Good_S316.bed" 1339 716783 0.0018645856832126 0.998135414316787 718122 "Mouse"
"1005" "Arc_well_A20_GM12878_fixed_r4c28_yes_A2_Good_S317.bed" 1023 610159 0.00167380583852273 0.998326194161477 611182 "Mouse"
"1006" "Arc_well_A20_GM12878_fixed_r4c29_yes_A2_Good_S318.bed" 1036 669726 0.00154451206240067 0.998455487937599 670762 "Mouse"
"1007" "Arc_well_A20_GM12878_fixed_r4c31_yes_A2_Good_S320.bed" 150808 416 0.997249113897265 0.00275088610273502 151224 "Human"
"1008" "Arc_well_A20_GM12878_fixed_r4c32_yes_A2_Good_S321.bed" 904 533960 0.00169014927159054 0.998309850728409 534864 "Mouse"
"1009" "Arc_well_A20_GM12878_fixed_r4c34_yes_A2_Good_S323.bed" 826 504893 0.00163331810748657 0.998366681892513 505719 "Mouse"
"1010" "Arc_well_A20_GM12878_fixed_r4c36_yes_A1_Good_S325.bed" 776 463270 0.00167224800989557 0.998327751990104 464046 "Mouse"
"1011" "Arc_well_A20_GM12878_fixed_r4c40_yes_A1_Good_S329.bed" 1026 574412 0.00178298965309903 0.998217010346901 575438 "Mouse"
"1012" "Arc_well_A20_GM12878_fixed_r4c41_yes_A1_Good_S330.bed" 846 491585 0.00171800719288591 0.998281992807114 492431 "Mouse"
"1013" "Arc_well_A20_GM12878_fixed_r4c44_yes_A1_Good_S333.bed" 705401 1414 0.997999476524975 0.00200052347502529 706815 "Human"
"1014" "Arc_well_A20_GM12878_fixed_r4c50_yes_A2_Good_S339.bed" 801092 1444 0.998200703769052 0.0017992962309479 802536 "Human"
"1015" "Arc_well_A20_GM12878_fixed_r4c51_yes_A2_Good_S340.bed" 878 506859 0.00172924171372187 0.998270758286278 507737 "Mouse"
"1016" "Arc_well_A20_GM12878_fixed_r4c61_yes_A1_Good_S350.bed" 830 495399 0.0016726148612838 0.998327385138716 496229 "Mouse"
"1017" "Arc_well_A20_GM12878_fixed_r4c62_yes_A1_Good_S351.bed" 935 633228 0.00147438434598045 0.99852561565402 634163 "Mouse"
"1018" "Arc_well_A20_GM12878_fixed_r4c65_yes_A2_Good_S354.bed" 534682 1123 0.997904088241058 0.00209591175894215 535805 "Human"
"1019" "Arc_well_A20_GM12878_fixed_r4c67_yes_A2_Good_S356.bed" 813 475524 0.00170677482538623 0.998293225174614 476337 "Mouse"
"1020" "Arc_well_A20_GM12878_fixed_r4c7_yes_A1_Good_S296.bed" 1109 767460 0.00144294136245412 0.998557058637546 768569 "Mouse"
"1021" "Arc_well_A20_GM12878_fixed_r50c0_yes_B1_Good_S3601.bed" 1683 1016663 0.00165267993393208 0.998347320066068 1018346 "Mouse"
"1022" "Arc_well_A20_GM12878_fixed_r50c10_yes_B2_Good_S3611.bed" 1125 612892 0.00183219682842657 0.998167803171573 614017 "Mouse"
"1023" "Arc_well_A20_GM12878_fixed_r50c13_yes_B2_Good_S3614.bed" 1166 712133 0.00163465811672244 0.998365341883278 713299 "Mouse"
"1024" "Arc_well_A20_GM12878_fixed_r50c14_yes_B2_Good_S3615.bed" 1499 889330 0.00168270229191012 0.99831729770809 890829 "Mouse"
"1025" "Arc_well_A20_GM12878_fixed_r50c15_yes_B2_Good_S3616.bed" 796952 1379 0.998272646308361 0.00172735369163918 798331 "Human"
"1026" "Arc_well_A20_GM12878_fixed_r50c18_yes_B1_Good_S3619.bed" 378912 605 0.998405868511819 0.00159413148818103 379517 "Human"
"1027" "Arc_well_A20_GM12878_fixed_r50c21_yes_B1_Good_S3622.bed" 955810 2776 0.997104067866629 0.00289593213337144 958586 "Human"
"1028" "Arc_well_A20_GM12878_fixed_r50c22_yes_B1_Good_S3623.bed" 826827 1574 0.998099954007781 0.00190004599221874 828401 "Human"
"1029" "Arc_well_A20_GM12878_fixed_r50c25_yes_B1_Good_S3626.bed" 856150 1561 0.99818003966371 0.00181996033629043 857711 "Human"
"1030" "Arc_well_A20_GM12878_fixed_r50c26_yes_B1_Good_S3627.bed" 706365 1153 0.99837035948202 0.00162964051797975 707518 "Human"
"1031" "Arc_well_A20_GM12878_fixed_r50c27_yes_B2_Good_S3628.bed" 761427 1407 0.998155562022668 0.0018444379773319 762834 "Human"
"1032" "Arc_well_A20_GM12878_fixed_r50c28_yes_B2_Good_S3629.bed" 813926 1489 0.998173935971254 0.0018260640287461 815415 "Human"
"1033" "Arc_well_A20_GM12878_fixed_r50c29_yes_B2_Good_S3630.bed" 1395 858139 0.00162297244786128 0.998377027552139 859534 "Mouse"
"1034" "Arc_well_A20_GM12878_fixed_r50c35_yes_B2_Good_S3636.bed" 1328 738616 0.00179473041203118 0.998205269587969 739944 "Mouse"
"1035" "Arc_well_A20_GM12878_fixed_r50c37_yes_B1_Good_S3638.bed" 1279 729048 0.00175127032137659 0.998248729678623 730327 "Mouse"
"1036" "Arc_well_A20_GM12878_fixed_r50c38_yes_B1_Good_S3639.bed" 1291 642583 0.00200505067761705 0.997994949322383 643874 "Mouse"
"1037" "Arc_well_A20_GM12878_fixed_r50c46_yes_B2_Good_S3647.bed" 765384 1337 0.998256210538123 0.00174378946187727 766721 "Human"
"1038" "Arc_well_A20_GM12878_fixed_r50c48_yes_B2_Good_S3649.bed" 1302 700458 0.00185533515731874 0.998144664842681 701760 "Mouse"
"1039" "Arc_well_A20_GM12878_fixed_r50c53_yes_B2_Good_S3654.bed" 796 414424 0.00191705601849622 0.998082943981504 415220 "Mouse"
"1040" "Arc_well_A20_GM12878_fixed_r50c56_yes_B1_Good_S3657.bed" 666160 1341 0.997991014245671 0.00200898575432846 667501 "Human"
"1041" "Arc_well_A20_GM12878_fixed_r50c5_yes_B1_Good_S3606.bed" 972 608896 0.00159378750811651 0.998406212491883 609868 "Mouse"
"1042" "Arc_well_A20_GM12878_fixed_r50c60_yes_B1_Good_S3661.bed" 637329 1272 0.998008145931497 0.00199185406850287 638601 "Human"
"1043" "Arc_well_A20_GM12878_fixed_r50c63_yes_B2_Good_S3664.bed" 1274 699030 0.00181920994311042 0.99818079005689 700304 "Mouse"
"1044" "Arc_well_A20_GM12878_fixed_r50c66_yes_B2_Good_S3667.bed" 784431 1570 0.998002547070551 0.0019974529294492 786001 "Human"
"1045" "Arc_well_A20_GM12878_fixed_r50c69_yes_B2_Good_S3670.bed" 453465 755 0.998337809871868 0.00166219012813174 454220 "Human"
"1046" "Arc_well_A20_GM12878_fixed_r50c70_yes_B2_Good_S3671.bed" 332741 662 0.998014414987268 0.00198558501273234 333403 "Human"
"1047" "Arc_well_A20_GM12878_fixed_r50c7_yes_B1_Good_S3608.bed" 908 537628 0.0016860525573035 0.998313947442697 538536 "Mouse"
"1048" "Arc_well_A20_GM12878_fixed_r50c9_yes_B2_Good_S3610.bed" 1110 505128 0.00219264456638972 0.99780735543361 506238 "Mouse"
"1049" "Arc_well_A20_GM12878_fixed_r51c12_yes_B2_Good_S3685.bed" 811322 1342 0.998348641012768 0.00165135898723212 812664 "Human"
"1050" "Arc_well_A20_GM12878_fixed_r51c13_yes_B2_Good_S3686.bed" 933 624479 0.00149181659450091 0.998508183405499 625412 "Mouse"
"1051" "Arc_well_A20_GM12878_fixed_r51c16_yes_B2_Good_S3689.bed" 776787 1413 0.998184271395528 0.00181572860447186 778200 "Human"
"1052" "Arc_well_A20_GM12878_fixed_r51c17_yes_B2_Good_S3690.bed" 888 596977 0.00148528513962182 0.998514714860378 597865 "Mouse"
"1053" "Arc_well_A20_GM12878_fixed_r51c18_yes_B1_Good_S3691.bed" 340 231399 0.00146716780516012 0.99853283219484 231739 "Mouse"
"1054" "Arc_well_A20_GM12878_fixed_r51c24_yes_B1_Good_S3697.bed" 944 622532 0.00151409196183975 0.99848590803816 623476 "Mouse"
"1055" "Arc_well_A20_GM12878_fixed_r51c29_yes_B2_Good_S3702.bed" 1117 666287 0.00167364894426764 0.998326351055732 667404 "Mouse"
"1056" "Arc_well_A20_GM12878_fixed_r51c2_yes_B1_Good_S3675.bed" 1283 940091 0.00136290146105586 0.998637098538944 941374 "Mouse"
"1057" "Arc_well_A20_GM12878_fixed_r51c33_yes_B2_Good_S3706.bed" 653 434141 0.00150186065125094 0.998498139348749 434794 "Mouse"
"1058" "Arc_well_A20_GM12878_fixed_r51c34_yes_B2_Good_S3707.bed" 677279 1159 0.998291664087212 0.0017083359127879 678438 "Human"
"1059" "Arc_well_A20_GM12878_fixed_r51c40_yes_B1_Good_S3713.bed" 735283 1443 0.998041334227379 0.00195866577262103 736726 "Human"
"1060" "Arc_well_A20_GM12878_fixed_r51c45_yes_B2_Good_S3718.bed" 725851 1185 0.998370094465749 0.0016299055342514 727036 "Human"
"1061" "Arc_well_A20_GM12878_fixed_r51c46_yes_B2_Good_S3719.bed" 650787 1289 0.998023236555248 0.00197676344475184 652076 "Human"
"1062" "Arc_well_A20_GM12878_fixed_r51c47_yes_B2_Good_S3720.bed" 848 574305 0.00147439029266995 0.99852560970733 575153 "Mouse"
"1063" "Arc_well_A20_GM12878_fixed_r51c53_yes_B2_Good_S3726.bed" 891 567928 0.00156640337260183 0.998433596627398 568819 "Mouse"
"1064" "Arc_well_A20_GM12878_fixed_r51c56_yes_B1_Good_S3729.bed" 998 516260 0.00192940466846332 0.998070595331537 517258 "Mouse"
"1065" "Arc_well_A20_GM12878_fixed_r51c58_yes_B1_Good_S3731.bed" 607837 1058 0.998262426198277 0.00173757380172279 608895 "Human"
"1066" "Arc_well_A20_GM12878_fixed_r51c65_yes_B2_Good_S3738.bed" 1120 715433 0.00156303860286678 0.998436961397133 716553 "Mouse"
"1067" "Arc_well_A20_GM12878_fixed_r51c66_yes_B2_Good_S3739.bed" 666733 1521 0.997723919348032 0.00227608065196766 668254 "Human"
"1068" "Arc_well_A20_GM12878_fixed_r51c67_yes_B2_Good_S3740.bed" 914 571501 0.00159674362132369 0.998403256378676 572415 "Mouse"
"1069" "Arc_well_A20_GM12878_fixed_r51c70_yes_B2_Good_S3743.bed" 706 443887 0.00158796922128778 0.998412030778712 444593 "Mouse"
"1070" "Arc_well_A20_GM12878_fixed_r51c7_yes_B1_Good_S3680.bed" 807 614126 0.00131233809211735 0.998687661907883 614933 "Mouse"
"1071" "Arc_well_A20_GM12878_fixed_r52c12_yes_B2_Good_S3757.bed" 1142 843378 0.00135224743049306 0.998647752569507 844520 "Mouse"
"1072" "Arc_well_A20_GM12878_fixed_r52c14_yes_B2_Good_S3759.bed" 913825 1506 0.998354693548017 0.00164530645198294 915331 "Human"
"1073" "Arc_well_A20_GM12878_fixed_r52c23_yes_B1_Good_S3768.bed" 997508 1744 0.998254694511495 0.0017453054885054 999252 "Human"
"1074" "Arc_well_A20_GM12878_fixed_r52c24_yes_B1_Good_S3769.bed" 1128 608396 0.00185062442167987 0.99814937557832 609524 "Mouse"
"1075" "Arc_well_A20_GM12878_fixed_r52c25_yes_B1_Good_S3770.bed" 1626 1074174 0.00151143335192415 0.998488566648076 1075800 "Mouse"
"1076" "Arc_well_A20_GM12878_fixed_r52c26_yes_B1_Good_S3771.bed" 1192 818710 0.00145383228727336 0.998546167712727 819902 "Mouse"
"1077" "Arc_well_A20_GM12878_fixed_r52c27_yes_B2_Good_S3772.bed" 1553 1056221 0.00146817751239868 0.998531822487601 1057774 "Mouse"
"1078" "Arc_well_A20_GM12878_fixed_r52c28_yes_B2_Good_S3773.bed" 793775 1539 0.998064915241024 0.0019350847589757 795314 "Human"
"1079" "Arc_well_A20_GM12878_fixed_r52c29_yes_B2_Good_S3774.bed" 1585 1005268 0.00157421192567336 0.998425788074327 1006853 "Mouse"
"1080" "Arc_well_A20_GM12878_fixed_r52c35_yes_B2_Good_S3780.bed" 877 620614 0.00141112260676341 0.998588877393237 621491 "Mouse"
"1081" "Arc_well_A20_GM12878_fixed_r52c36_yes_B1_Good_S3781.bed" 637409 1181 0.998150613069419 0.00184938693058144 638590 "Human"
"1082" "Arc_well_A20_GM12878_fixed_r52c38_yes_B1_Good_S3783.bed" 1033 574778 0.00179399143121615 0.998206008568784 575811 "Mouse"
"1083" "Arc_well_A20_GM12878_fixed_r52c3_yes_B1_Good_S3748.bed" 157469 314 0.998009925023608 0.00199007497639163 157783 "Human"
"1084" "Arc_well_A20_GM12878_fixed_r52c41_yes_B1_Good_S3786.bed" 716947 1391 0.998063585665801 0.00193641433419922 718338 "Human"
"1085" "Arc_well_A20_GM12878_fixed_r52c43_yes_B1_Good_S3788.bed" 804818 1645 0.997960228801569 0.00203977119843068 806463 "Human"
"1086" "Arc_well_A20_GM12878_fixed_r52c46_yes_B2_Good_S3791.bed" 1527 959340 0.00158918976299529 0.998410810237005 960867 "Mouse"
"1087" "Arc_well_A20_GM12878_fixed_r52c48_yes_B2_Good_S3793.bed" 824 510952 0.00161007940974176 0.998389920590258 511776 "Mouse"
"1088" "Arc_well_A20_GM12878_fixed_r52c52_yes_B2_Good_S3797.bed" 1437 843017 0.00170169127033563 0.998298308729664 844454 "Mouse"
"1089" "Arc_well_A20_GM12878_fixed_r52c57_yes_B1_Good_S3802.bed" 1023 639239 0.00159778340741759 0.998402216592582 640262 "Mouse"
"1090" "Arc_well_A20_GM12878_fixed_r52c60_yes_B1_Good_S3805.bed" 1333 806496 0.0016501016923136 0.998349898307686 807829 "Mouse"
"1091" "Arc_well_A20_GM12878_fixed_r52c63_yes_B2_Good_S3808.bed" 918542 1686 0.998167845360063 0.00183215463993706 920228 "Human"
"1092" "Arc_well_A20_GM12878_fixed_r52c64_yes_B2_Good_S3809.bed" 1167 720322 0.00161748827771456 0.998382511722285 721489 "Mouse"
"1093" "Arc_well_A20_GM12878_fixed_r52c66_yes_B2_Good_S3811.bed" 728117 1411 0.998065872728668 0.0019341272713316 729528 "Human"
"1094" "Arc_well_A20_GM12878_fixed_r52c68_yes_B2_Good_S3813.bed" 1242 776393 0.0015971503340256 0.998402849665974 777635 "Mouse"
"1095" "Arc_well_A20_GM12878_fixed_r52c6_yes_B1_Good_S3751.bed" 435656 1186 0.997285059586761 0.00271494041323865 436842 "Human"
"1096" "Arc_well_A20_GM12878_fixed_r52c70_yes_B2_Good_S3815.bed" 239926 489 0.997966017095439 0.00203398290456086 240415 "Human"
"1097" "Arc_well_A20_GM12878_fixed_r52c9_yes_B2_Good_S3754.bed" 1336 922847 0.00144560114176521 0.998554398858235 924183 "Mouse"
"1098" "Arc_well_A20_GM12878_fixed_r53c16_yes_B2_Good_S3833.bed" 1112613 1893 0.998301489628589 0.00169851037141119 1114506 "Human"
"1099" "Arc_well_A20_GM12878_fixed_r53c17_yes_B2_Good_S3834.bed" 904 564764 0.00159811055247955 0.998401889447521 565668 "Mouse"
"1100" "Arc_well_A20_GM12878_fixed_r53c18_yes_B1_Good_S3835.bed" 306454 561 0.998172727716887 0.0018272722831132 307015 "Human"
"1101" "Arc_well_A20_GM12878_fixed_r53c19_yes_B1_Good_S3836.bed" 835678 1552 0.998146268050595 0.00185373194940458 837230 "Human"
"1102" "Arc_well_A20_GM12878_fixed_r53c20_yes_B1_Good_S3837.bed" 1393 849322 0.00163744614824001 0.99836255385176 850715 "Mouse"
"1103" "Arc_well_A20_GM12878_fixed_r53c22_yes_B1_Good_S3839.bed" 1754 968438 0.0018078895723733 0.998192110427627 970192 "Mouse"
"1104" "Arc_well_A20_GM12878_fixed_r53c25_yes_B1_Good_S3842.bed" 1548 845614 0.00182727742745779 0.998172722572542 847162 "Mouse"
"1105" "Arc_well_A20_GM12878_fixed_r53c27_yes_B2_Good_S3844.bed" 1109 828591 0.00133662769675786 0.998663372303242 829700 "Mouse"
"1106" "Arc_well_A20_GM12878_fixed_r53c28_yes_B2_Good_S3845.bed" 810343 1458 0.998203993343196 0.00179600665680382 811801 "Human"
"1107" "Arc_well_A20_GM12878_fixed_r53c29_yes_B2_Good_S3846.bed" 1183 755285 0.00156384671922672 0.998436153280773 756468 "Mouse"
"1108" "Arc_well_A20_GM12878_fixed_r53c2_yes_B1_Good_S3819.bed" 1354 1013751 0.00133385216307673 0.998666147836923 1015105 "Mouse"
"1109" "Arc_well_A20_GM12878_fixed_r53c33_yes_B2_Good_S3850.bed" 880 558782 0.00157237761363108 0.998427622386369 559662 "Mouse"
"1110" "Arc_well_A20_GM12878_fixed_r53c40_yes_B1_Good_S3857.bed" 708960 1401 0.998027763348495 0.00197223665150536 710361 "Human"
"1111" "Arc_well_A20_GM12878_fixed_r53c45_yes_B2_Good_S3862.bed" 802743 1594 0.9980182435969 0.0019817564030997 804337 "Human"
"1112" "Arc_well_A20_GM12878_fixed_r53c47_yes_B2_Good_S3864.bed" 533072 900 0.998314518364259 0.0016854816357412 533972 "Human"
"1113" "Arc_well_A20_GM12878_fixed_r53c4_yes_B1_Good_S3821.bed" 769212 1292 0.998323175479946 0.00167682452005441 770504 "Human"
"1114" "Arc_well_A20_GM12878_fixed_r53c55_yes_B1_Good_S3872.bed" 711727 1186 0.998336402899091 0.00166359710090853 712913 "Human"
"1115" "Arc_well_A20_GM12878_fixed_r53c56_yes_B1_Good_S3873.bed" 1168 774051 0.0015066710181252 0.998493328981875 775219 "Mouse"
"1116" "Arc_well_A20_GM12878_fixed_r53c58_yes_B1_Good_S3875.bed" 1473 893173 0.0016464612818925 0.998353538718108 894646 "Mouse"
"1117" "Arc_well_A20_GM12878_fixed_r53c5_yes_B1_Good_S3822.bed" 1226 795887 0.00153805043952363 0.998461949560476 797113 "Mouse"
"1118" "Arc_well_A20_GM12878_fixed_r53c60_yes_B1_Good_S3877.bed" 1146 707549 0.00161705670281292 0.998382943297187 708695 "Mouse"
"1119" "Arc_well_A20_GM12878_fixed_r53c62_yes_B1_Good_S3879.bed" 555895 263391 0.678511533213066 0.321488466786934 819286 "Collision"
"1120" "Arc_well_A20_GM12878_fixed_r53c63_yes_B2_Good_S3880.bed" 1088 641485 0.00169319283567781 0.998306807164322 642573 "Mouse"
"1121" "Arc_well_A20_GM12878_fixed_r53c66_yes_B2_Good_S3883.bed" 1168 660877 0.0017642305281363 0.998235769471864 662045 "Mouse"
"1122" "Arc_well_A20_GM12878_fixed_r53c6_yes_B1_Good_S3823.bed" 1587 951837 0.00166452701001863 0.998335472989981 953424 "Mouse"
"1123" "Arc_well_A20_GM12878_fixed_r53c70_yes_B2_Good_S3887.bed" 531 311808 0.00170007587909291 0.998299924120907 312339 "Mouse"
"1124" "Arc_well_A20_GM12878_fixed_r53c71_yes_B2_Good_S3888.bed" 1036 527400 0.00196050231248439 0.998039497687516 528436 "Mouse"
"1125" "Arc_well_A20_GM12878_fixed_r53c9_yes_B2_Good_S3826.bed" 1419 822794 0.00172164234245274 0.998278357657547 824213 "Mouse"
"1126" "Arc_well_A20_GM12878_fixed_r54c31_yes_C2_Good_S3920.bed" 1675 1320682 0.00126667760672799 0.998733322393272 1322357 "Mouse"
"1127" "Arc_well_A20_GM12878_fixed_r54c32_yes_C2_Good_S3921.bed" 1609 1089361 0.00147483432175037 0.99852516567825 1090970 "Mouse"
"1128" "Arc_well_A20_GM12878_fixed_r54c33_yes_C2_Good_S3922.bed" 1004906 1424 0.998584957220792 0.00141504277920762 1006330 "Human"
"1129" "Arc_well_A20_GM12878_fixed_r54c40_yes_C1_Good_S3929.bed" 1050548 1524 0.998551429940156 0.00144857005984381 1052072 "Human"
"1130" "Arc_well_A20_GM12878_fixed_r54c42_yes_C1_Good_S3931.bed" 1007891 1560 0.9984546055232 0.00154539447679977 1009451 "Human"
"1131" "Arc_well_A20_GM12878_fixed_r54c43_yes_C1_Good_S3932.bed" 903108 1479 0.998364999718103 0.0016350002818966 904587 "Human"
"1132" "Arc_well_A20_GM12878_fixed_r54c44_yes_C1_Good_S3933.bed" 1052122 1545 0.998533692333536 0.00146630766646388 1053667 "Human"
"1133" "Arc_well_A20_GM12878_fixed_r54c46_yes_C2_Good_S3935.bed" 1686 1192210 0.00141218330574857 0.998587816694251 1193896 "Mouse"
"1134" "Arc_well_A20_GM12878_fixed_r54c4_yes_C1_Good_S3893.bed" 485189 1001 0.997941134124519 0.00205886587548078 486190 "Human"
"1135" "Arc_well_A20_GM12878_fixed_r54c56_yes_C1_Good_S3945.bed" 1152 730933 0.00157358776644789 0.998426412233552 732085 "Mouse"
"1136" "Arc_well_A20_GM12878_fixed_r54c57_yes_C1_Good_S3946.bed" 1006 617885 0.00162548817158433 0.998374511828416 618891 "Mouse"
"1137" "Arc_well_A20_GM12878_fixed_r54c59_yes_C1_Good_S3948.bed" 609 452198 0.00134494387233413 0.998655056127666 452807 "Mouse"
"1138" "Arc_well_A20_GM12878_fixed_r54c61_yes_C1_Good_S3950.bed" 776 456299 0.00169775201006399 0.998302247989936 457075 "Mouse"
"1139" "Arc_well_A20_GM12878_fixed_r55c0_yes_C1_Good_S3961.bed" 1433 979119 0.00146142172980117 0.998538578270199 980552 "Mouse"
"1140" "Arc_well_A20_GM12878_fixed_r55c11_yes_C2_Good_S3972.bed" 1569 642785 0.00243499691163553 0.997565003088364 644354 "Mouse"
"1141" "Arc_well_A20_GM12878_fixed_r55c12_yes_C2_Good_S3973.bed" 3967 799717 0.00493601962960567 0.995063980370394 803684 "Mouse"
"1142" "Arc_well_A20_GM12878_fixed_r55c18_yes_C1_Good_S3979.bed" 265520 506 0.998097930277492 0.00190206972250833 266026 "Human"
