"cellname" "hg19" "mm10" "p_hg19" "p_mm10" "tt" "class"
"1207" "Arc_well_A20_GM12878_fixed_r58c23_yes_C1_Good_S4200.bed" 1270824 2078 0.998367509831865 0.00163249016813549 1272902 "Human"
"1208" "Arc_well_A20_GM12878_fixed_r58c25_yes_C1_Good_S4202.bed" 1736 1134258 0.00152817708544235 0.998471822914558 1135994 "Mouse"
"1209" "Arc_well_A20_GM12878_fixed_r58c26_yes_C1_Good_S4203.bed" 983491 1500 0.998477143445981 0.00152285655401928 984991 "Human"
"1210" "Arc_well_A20_GM12878_fixed_r58c29_yes_C2_Good_S4206.bed" 936496 1763 0.998120987914851 0.0018790120851492 938259 "Human"
"1211" "Arc_well_A20_GM12878_fixed_r58c3_yes_C1_Good_S4180.bed" 1114 755001 0.001473320857277 0.998526679142723 756115 "Mouse"
"1212" "Arc_well_A20_GM12878_fixed_r58c41_yes_C1_Good_S4218.bed" 1345 763113 0.00175941647546366 0.998240583524536 764458 "Mouse"
"1213" "Arc_well_A20_GM12878_fixed_r58c42_yes_C1_Good_S4219.bed" 1625 998894 0.00162415706248457 0.998375842937515 1000519 "Mouse"
"1214" "Arc_well_A20_GM12878_fixed_r58c44_yes_C1_Good_S4221.bed" 1387 808061 0.00171351340666726 0.998286486593333 809448 "Mouse"
"1215" "Arc_well_A20_GM12878_fixed_r58c51_yes_C2_Good_S4228.bed" 962 608434 0.00157861226525937 0.998421387734741 609396 "Mouse"
"1216" "Arc_well_A20_GM12878_fixed_r58c52_yes_C2_Good_S4229.bed" 1193 628770 0.00189376201459451 0.998106237985406 629963 "Mouse"
"1217" "Arc_well_A20_GM12878_fixed_r58c56_yes_C1_Good_S4233.bed" 551523 508023 0.520527659960021 0.479472340039979 1059546 "Collision"
"1218" "Arc_well_A20_GM12878_fixed_r58c57_yes_C1_Good_S4234.bed" 873 573128 0.00152090327368768 0.998479096726312 574001 "Mouse"
"1219" "Arc_well_A20_GM12878_fixed_r58c5_yes_C1_Good_S4182.bed" 1086 751609 0.00144281548303098 0.998557184516969 752695 "Mouse"
"1220" "Arc_well_A20_GM12878_fixed_r58c61_yes_C1_Good_S4238.bed" 712 460930 0.00154232067272908 0.998457679327271 461642 "Mouse"
"1221" "Arc_well_A20_GM12878_fixed_r58c67_yes_C2_Good_S4244.bed" 668987 1549 0.997689907775272 0.00231009222472768 670536 "Human"
"1222" "Arc_well_A20_GM12878_fixed_r58c69_yes_C2_Good_S4246.bed" 405778 730 0.998204217383176 0.00179578261682427 406508 "Human"
"1223" "Arc_well_A20_GM12878_fixed_r58c6_yes_C1_Good_S4183.bed" 850288 1359 0.998404268435162 0.00159573156483848 851647 "Human"
"1224" "Arc_well_A20_GM12878_fixed_r58c71_yes_C2_Good_S4248.bed" 926 549029 0.00168377412697403 0.998316225873026 549955 "Mouse"
"1225" "Arc_well_A20_GM12878_fixed_r59c11_yes_C2_Good_S4260.bed" 900 620394 0.00144858955663502 0.998551410443365 621294 "Mouse"
"1226" "Arc_well_A20_GM12878_fixed_r59c13_yes_C2_Good_S4262.bed" 1045 573115 0.00182005016023408 0.998179949839766 574160 "Mouse"
"1227" "Arc_well_A20_GM12878_fixed_r59c15_yes_C2_Good_S4264.bed" 1046 673430 0.00155083353595977 0.99844916646404 674476 "Mouse"
"1228" "Arc_well_A20_GM12878_fixed_r59c2_yes_C1_Good_S4251.bed" 1232 789137 0.00155876558923743 0.998441234410763 790369 "Mouse"
"1229" "Arc_well_A20_GM12878_fixed_r59c32_yes_C2_Good_S4281.bed" 910 562566 0.0016149756156429 0.998385024384357 563476 "Mouse"
"1230" "Arc_well_A20_GM12878_fixed_r59c33_yes_C2_Good_S4282.bed" 187018 345 0.998158654590287 0.0018413454097127 187363 "Human"
"1231" "Arc_well_A20_GM12878_fixed_r59c42_yes_C1_Good_S4291.bed" 976 708052 0.00137653237953931 0.998623467620461 709028 "Mouse"
"1232" "Arc_well_A20_GM12878_fixed_r59c48_yes_C2_Good_S4297.bed" 922 529130 0.00173945197829647 0.998260548021703 530052 "Mouse"
"1233" "Arc_well_A20_GM12878_fixed_r59c50_yes_C2_Good_S4299.bed" 996 582891 0.00170580951451223 0.998294190485488 583887 "Mouse"
"1234" "Arc_well_A20_GM12878_fixed_r59c54_yes_C1_Good_S4303.bed" 191582 344966 0.357064046459963 0.642935953540037 536548 "Collision"
"1235" "Arc_well_A20_GM12878_fixed_r59c67_yes_C2_Good_S4316.bed" 738 430152 0.00171273410847316 0.998287265891527 430890 "Mouse"
"1236" "Arc_well_A20_GM12878_fixed_r59c6_yes_C1_Good_S4255.bed" 961456 1529 0.998412228643229 0.00158777135677087 962985 "Human"
"1237" "Arc_well_A20_GM12878_fixed_r59c70_yes_C2_Good_S4319.bed" 578 314193 0.00183625556356844 0.998163744436432 314771 "Mouse"
"1238" "Arc_well_A20_GM12878_fixed_r5c18_yes_A1_Good_S379.bed" 155765 89793 0.634330789467254 0.365669210532746 245558 "Collision"
"1239" "Arc_well_A20_GM12878_fixed_r5c20_yes_A1_Good_S381.bed" 1361 915584 0.00148427659238013 0.99851572340762 916945 "Mouse"
"1240" "Arc_well_A20_GM12878_fixed_r5c25_yes_A1_Good_S386.bed" 1166 746503 0.00155951363504438 0.998440486364956 747669 "Mouse"
"1241" "Arc_well_A20_GM12878_fixed_r5c26_yes_A1_Good_S387.bed" 599983 1082 0.998199861911773 0.00180013808822673 601065 "Human"
"1242" "Arc_well_A20_GM12878_fixed_r5c2_yes_A1_Good_S363.bed" 1220 888288 0.00137154471910314 0.998628455280897 889508 "Mouse"
"1243" "Arc_well_A20_GM12878_fixed_r5c32_yes_A2_Good_S393.bed" 1639 1050230 0.00155817882264807 0.998441821177352 1051869 "Mouse"
"1244" "Arc_well_A20_GM12878_fixed_r5c44_yes_A1_Good_S405.bed" 1033 573349 0.0017984546869505 0.998201545313049 574382 "Mouse"
"1245" "Arc_well_A20_GM12878_fixed_r5c48_yes_A2_Good_S409.bed" 499610 78232 0.864613510267513 0.135386489732487 577842 "Collision"
"1246" "Arc_well_A20_GM12878_fixed_r5c50_yes_A2_Good_S411.bed" 957 616878 0.00154895724586661 0.998451042754133 617835 "Mouse"
"1247" "Arc_well_A20_GM12878_fixed_r5c51_yes_A2_Good_S412.bed" 805 580978 0.00138367741924394 0.998616322580756 581783 "Mouse"
"1248" "Arc_well_A20_GM12878_fixed_r5c53_yes_A2_Good_S414.bed" 693 454396 0.0015227790607991 0.998477220939201 455089 "Mouse"
"1249" "Arc_well_A20_GM12878_fixed_r5c56_yes_A1_Good_S417.bed" 1011 615223 0.0016406105472921 0.998359389452708 616234 "Mouse"
"1250" "Arc_well_A20_GM12878_fixed_r5c61_yes_A1_Good_S422.bed" 302276 666 0.997801559374402 0.0021984406255983 302942 "Human"
"1251" "Arc_well_A20_GM12878_fixed_r5c66_yes_A2_Good_S427.bed" 848 454410 0.00186268006273366 0.998137319937266 455258 "Mouse"
"1252" "Arc_well_A20_GM12878_fixed_r5c70_yes_A2_Good_S431.bed" 547 289335 0.00188697470005037 0.99811302529995 289882 "Mouse"
"1253" "Arc_well_A20_GM12878_fixed_r5c7_yes_A1_Good_S368.bed" 1014 632189 0.00160138217917477 0.998398617820825 633203 "Mouse"
"1254" "Arc_well_A20_GM12878_fixed_r5c9_yes_A2_Good_S370.bed" 910 523312 0.00173590578037549 0.998264094219624 524222 "Mouse"
"1255" "Arc_well_A20_GM12878_fixed_r60c11_yes_C2_Good_S4332.bed" 766263 1258 0.998360956898899 0.00163904310110082 767521 "Human"
"1256" "Arc_well_A20_GM12878_fixed_r60c14_yes_C2_Good_S4335.bed" 848487 1484 0.998254058079629 0.0017459419203714 849971 "Human"
"1257" "Arc_well_A20_GM12878_fixed_r60c23_yes_C1_Good_S4344.bed" 1171587 1917 0.998366430791885 0.00163356920811518 1173504 "Human"
"1258" "Arc_well_A20_GM12878_fixed_r60c24_yes_C1_Good_S4345.bed" 1277 787145 0.00161969097767439 0.998380309022326 788422 "Mouse"
"1259" "Arc_well_A20_GM12878_fixed_r60c28_yes_C2_Good_S4349.bed" 1665 804657 0.00206493187585109 0.997935068124149 806322 "Mouse"
"1260" "Arc_well_A20_GM12878_fixed_r60c29_yes_C2_Good_S4350.bed" 1288 770078 0.00166976506612944 0.998330234933871 771366 "Mouse"
"1261" "Arc_well_A20_GM12878_fixed_r60c40_yes_C1_Good_S4361.bed" 970843 1540 0.998416261905031 0.00158373809496875 972383 "Human"
"1262" "Arc_well_A20_GM12878_fixed_r60c46_yes_C2_Good_S4367.bed" 785732 1389 0.998235341199129 0.00176465880087051 787121 "Human"
"1263" "Arc_well_A20_GM12878_fixed_r60c48_yes_C2_Good_S4369.bed" 1448 778656 0.00185616276804118 0.998143837231959 780104 "Mouse"
"1264" "Arc_well_A20_GM12878_fixed_r60c52_yes_C2_Good_S4373.bed" 778156 1331 0.998292466712081 0.00170753328791885 779487 "Human"
"1265" "Arc_well_A20_GM12878_fixed_r60c53_yes_C2_Good_S4374.bed" 719844 1201 0.998334361933028 0.00166563806697224 721045 "Human"
"1266" "Arc_well_A20_GM12878_fixed_r60c55_yes_C1_Good_S4376.bed" 1152 783277 0.00146858415484384 0.998531415845156 784429 "Mouse"
"1267" "Arc_well_A20_GM12878_fixed_r60c56_yes_C1_Good_S4377.bed" 1265 752949 0.00167724279846304 0.998322757201537 754214 "Mouse"
"1268" "Arc_well_A20_GM12878_fixed_r60c57_yes_C1_Good_S4378.bed" 243045 2809 0.988574519836976 0.0114254801630236 245854 "Human"
"1269" "Arc_well_A20_GM12878_fixed_r60c5_yes_C1_Good_S4326.bed" 889686 1471 0.998349336873301 0.00165066312669934 891157 "Human"
"1270" "Arc_well_A20_GM12878_fixed_r60c61_yes_C1_Good_S4382.bed" 738 437997 0.0016821087900441 0.998317891209956 438735 "Mouse"
"1271" "Arc_well_A20_GM12878_fixed_r60c63_yes_C2_Good_S4384.bed" 1208 774858 0.00155656864235774 0.998443431357642 776066 "Mouse"
"1272" "Arc_well_A20_GM12878_fixed_r60c65_yes_C2_Good_S4386.bed" 1280 853038 0.00149827113557247 0.998501728864428 854318 "Mouse"
"1273" "Arc_well_A20_GM12878_fixed_r60c66_yes_C2_Good_S4387.bed" 1257 618494 0.00202823391975164 0.997971766080248 619751 "Mouse"
"1274" "Arc_well_A20_GM12878_fixed_r60c68_yes_C2_Good_S4389.bed" 1289 760950 0.00169107064844491 0.998308929351555 762239 "Mouse"
"1275" "Arc_well_A20_GM12878_fixed_r60c71_yes_C2_Good_S4392.bed" 975 581448 0.00167404103203342 0.998325958967967 582423 "Mouse"
"1276" "Arc_well_A20_GM12878_fixed_r61c11_yes_C2_Good_S4404.bed" 429393 629 0.998537284138951 0.00146271586104897 430022 "Human"
"1277" "Arc_well_A20_GM12878_fixed_r61c26_yes_C1_Good_S4419.bed" 1102 719930 0.00152836489920004 0.9984716351008 721032 "Mouse"
"1278" "Arc_well_A20_GM12878_fixed_r61c30_yes_C2_Good_S4423.bed" 1050 554070 0.00189148292261133 0.998108517077389 555120 "Mouse"
"1279" "Arc_well_A20_GM12878_fixed_r61c32_yes_C2_Good_S4425.bed" 759 446536 0.00169686672106775 0.998303133278932 447295 "Mouse"
"1280" "Arc_well_A20_GM12878_fixed_r61c33_yes_C2_Good_S4426.bed" 436307 620 0.998580998656526 0.00141900134347385 436927 "Human"
"1281" "Arc_well_A20_GM12878_fixed_r61c34_yes_C2_Good_S4427.bed" 520909 791 0.998483802951888 0.00151619704811194 521700 "Human"
"1282" "Arc_well_A20_GM12878_fixed_r61c36_yes_C1_Good_S4429.bed" 580 361726 0.00160085673436267 0.998399143265637 362306 "Mouse"
"1283" "Arc_well_A20_GM12878_fixed_r61c39_yes_C1_Good_S4432.bed" 1072 509520 0.00209952369014791 0.997900476309852 510592 "Mouse"
"1284" "Arc_well_A20_GM12878_fixed_r61c43_yes_C1_Good_S4436.bed" 287902 274578 0.511843976674726 0.488156023325274 562480 "Collision"
"1285" "Arc_well_A20_GM12878_fixed_r61c44_yes_C1_Good_S4437.bed" 277385 269961 0.506781816255166 0.493218183744834 547346 "Collision"
"1286" "Arc_well_A20_GM12878_fixed_r61c45_yes_C2_Good_S4438.bed" 404016 696 0.998280258554231 0.00171974144576884 404712 "Human"
"1287" "Arc_well_A20_GM12878_fixed_r61c48_yes_C2_Good_S4441.bed" 829 386405 0.00214082441107961 0.99785917558892 387234 "Mouse"
"1288" "Arc_well_A20_GM12878_fixed_r61c50_yes_C2_Good_S4443.bed" 357 137748 0.00258498968176388 0.997415010318236 138105 "Mouse"
"1289" "Arc_well_A20_GM12878_fixed_r61c52_yes_C2_Good_S4445.bed" 392444 729 0.998145854369451 0.0018541456305494 393173 "Human"
"1290" "Arc_well_A20_GM12878_fixed_r61c54_yes_C1_Good_S4447.bed" 570640 945 0.998346702590166 0.00165329740983406 571585 "Human"
"1291" "Arc_well_A20_GM12878_fixed_r61c59_yes_C1_Good_S4452.bed" 314139 478 0.998480692397423 0.0015193076025771 314617 "Human"
"1292" "Arc_well_A20_GM12878_fixed_r61c63_yes_C2_Good_S4456.bed" 489274 768 0.998432787393734 0.0015672126062664 490042 "Human"
"1293" "Arc_well_A20_GM12878_fixed_r61c64_yes_C2_Good_S4457.bed" 545 211086 0.00257523708719422 0.997424762912806 211631 "Mouse"
"1294" "Arc_well_A20_GM12878_fixed_r61c65_yes_C2_Good_S4458.bed" 704 432539 0.00162495412505222 0.998375045874948 433243 "Mouse"
"1295" "Arc_well_A20_GM12878_fixed_r61c70_yes_C2_Good_S4463.bed" 316344 541 0.998292756047146 0.00170724395285356 316885 "Human"
"1296" "Arc_well_A20_GM12878_fixed_r61c7_yes_C1_Good_S4400.bed" 413560 624 0.998493423212872 0.00150657678712843 414184 "Human"
"1297" "Arc_well_A20_GM12878_fixed_r62c0_yes_C1_Good_S4465.bed" 1211 736201 0.00164222985251121 0.998357770147489 737412 "Mouse"
"1298" "Arc_well_A20_GM12878_fixed_r62c12_yes_C2_Good_S4477.bed" 686508 1209 0.998242009431205 0.00175799056879501 687717 "Human"
"1299" "Arc_well_A20_GM12878_fixed_r62c13_yes_C2_Good_S4478.bed" 1351 756172 0.00178344419905402 0.998216555800946 757523 "Mouse"
"1300" "Arc_well_A20_GM12878_fixed_r62c15_yes_C2_Good_S4480.bed" 1732 803931 0.00214978222904614 0.997850217770954 805663 "Mouse"
"1301" "Arc_well_A20_GM12878_fixed_r62c18_yes_C1_Good_S4483.bed" 318763 502 0.998427638482139 0.00157236151786134 319265 "Human"
"1302" "Arc_well_A20_GM12878_fixed_r62c21_yes_C1_Good_S4486.bed" 1244 737042 0.0016849838680403 0.99831501613196 738286 "Mouse"
"1303" "Arc_well_A20_GM12878_fixed_r62c22_yes_C1_Good_S4487.bed" 728680 1428 0.99804412497877 0.00195587502122974 730108 "Human"
"1304" "Arc_well_A20_GM12878_fixed_r62c23_yes_C1_Good_S4488.bed" 1634 816392 0.00199749152227435 0.998002508477726 818026 "Mouse"
"1305" "Arc_well_A20_GM12878_fixed_r62c24_yes_C1_Good_S4489.bed" 1548 793754 0.00194643041259798 0.998053569587402 795302 "Mouse"
"1306" "Arc_well_A20_GM12878_fixed_r62c31_yes_C2_Good_S4496.bed" 585684 1045 0.998218939237706 0.00178106076229401 586729 "Human"
"1307" "Arc_well_A20_GM12878_fixed_r62c33_yes_C2_Good_S4498.bed" 427067 775 0.998188583636015 0.00181141636398484 427842 "Human"
"1308" "Arc_well_A20_GM12878_fixed_r62c34_yes_C2_Good_S4499.bed" 789724 1364 0.998275792326517 0.0017242076734826 791088 "Human"
"1309" "Arc_well_A20_GM12878_fixed_r62c39_yes_C1_Good_S4504.bed" 716085 1516 0.997887405396592 0.00211259460340774 717601 "Human"
"1310" "Arc_well_A20_GM12878_fixed_r62c40_yes_C1_Good_S4505.bed" 1394 665236 0.00209111501132562 0.997908884988674 666630 "Mouse"
"1311" "Arc_well_A20_GM12878_fixed_r62c42_yes_C1_Good_S4507.bed" 1433 791622 0.00180693646720593 0.998193063532794 793055 "Mouse"
"1312" "Arc_well_A20_GM12878_fixed_r62c43_yes_C1_Good_S4508.bed" 1266 494457 0.00255384559522152 0.997446154404778 495723 "Mouse"
"1313" "Arc_well_A20_GM12878_fixed_r62c45_yes_C2_Good_S4510.bed" 1603 814240 0.00196483882315593 0.998035161176844 815843 "Mouse"
"1314" "Arc_well_A20_GM12878_fixed_r62c46_yes_C2_Good_S4511.bed" 861437 1630 0.998111386485638 0.00188861351436215 863067 "Human"
"1315" "Arc_well_A20_GM12878_fixed_r62c47_yes_C2_Good_S4512.bed" 870 466635 0.00186094266371483 0.998139057336285 467505 "Mouse"
"1316" "Arc_well_A20_GM12878_fixed_r62c4_yes_C1_Good_S4469.bed" 658420 1113 0.99831244228871 0.00168755771128965 659533 "Human"
"1317" "Arc_well_A20_GM12878_fixed_r62c50_yes_C2_Good_S4515.bed" 4776 823984 0.0057628263912351 0.994237173608765 828760 "Mouse"
"1318" "Arc_well_A20_GM12878_fixed_r62c57_yes_C1_Good_S4522.bed" 1240 511081 0.00242035754927087 0.997579642450729 512321 "Mouse"
"1319" "Arc_well_A20_GM12878_fixed_r62c58_yes_C1_Good_S4523.bed" 210056 562285 0.271973131039269 0.728026868960731 772341 "Collision"
"1320" "Arc_well_A20_GM12878_fixed_r62c59_yes_C1_Good_S4524.bed" 350136 737 0.997899524899323 0.00210047510067745 350873 "Human"
"1321" "Arc_well_A20_GM12878_fixed_r62c5_yes_C1_Good_S4470.bed" 753722 1260 0.998331086039137 0.00166891396086264 754982 "Human"
"1322" "Arc_well_A20_GM12878_fixed_r62c61_yes_C1_Good_S4526.bed" 401123 835 0.997922668537509 0.00207733146249111 401958 "Human"
"1323" "Arc_well_A20_GM12878_fixed_r62c68_yes_C2_Good_S4533.bed" 886665 1466 0.998349342608241 0.00165065739175865 888131 "Human"
"1324" "Arc_well_A20_GM12878_fixed_r62c6_yes_C1_Good_S4471.bed" 1391 791966 0.00175330903994041 0.99824669096006 793357 "Mouse"
"1325" "Arc_well_A20_GM12878_fixed_r62c71_yes_C2_Good_S4536.bed" 1531 865161 0.00176648682576971 0.99823351317423 866692 "Mouse"
"1326" "Arc_well_A20_GM12878_fixed_r62c9_yes_C2_Good_S4474.bed" 754518 1444 0.998089851077171 0.00191014892282945 755962 "Human"
"1327" "Arc_well_A20_GM12878_fixed_r63c14_yes_D2_Good_S4551.bed" 1395 823792 0.00169052590503728 0.998309474094963 825187 "Mouse"
"1328" "Arc_well_A20_GM12878_fixed_r63c19_yes_D1_Good_S4556.bed" 700534 1207 0.998279992190851 0.00172000780914896 701741 "Human"
"1329" "Arc_well_A20_GM12878_fixed_r63c20_yes_D1_Good_S4557.bed" 940494 1506 0.99840127388535 0.00159872611464968 942000 "Human"
"1330" "Arc_well_A20_GM12878_fixed_r63c21_yes_D1_Good_S4558.bed" 886114 1272 0.998566576439114 0.00143342356088557 887386 "Human"
"1331" "Arc_well_A20_GM12878_fixed_r63c23_yes_D1_Good_S4560.bed" 1354 933757 0.00144795644581232 0.998552043554188 935111 "Mouse"
"1332" "Arc_well_A20_GM12878_fixed_r63c32_yes_D2_Good_S4569.bed" 1231 883301 0.00139169639990413 0.998608303600096 884532 "Mouse"
"1333" "Arc_well_A20_GM12878_fixed_r63c34_yes_D2_Good_S4571.bed" 683915 1115 0.998372334058362 0.00162766594163759 685030 "Human"
"1334" "Arc_well_A20_GM12878_fixed_r63c37_yes_D1_Good_S4574.bed" 846 690891 0.0012230081663985 0.998776991833601 691737 "Mouse"
"1335" "Arc_well_A20_GM12878_fixed_r63c38_yes_D1_Good_S4575.bed" 1331 800088 0.00166080414864135 0.998339195851359 801419 "Mouse"
"1336" "Arc_well_A20_GM12878_fixed_r63c39_yes_D1_Good_S4576.bed" 1383 923100 0.0014959712617755 0.998504028738225 924483 "Mouse"
"1337" "Arc_well_A20_GM12878_fixed_r63c41_yes_D1_Good_S4578.bed" 926090 1522 0.998359227780581 0.00164077221941933 927612 "Human"
"1338" "Arc_well_A20_GM12878_fixed_r63c43_yes_D1_Good_S4580.bed" 863535 1267 0.998534924757343 0.0014650752426567 864802 "Human"
"1339" "Arc_well_A20_GM12878_fixed_r63c44_yes_D1_Good_S4581.bed" 1273 861820 0.00147492796257182 0.998525072037428 863093 "Mouse"
"1340" "Arc_well_A20_GM12878_fixed_r63c46_yes_D2_Good_S4583.bed" 674968 1113 0.998353747553917 0.00164625244608264 676081 "Human"
"1341" "Arc_well_A20_GM12878_fixed_r63c47_yes_D2_Good_S4584.bed" 970 756270 0.00128096772489567 0.998719032275104 757240 "Mouse"
"1342" "Arc_well_A20_GM12878_fixed_r63c49_yes_D2_Good_S4586.bed" 166 116012 0.00142884194942244 0.998571158050578 116178 "Mouse"
"1343" "Arc_well_A20_GM12878_fixed_r63c4_yes_D1_Good_S4541.bed" 721524 1157 0.998399016993667 0.00160098300633336 722681 "Human"
"1344" "Arc_well_A20_GM12878_fixed_r63c51_yes_D2_Good_S4588.bed" 942 413293 0.00227407148116407 0.997725928518836 414235 "Mouse"
"1345" "Arc_well_A20_GM12878_fixed_r63c62_yes_D1_Good_S4599.bed" 507077 1192 0.997654785162975 0.00234521483702528 508269 "Human"
"1346" "Arc_well_A20_GM12878_fixed_r63c63_yes_D2_Good_S4600.bed" 1045 463722 0.00224843846486519 0.997751561535135 464767 "Mouse"
"1347" "Arc_well_A20_GM12878_fixed_r63c9_yes_D2_Good_S4546.bed" 1256 607084 0.0020646349081106 0.997935365091889 608340 "Mouse"
"1348" "Arc_well_A20_GM12878_fixed_r64c13_yes_D2_Good_S4622.bed" 1314 849747 0.00154395513365082 0.998456044866349 851061 "Mouse"
"1349" "Arc_well_A20_GM12878_fixed_r64c15_yes_D2_Good_S4624.bed" 768609 1476 0.998083328463741 0.00191667153625898 770085 "Human"
"1350" "Arc_well_A20_GM12878_fixed_r64c18_yes_D1_Good_S4627.bed" 419 262029 0.00159650673657258 0.998403493263427 262448 "Mouse"
"1351" "Arc_well_A20_GM12878_fixed_r64c19_yes_D1_Good_S4628.bed" 1290 950199 0.00135576974615576 0.998644230253844 951489 "Mouse"
"1352" "Arc_well_A20_GM12878_fixed_r64c20_yes_D1_Good_S4629.bed" 1945 1260487 0.00154067704240704 0.998459322957593 1262432 "Mouse"
"1353" "Arc_well_A20_GM12878_fixed_r64c22_yes_D1_Good_S4631.bed" 1282372 2231 0.998263276669913 0.00173672333008719 1284603 "Human"
"1354" "Arc_well_A20_GM12878_fixed_r64c24_yes_D1_Good_S4633.bed" 804953 1292 0.998397509441919 0.00160249055808098 806245 "Human"
"1355" "Arc_well_A20_GM12878_fixed_r64c29_yes_D2_Good_S4638.bed" 777063 1766 0.997732493268741 0.00226750673125936 778829 "Human"
"1356" "Arc_well_A20_GM12878_fixed_r64c32_yes_D2_Good_S4641.bed" 758463 1546 0.997965813562734 0.00203418643726587 760009 "Human"
"1357" "Arc_well_A20_GM12878_fixed_r64c33_yes_D2_Good_S4642.bed" 375144 764 0.99796758781404 0.00203241218596039 375908 "Human"
"1358" "Arc_well_A20_GM12878_fixed_r64c34_yes_D2_Good_S4643.bed" 1183 656939 0.00179753905810777 0.998202460941892 658122 "Mouse"
"1359" "Arc_well_A20_GM12878_fixed_r64c38_yes_D1_Good_S4647.bed" 1027474 2039 0.998019451915614 0.00198054808438553 1029513 "Human"
"1360" "Arc_well_A20_GM12878_fixed_r64c42_yes_D1_Good_S4651.bed" 1480 1088681 0.00135759763924778 0.998642402360752 1090161 "Mouse"
"1361" "Arc_well_A20_GM12878_fixed_r64c47_yes_D2_Good_S4656.bed" 425815 906 0.997876832872064 0.00212316712793605 426721 "Human"
"1362" "Arc_well_A20_GM12878_fixed_r64c4_yes_D1_Good_S4613.bed" 1448 893798 0.00161743252692556 0.998382567473074 895246 "Mouse"
"1363" "Arc_well_A20_GM12878_fixed_r64c50_yes_D2_Good_S4659.bed" 753035 1145 0.998481794796998 0.00151820520300194 754180 "Human"
"1364" "Arc_well_A20_GM12878_fixed_r64c52_yes_D2_Good_S4661.bed" 698232 1131 0.998382814075094 0.00161718592490595 699363 "Human"
"1365" "Arc_well_A20_GM12878_fixed_r64c54_yes_D1_Good_S4663.bed" 512828 1194 0.997677142223485 0.0023228577765154 514022 "Human"
"1366" "Arc_well_A20_GM12878_fixed_r64c59_yes_D1_Good_S4668.bed" 751 472828 0.00158579666750426 0.998414203332496 473579 "Mouse"
"1367" "Arc_well_A20_GM12878_fixed_r64c60_yes_D1_Good_S4669.bed" 872110 1455 0.998334411291661 0.00166558870833882 873565 "Human"
"1368" "Arc_well_A20_GM12878_fixed_r64c62_yes_D1_Good_S4671.bed" 887 184669 0.00478022807131001 0.99521977192869 185556 "Mouse"
"1369" "Arc_well_A20_GM12878_fixed_r64c64_yes_D2_Good_S4673.bed" 974 227382 0.00426527001699101 0.995734729983009 228356 "Mouse"
"1370" "Arc_well_A20_GM12878_fixed_r64c65_yes_D2_Good_S4674.bed" 1089 456263 0.00238109814759747 0.997618901852403 457352 "Mouse"
"1371" "Arc_well_A20_GM12878_fixed_r64c8_yes_D1_Good_S4617.bed" 1140 734089 0.00155053731558467 0.998449462684415 735229 "Mouse"
"1372" "Arc_well_A20_GM12878_fixed_r64c9_yes_D2_Good_S4618.bed" 1365 1049031 0.00129950989912376 0.998700490100876 1050396 "Mouse"
"1373" "Arc_well_A20_GM12878_fixed_r65c0_yes_D1_Good_S4681.bed" 1032081 139186 0.881166292570353 0.118833707429647 1171267 "Collision"
"1374" "Arc_well_A20_GM12878_fixed_r65c12_yes_D2_Good_S4693.bed" 1295 779996 0.00165751301371704 0.998342486986283 781291 "Mouse"
"1375" "Arc_well_A20_GM12878_fixed_r65c13_yes_D2_Good_S4694.bed" 1126 627394 0.00179151021447209 0.998208489785528 628520 "Mouse"
"1376" "Arc_well_A20_GM12878_fixed_r65c18_yes_D1_Good_S4699.bed" 277965 424 0.998476951316324 0.00152304868367644 278389 "Human"
"1377" "Arc_well_A20_GM12878_fixed_r65c19_yes_D1_Good_S4700.bed" 1274 952415 0.00133586525586433 0.998664134744136 953689 "Mouse"
"1378" "Arc_well_A20_GM12878_fixed_r65c20_yes_D1_Good_S4701.bed" 931211 1448 0.998447449710988 0.00155255028901238 932659 "Human"
"1379" "Arc_well_A20_GM12878_fixed_r65c21_yes_D1_Good_S4702.bed" 1045193 1390 0.998671868356356 0.00132813164364413 1046583 "Human"
"1380" "Arc_well_A20_GM12878_fixed_r65c22_yes_D1_Good_S4703.bed" 1114668 1662 0.998511192926823 0.00148880707317729 1116330 "Human"
"1381" "Arc_well_A20_GM12878_fixed_r65c23_yes_D1_Good_S4704.bed" 1507 918371 0.00163826072587887 0.998361739274121 919878 "Mouse"
"1382" "Arc_well_A20_GM12878_fixed_r65c25_yes_D1_Good_S4706.bed" 636 584537 0.00108685807444978 0.99891314192555 585173 "Mouse"
"1383" "Arc_well_A20_GM12878_fixed_r65c30_yes_D2_Good_S4711.bed" 1044 336301 0.0030947546280514 0.996905245371949 337345 "Mouse"
"1384" "Arc_well_A20_GM12878_fixed_r65c31_yes_D2_Good_S4712.bed" 598 285124 0.00209294349052576 0.997907056509474 285722 "Mouse"
"1385" "Arc_well_A20_GM12878_fixed_r65c35_yes_D2_Good_S4716.bed" 1269 681824 0.00185772654675132 0.998142273453249 683093 "Mouse"
"1386" "Arc_well_A20_GM12878_fixed_r65c37_yes_D1_Good_S4718.bed" 1209 716308 0.00168497749879097 0.998315022501209 717517 "Mouse"
"1387" "Arc_well_A20_GM12878_fixed_r65c44_yes_D1_Good_S4725.bed" 1315 453414 0.00289183227812609 0.997108167721874 454729 "Mouse"
