sample	reads_total	reads_assigned_bins	percentage_duplicates	median_bin_count	filter_corr_value	ReadsKept	MedianBinCount	dups_percentage	sample_name	over_disp
MDA231-9x-cell2646_S2646_R1_001	1474322	1237302	0.16	184	0.81	1237302	184	0.160765423021565	arc_well_mda231	0.0134409820104981
MDA231-9x-cell2648_S2648_R1_001	859757	735742	0.14	112	0.905	735742	112	0.144244245757813	arc_well_mda231	0.00357004471716721
MDA231-9x-cell2649_S2649_R1_001	1328153	1153197	0.13	170	0.92	1153197	170	0.131728799317548	arc_well_mda231	0.00711418442952628
MDA231-9x-cell2651_S2651_R1_001	943989	798081	0.15	112	0.854	798081	112	0.154565360401445	arc_well_mda231	0.0150239348302977
MDA231-9x-cell2653_S2653_R1_001	899079	752945	0.16	114	0.981	752945	114	0.162537441092496	arc_well_mda231	0.00256757204557292
MDA231-9x-cell2654_S2654_R1_001	748516	632979	0.15	94	0.979	632979	94	0.154354749931865	arc_well_mda231	0.00383469085988721
MDA231-9x-cell2659_S2659_R1_001	861372	724255	0.16	110	0.986	724255	110	0.159184417417794	arc_well_mda231	0.00288367988148952
MDA231-9x-cell2660_S2660_R1_001	1026431	888753	0.13	126	0.888	888753	126	0.134132737612173	arc_well_mda231	0.0147213239439089
MDA231-9x-cell2667_S2667_R1_001	1409798	1171249	0.17	164	0.91	1171249	164	0.169207929079201	arc_well_mda231	0.0139490406796818
MDA231-9x-cell2668_S2668_R1_001	1333095	1104421	0.17	154	0.89	1104421	154	0.171536162088973	arc_well_mda231	0.0132621788512057
MDA231-9x-cell2670_S2670_R1_001	1471982	1207830	0.18	180	0.916	1207830	180	0.17945328135806	arc_well_mda231	0.00796144521801889
MDA231-9x-cell268_S268_R1_001	860136	716500	0.17	108	0.989	716500	108	0.166992196582866	arc_well_mda231	0.00320992658603083
MDA231-9x-cell2688_S2688_R1_001	1039690	843145	0.19	118	0.815	843145	118	0.189041925958699	arc_well_mda231	0.00336522010084557
MDA231-9x-cell2692_S2692_R1_001	1627842	1327661	0.18	202	0.876	1327661	202	0.184404260364335	arc_well_mda231	0.00663220157780826
MDA231-9x-cell2699_S2699_R1_001	1295137	1079144	0.17	160	0.942	1079144	160	0.166772318295285	arc_well_mda231	0.00328328161729894
MDA231-9x-cell2704_S2704_R1_001	1020436	840971	0.18	126	0.836	840971	126	0.175870902241787	arc_well_mda231	0.0246176790054565
MDA231-9x-cell2706_S2706_R1_001	1297239	1075535	0.17	164	0.956	1075535	164	0.170904513354902	arc_well_mda231	0.00302209328137398
MDA231-9x-cell2717_S2717_R1_001	1216239	1004837	0.17	156	0.995	1004837	156	0.173816166066045	arc_well_mda231	0.0031188380193709
MDA231-9x-cell2719_S2719_R1_001	1308878	1088284	0.17	162	0.888	1088284	162	0.168536716179812	arc_well_mda231	0.00669188233893212
MDA231-9x-cell2724_S2724_R1_001	1291476	1077625	0.17	154	0.909	1077625	154	0.165586507221195	arc_well_mda231	0.0118390936769497
MDA231-9x-cell2740_S2740_R1_001	1194233	988843	0.17	140	0.891	988843	140	0.171984863925214	arc_well_mda231	0.0147007407575808
MDA231-9x-cell2747_S2747_R1_001	990151	813145	0.18	112	0.874	813145	112	0.178766672962003	arc_well_mda231	0.0138071594781486
MDA231-9x-cell275_S275_R1_001	1044069	886003	0.15	134	0.973	886003	134	0.151394208620311	arc_well_mda231	0.00279027521890137
MDA231-9x-cell2750_S2750_R1_001	1579082	1287012	0.18	194	0.974	1287012	194	0.18496189558237	arc_well_mda231	0.00364214215801681
MDA231-9x-cell2751_S2751_R1_001	1608753	1352642	0.16	210	0.994	1352642	210	0.159198459925172	arc_well_mda231	0.00303409661219421
MDA231-9x-cell2754_S2754_R1_001	1709690	1402152	0.18	208	0.968	1402152	208	0.179879393340313	arc_well_mda231	0.00449725976886568
MDA231-9x-cell2756_S2756_R1_001	1796947	1486633	0.17	222	0.95	1486633	222	0.17268956736064	arc_well_mda231	0.00896463166646774
MDA231-9x-cell2757_S2757_R1_001	1696376	1398519	0.18	206	0.961	1398519	206	0.175584304423076	arc_well_mda231	0.00299912289162104
MDA231-9x-cell2758_S2758_R1_001	1791792	1504400	0.16	234	0.941	1504400	234	0.160393617116272	arc_well_mda231	0.0036409975241524
MDA231-9x-cell2761_S2761_R1_001	1734436	1410430	0.19	212	0.912	1410430	212	0.186807700024677	arc_well_mda231	0.00951807801055191
MDA231-9x-cell2777_S2777_R1_001	1021075	844104	0.17	124	0.841	844104	124	0.17331831648018	arc_well_mda231	0.00879236452818784
MDA231-9x-cell2778_S2778_R1_001	1242099	1049931	0.15	162	0.966	1049931	162	0.154712305540863	arc_well_mda231	0.00472300289662207
MDA231-9x-cell2783_S2783_R1_001	1279472	1061188	0.17	156	0.851	1061188	156	0.170604749459152	arc_well_mda231	0.00373881876997002
MDA231-9x-cell2787_S2787_R1_001	973933	810633	0.17	124	0.954	810633	124	0.167670671391153	arc_well_mda231	0.00678992961163283
MDA231-9x-cell2792_S2792_R1_001	966894	809937	0.16	122	0.965	809937	122	0.162331134540084	arc_well_mda231	0.00396558478039571
MDA231-9x-cell2794_S2794_R1_001	985979	826763	0.16	118	0.827	826763	118	0.1614801126596	arc_well_mda231	0.0145010699984735
MDA231-9x-cell2803_S2803_R1_001	846817	700489	0.17	108	0.977	700489	108	0.172797664666628	arc_well_mda231	0.00469323536164778
MDA231-9x-cell2805_S2805_R1_001	1099689	918568	0.16	138	0.983	918568	138	0.164702020298466	arc_well_mda231	0.00424137394603195
MDA231-9x-cell2813_S2813_R1_001	356326	299120	0.16	44	0.975	299120	44	0.160543996228173	arc_well_mda231	0.00651938818228986
MDA231-9x-cell2818_S2818_R1_001	1589483	1334241	0.16	198	0.868	1334241	198	0.160581774073708	arc_well_mda231	0.00879639286088157
MDA231-9x-cell2828_S2828_R1_001	1146830	959482	0.16	148	0.99	959482	148	0.163361614188677	arc_well_mda231	0.00360678241509463
MDA231-9x-cell2837_S2837_R1_001	920797	781605	0.15	118	0.832	781605	118	0.151164697539197	arc_well_mda231	0.00730734896203788
MDA231-9x-cell2842_S2842_R1_001	667837	565990	0.15	86	0.904	565990	86	0.15250278136731	arc_well_mda231	0.00436402704926845
MDA231-9x-cell2847_S2847_R1_001	1210702	999829	0.17	154	0.907	999829	154	0.174174156811503	arc_well_mda231	0.00418819062622025
MDA231-9x-cell2848_S2848_R1_001	1351952	1127394	0.17	172	0.961	1127394	172	0.166099092275465	arc_well_mda231	0.00391039369232187
MDA231-9x-cell2850_S2850_R1_001	1455992	1234526	0.15	186	0.99	1234526	186	0.152106604981346	arc_well_mda231	0.00354517912376144
MDA231-9x-cell2860_S2860_R1_001	1143645	945341	0.17	148	0.994	945341	148	0.17339646481207	arc_well_mda231	0.00423325263045927
MDA231-9x-cell2862_S2862_R1_001	1171256	976891	0.17	136	0.901	976891	136	0.165945788111224	arc_well_mda231	0.0157551214974357
MDA231-9x-cell2874_S2874_R1_001	1008598	827341	0.18	128	0.975	827341	128	0.179711837620142	arc_well_mda231	0.00347169057556761
MDA231-9x-cell2879_S2879_R1_001	194167	165370	0.15	22	0.835	165370	22	0.148310475003476	arc_well_mda231	0.0202893422180909
MDA231-9x-cell2882_S2882_R1_001	684545	592934	0.13	86	0.962	592934	86	0.133827578902775	arc_well_mda231	0.0039014702278533
MDA231-9x-cell2886_S2886_R1_001	928071	786475	0.15	122	0.994	786475	122	0.152570223614357	arc_well_mda231	0.00319572680725677
MDA231-9x-cell2888_S2888_R1_001	829519	711662	0.14	108	0.93	711662	108	0.142078722729678	arc_well_mda231	0.00377610432067523
MDA231-9x-cell289_S289_R1_001	601469	495106	0.18	73	0.826	495106	73	0.176838706566756	arc_well_mda231	0.00759434991694128
MDA231-9x-cell2895_S2895_R1_001	1725034	1479413	0.14	218	0.911	1479413	218	0.142386179055022	arc_well_mda231	0.00639017330287826
MDA231-9x-cell2897_S2897_R1_001	992094	859129	0.13	128	0.938	859129	128	0.134024598475548	arc_well_mda231	0.00495240126267308
MDA231-9x-cell2915_S2915_R1_001	1578333	1354100	0.14	208	0.953	1354100	208	0.142069512580678	arc_well_mda231	0.00461376595301085
MDA231-9x-cell2921_S2921_R1_001	1340311	1166989	0.13	172	0.837	1166989	172	0.129314763513841	arc_well_mda231	0.00938304029707144
MDA231-9x-cell2923_S2923_R1_001	1211286	1046878	0.14	160	0.942	1046878	160	0.135730124842523	arc_well_mda231	0.00456142611140143
MDA231-9x-cell2928_S2928_R1_001	1030276	879964	0.15	134	0.872	879964	134	0.145894886418785	arc_well_mda231	0.0025730151425943
MDA231-9x-cell293_S293_R1_001	916525	752406	0.18	110	0.841	752406	110	0.179066583017375	arc_well_mda231	0.00313687969806416
MDA231-9x-cell2930_S2930_R1_001	393926	350690	0.11	50	0.894	350690	50	0.109756654803186	arc_well_mda231	0.0122789584637482
MDA231-9x-cell2933_S2933_R1_001	1011070	862168	0.15	130	0.989	862168	130	0.147271702256026	arc_well_mda231	0.00300796757607365
MDA231-9x-cell2935_S2935_R1_001	391499	343725	0.12	50	0.952	343725	50	0.12202840875711	arc_well_mda231	0.00719785871734448
MDA231-9x-cell2937_S2937_R1_001	733510	628914	0.14	96	0.954	628914	96	0.142596556284168	arc_well_mda231	0.00356042717483265
MDA231-9x-cell294_S294_R1_001	1475510	1212432	0.18	166	0.869	1212432	166	0.178296317883308	arc_well_mda231	0.0130299949038407
MDA231-9x-cell2947_S2947_R1_001	1119300	965367	0.14	144	0.978	965367	144	0.137526132404181	arc_well_mda231	0.00415151898511387
MDA231-9x-cell2951_S2951_R1_001	1160398	999573	0.14	154	0.898	999573	154	0.13859468906358	arc_well_mda231	0.00347925337085582
MDA231-9x-cell2956_S2956_R1_001	998292	820331	0.18	128	0.906	820331	128	0.17826547743546	arc_well_mda231	0.00319893185865412
MDA231-9x-cell2957_S2957_R1_001	1017551	838987	0.18	130	0.988	838987	130	0.175484078930688	arc_well_mda231	0.00333971687598936
MDA231-9x-cell2958_S2958_R1_001	1520987	1257796	0.17	190	0.987	1257796	190	0.173039611778404	arc_well_mda231	0.00337551290631655
MDA231-9x-cell2959_S2959_R1_001	1128079	914900	0.19	134	0.946	914900	134	0.188975240209241	arc_well_mda231	0.0113768730422738
MDA231-9x-cell2965_S2965_R1_001	1396915	1156488	0.17	172	0.921	1156488	172	0.172112834352842	arc_well_mda231	0.00684424155185911
MDA231-9x-cell2976_S2976_R1_001	1764211	1432425	0.19	224	0.979	1432425	224	0.188064806307182	arc_well_mda231	0.00301130060058567
MDA231-9x-cell2977_S2977_R1_001	1596274	1299817	0.19	188	0.888	1299817	188	0.185718116062781	arc_well_mda231	0.0129754004400047
MDA231-9x-cell2983_S2983_R1_001	447680	377852	0.16	52	0.931	377852	52	0.155977483917084	arc_well_mda231	0.00450336690923631
MDA231-9x-cell2987_S2987_R1_001	1147249	943946	0.18	140	0.979	943946	140	0.177209132455117	arc_well_mda231	0.00738350166515286
MDA231-9x-cell2988_S2988_R1_001	999960	829687	0.17	128	0.994	829687	128	0.170279811192448	arc_well_mda231	0.0035740953702993
MDA231-9x-cell3_S3_R1_001	1531159	1277111	0.17	198	0.955	1277111	198	0.165918758273961	arc_well_mda231	0.00315988347640262
MDA231-9x-cell300_S300_R1_001	1186185	976043	0.18	148	0.914	976043	148	0.177157863233813	arc_well_mda231	0.00424608913643362
MDA231-9x-cell3013_S3013_R1_001	1176927	982260	0.17	144	0.889	982260	144	0.165402781990727	arc_well_mda231	0.0114211552157848
MDA231-9x-cell3014_S3014_R1_001	939055	789707	0.16	120	0.975	789707	120	0.159040737762964	arc_well_mda231	0.00437085069828094
MDA231-9x-cell3019_S3019_R1_001	1141185	948830	0.17	142	0.974	948830	142	0.168557245319558	arc_well_mda231	0.00302128538527571
MDA231-9x-cell302_S302_R1_001	1111178	907833	0.18	138	0.939	907833	138	0.182999483431097	arc_well_mda231	0.00339097802079095
MDA231-9x-cell3020_S3020_R1_001	960082	775741	0.19	118	0.981	775741	118	0.192005474532384	arc_well_mda231	0.00359390395799939
MDA231-9x-cell3025_S3025_R1_001	1064125	881108	0.17	134	0.975	881108	134	0.17198825325972	arc_well_mda231	0.00370571678429258
MDA231-9x-cell3027_S3027_R1_001	1627128	1343831	0.17	202	0.969	1343831	202	0.174108613458806	arc_well_mda231	0.00384534812210388
MDA231-9x-cell3029_S3029_R1_001	1239649	1027470	0.17	144	0.869	1027470	144	0.171160546251399	arc_well_mda231	0.0150099689730378
MDA231-9x-cell3036_S3036_R1_001	1060669	873561	0.18	134	0.993	873561	134	0.176405645870672	arc_well_mda231	0.00338809412418114
MDA231-9x-cell3041_S3041_R1_001	1416602	1177316	0.17	180	0.906	1177316	180	0.168915475200515	arc_well_mda231	0.00352596060408391
MDA231-9x-cell3045_S3045_R1_001	1119833	929178	0.17	140	0.982	929178	140	0.170253064519442	arc_well_mda231	0.00416190403037609
MDA231-9x-cell3057_S3057_R1_001	1163558	970322	0.17	146	0.987	970322	146	0.166073371503612	arc_well_mda231	0.00327378602302145
MDA231-9x-cell3058_S3058_R1_001	310698	259274	0.17	36	0.943	259274	36	0.165511203805625	arc_well_mda231	0.00345280554388842
MDA231-9x-cell306_S306_R1_001	1303110	1076938	0.17	148	0.915	1076938	148	0.173563244852699	arc_well_mda231	0.0129303370242014
MDA231-9x-cell3064_S3064_R1_001	1679447	1384733	0.18	200	0.878	1384733	200	0.175482763076179	arc_well_mda231	0.0131921659019815
MDA231-9x-cell3066_S3066_R1_001	1425692	1178646	0.17	174	0.86	1178646	174	0.173281466123118	arc_well_mda231	0.0104162115740579
MDA231-9x-cell3074_S3074_R1_001	448719	391811	0.13	58	0.967	391811	58	0.126823245728396	arc_well_mda231	0.00350092205775331
MDA231-9x-cell3085_S3085_R1_001	885936	738007	0.17	112	0.883	738007	112	0.166974815336548	arc_well_mda231	0.0026543982181979
MDA231-9x-cell309_S309_R1_001	1003342	832723	0.17	124	0.988	832723	124	0.170050690592041	arc_well_mda231	0.00346186868964906
MDA231-9x-cell3092_S3092_R1_001	901066	731390	0.19	110	0.955	731390	110	0.188305851069733	arc_well_mda231	0.00259639290143468
MDA231-9x-cell3095_S3095_R1_001	1204801	999295	0.17	146	0.849	999295	146	0.17057256758585	arc_well_mda231	0.0117177507351394
MDA231-9x-cell31_S31_R1_001	945446	789013	0.17	122	0.953	789013	122	0.165459476268343	arc_well_mda231	0.00297991281443304
MDA231-9x-cell3101_S3101_R1_001	1329847	1131906	0.15	162	0.894	1131906	162	0.148844942312913	arc_well_mda231	0.013208224691073
MDA231-9x-cell3104_S3104_R1_001	1460326	1221167	0.16	182	0.933	1221167	182	0.163770966208915	arc_well_mda231	0.00649520291956414
MDA231-9x-cell3105_S3105_R1_001	1237155	1034815	0.16	142	0.918	1034815	142	0.163552667208232	arc_well_mda231	0.0153481122836919
MDA231-9x-cell3110_S3110_R1_001	1074085	886747	0.17	134	0.957	886747	134	0.174416363695611	arc_well_mda231	0.00303269321481343
MDA231-9x-cell3117_S3117_R1_001	1136788	945225	0.17	146	0.996	945225	146	0.168512510688009	arc_well_mda231	0.00285460327033728
MDA231-9x-cell3119_S3119_R1_001	940937	803701	0.15	124	0.993	803701	124	0.145850359800922	arc_well_mda231	0.00300208200523743
MDA231-9x-cell3123_S3123_R1_001	882426	748871	0.15	112	0.975	748871	112	0.151349801569763	arc_well_mda231	0.00634827865567622
MDA231-9x-cell3130_S3130_R1_001	970066	807877	0.17	124	0.989	807877	124	0.167193778567644	arc_well_mda231	0.00325383131337781
MDA231-9x-cell3141_S3141_R1_001	872455	746131	0.14	112	0.901	746131	112	0.144791421907147	arc_well_mda231	0.00319358542174093
MDA231-9x-cell315_S315_R1_001	1103717	922419	0.16	130	0.94	922419	130	0.164261309737913	arc_well_mda231	0.0136356561563633
MDA231-9x-cell3150_S3150_R1_001	1314060	1102067	0.16	168	0.9	1102067	168	0.161326727851087	arc_well_mda231	0.00738698372677626
MDA231-9x-cell3151_S3151_R1_001	1041010	877059	0.16	132	0.986	877059	132	0.157492243110057	arc_well_mda231	0.00436395371428693
MDA231-9x-cell3152_S3152_R1_001	1039840	879135	0.15	130	0.902	879135	130	0.154547815048469	arc_well_mda231	0.0101253273136801
MDA231-9x-cell3154_S3154_R1_001	654611	559164	0.15	86	0.994	559164	86	0.145807204584097	arc_well_mda231	0.00338773706039868
MDA231-9x-cell3155_S3155_R1_001	861313	750124	0.13	112	0.983	750124	112	0.12909244374577	arc_well_mda231	0.00465355311286983
MDA231-9x-cell3160_S3160_R1_001	721161	620402	0.14	96	0.957	620402	96	0.139717760666481	arc_well_mda231	0.00466906983986149
MDA231-9x-cell3177_S3177_R1_001	1269076	1054704	0.17	158	0.907	1054704	158	0.168919749487028	arc_well_mda231	0.0105788364384942
MDA231-9x-cell3178_S3178_R1_001	1187879	991537	0.17	148	0.893	991537	148	0.165287878647573	arc_well_mda231	0.00670814864402886
MDA231-9x-cell3187_S3187_R1_001	250738	215267	0.14	30	0.907	215267	30	0.141466391213139	arc_well_mda231	0.0152985441951161
MDA231-9x-cell3188_S3188_R1_001	1356188	1126485	0.17	174	0.946	1126485	174	0.169374010092996	arc_well_mda231	0.00271059760928344
MDA231-9x-cell3189_S3189_R1_001	1230528	1020437	0.17	144	0.896	1020437	144	0.170732401050606	arc_well_mda231	0.0138721611694156
MDA231-9x-cell3190_S3190_R1_001	1150874	970788	0.16	146	0.957	970788	146	0.15647759876407	arc_well_mda231	0.00890657468930761
MDA231-9x-cell3191_S3191_R1_001	1001212	834478	0.17	124	0.964	834478	124	0.166532163018422	arc_well_mda231	0.00637818271252993
MDA231-9x-cell3198_S3198_R1_001	1672939	1381809	0.17	216	0.993	1381809	216	0.174023081534951	arc_well_mda231	0.00295775723092144
MDA231-9x-cell32_S32_R1_001	669306	561882	0.16	84	0.954	561882	84	0.160500578210863	arc_well_mda231	0.0035711437044298
MDA231-9x-cell3200_S3200_R1_001	665045	560028	0.16	84	0.96	560028	84	0.157909615138825	arc_well_mda231	0.00419189345630656
MDA231-9x-cell3201_S3201_R1_001	946603	796517	0.16	120	0.939	796517	120	0.158552212490347	arc_well_mda231	0.00445491728187969
MDA231-9x-cell3206_S3206_R1_001	1295492	1080566	0.17	160	0.905	1080566	160	0.165902992839786	arc_well_mda231	0.00991899817419918
MDA231-9x-cell3209_S3209_R1_001	1691820	1399000	0.17	210	0.976	1399000	210	0.173079878474069	arc_well_mda231	0.00260133850438287
MDA231-9x-cell3215_S3215_R1_001	885704	743638	0.16	110	0.964	743638	110	0.160398959471787	arc_well_mda231	0.00257441664891964
MDA231-9x-cell3216_S3216_R1_001	1321773	1084779	0.18	166	0.978	1084779	166	0.179300076488172	arc_well_mda231	0.00369319060960432
MDA231-9x-cell3218_S3218_R1_001	129221	116629	0.1	16	0.917	116629	16	0.09744546165097	arc_well_mda231	0.0177519033131362
MDA231-9x-cell3227_S3227_R1_001	935236	787187	0.16	118	0.984	787187	118	0.158301220226766	arc_well_mda231	0.00336995076940303
MDA231-9x-cell3228_S3228_R1_001	906512	759420	0.16	116	0.916	759420	116	0.162261503432939	arc_well_mda231	0.0048473160781344
MDA231-9x-cell323_S323_R1_001	894441	739329	0.17	110	0.987	739329	110	0.173417810677283	arc_well_mda231	0.00404803733717531
MDA231-9x-cell3233_S3233_R1_001	836069	724481	0.13	110	0.973	724481	110	0.133467453045143	arc_well_mda231	0.00884180630130847
MDA231-9x-cell3235_S3235_R1_001	1127402	928327	0.18	142	0.994	928327	142	0.176578540751214	arc_well_mda231	0.0028475326647781
MDA231-9x-cell3244_S3244_R1_001	1224212	1024462	0.16	150	0.899	1024462	150	0.163166183634861	arc_well_mda231	0.00702802440524484
MDA231-9x-cell3246_S3246_R1_001	829606	689339	0.17	100	0.828	689339	100	0.169076646022329	arc_well_mda231	0.0264500602527987
MDA231-9x-cell3255_S3255_R1_001	1568034	1313955	0.16	196	0.811	1313955	196	0.162036665021294	arc_well_mda231	0.00554873194311266
MDA231-9x-cell3256_S3256_R1_001	1029370	840195	0.18	128	0.994	840195	128	0.183777456113934	arc_well_mda231	0.00252918337129444
MDA231-9x-cell3258_S3258_R1_001	1026467	855936	0.17	124	0.898	855936	124	0.166133933190254	arc_well_mda231	0.0126064374614716
MDA231-9x-cell3265_S3265_R1_001	1468576	1211151	0.18	178	0.867	1211151	178	0.17528885124093	arc_well_mda231	0.0116613249924525
MDA231-9x-cell3267_S3267_R1_001	1263023	1052102	0.17	164	0.948	1052102	164	0.166996958883567	arc_well_mda231	0.00339871840511647
MDA231-9x-cell3275_S3275_R1_001	1179222	979273	0.17	152	0.979	979273	152	0.16956009979461	arc_well_mda231	0.00353714419784747
MDA231-9x-cell3279_S3279_R1_001	1622727	1358105	0.16	204	0.892	1358105	204	0.163072408359508	arc_well_mda231	0.00953522525598196
MDA231-9x-cell3281_S3281_R1_001	1216764	1004447	0.17	150	0.974	1004447	150	0.174493163834564	arc_well_mda231	0.00314815558415665
MDA231-9x-cell329_S329_R1_001	880513	725529	0.18	108	0.961	725529	108	0.176015572739982	arc_well_mda231	0.00300609680569129
MDA231-9x-cell3298_S3298_R1_001	716158	612455	0.14	92	0.995	612455	92	0.144804638082658	arc_well_mda231	0.00381054055875436
MDA231-9x-cell3310_S3310_R1_001	758128	644796	0.15	96	0.923	644796	96	0.149489268302978	arc_well_mda231	0.00402148100151976
MDA231-9x-cell3311_S3311_R1_001	641374	542349	0.15	82	0.989	542349	82	0.154395095529286	arc_well_mda231	0.00413708867722163
MDA231-9x-cell3317_S3317_R1_001	1673296	1379777	0.18	200	0.879	1379777	200	0.175413674568038	arc_well_mda231	0.00803867561418595
MDA231-9x-cell3318_S3318_R1_001	890523	725700	0.19	108	0.923	725700	108	0.185085618226593	arc_well_mda231	0.00456183810072076
MDA231-9x-cell332_S332_R1_001	968390	806455	0.17	120	0.815	806455	120	0.167220851103378	arc_well_mda231	0.00279228516772504
MDA231-9x-cell3324_S3324_R1_001	1095658	888783	0.19	134	0.987	888783	134	0.188813480118796	arc_well_mda231	0.00702280466178961
MDA231-9x-cell333_S333_R1_001	955165	822675	0.14	116	0.879	822675	116	0.138709018860616	arc_well_mda231	0.0148455266570186
MDA231-9x-cell3335_S3335_R1_001	1309913	1076523	0.18	156	0.937	1076523	156	0.178172138149633	arc_well_mda231	0.0111664936091284
MDA231-9x-cell3342_S3342_R1_001	1095393	894893	0.18	136	0.977	894893	136	0.183039329263561	arc_well_mda231	0.00469682563561588
MDA231-9x-cell3349_S3349_R1_001	1313953	1069993	0.19	160	0.985	1069993	160	0.185668741575992	arc_well_mda231	0.00275956447350868
MDA231-9x-cell3350_S3350_R1_001	1661552	1367084	0.18	188	0.902	1367084	188	0.177224667058268	arc_well_mda231	0.0139802217720705
MDA231-9x-cell3354_S3354_R1_001	1326375	1081192	0.18	166	0.986	1081192	166	0.184851946093676	arc_well_mda231	0.00208178684237189
MDA231-9x-cell3358_S3358_R1_001	1712271	1408372	0.18	196	0.813	1408372	196	0.177483003566608	arc_well_mda231	0.0109619782252237
MDA231-9x-cell336_S336_R1_001	931809	771554	0.17	110	0.895	771554	110	0.171982670268263	arc_well_mda231	0.0115850321996912
MDA231-9x-cell3365_S3365_R1_001	1566949	1266984	0.19	174	0.805	1266984	174	0.191432522692187	arc_well_mda231	0.0120631073198795
MDA231-9x-cell3367_S3367_R1_001	801666	660590	0.18	102	0.931	660590	102	0.175978524722266	arc_well_mda231	0.00416905240869769
MDA231-9x-cell337_S337_R1_001	1144740	942460	0.18	134	0.887	942460	134	0.176703880357112	arc_well_mda231	0.0163345504653658
MDA231-9x-cell3379_S3379_R1_001	1130250	921645	0.18	140	0.982	921645	140	0.184565361645654	arc_well_mda231	0.00301532655373392
MDA231-9x-cell3381_S3381_R1_001	963217	790558	0.18	120	0.916	790558	120	0.179252442596009	arc_well_mda231	0.00227238316441609
MDA231-9x-cell3386_S3386_R1_001	832307	700182	0.16	104	0.967	700182	104	0.158745510971312	arc_well_mda231	0.00368792877273284
MDA231-9x-cell3387_S3387_R1_001	1087829	905929	0.17	140	0.995	905929	140	0.167213780842393	arc_well_mda231	0.0032001849205682
MDA231-9x-cell3391_S3391_R1_001	795834	656336	0.18	102	0.905	656336	102	0.175285298190326	arc_well_mda231	0.00311489440448323
MDA231-9x-cell3395_S3395_R1_001	1292985	1070114	0.17	164	0.985	1070114	164	0.172369362366926	arc_well_mda231	0.00315534460406819
MDA231-9x-cell3397_S3397_R1_001	808829	676973	0.16	96	0.874	676973	96	0.16302086102254	arc_well_mda231	0.0176050672780888
MDA231-9x-cell34_S34_R1_001	840256	716482	0.15	104	0.906	716482	104	0.147305107015005	arc_well_mda231	0.00961809492146149
MDA231-9x-cell3401_S3401_R1_001	1003952	839800	0.16	116	0.895	839800	116	0.16350582497968	arc_well_mda231	0.0149833364989978
MDA231-9x-cell3404_S3404_R1_001	996057	836141	0.16	126	0.91	836141	126	0.160549044883978	arc_well_mda231	0.0100785912727933
MDA231-9x-cell3406_S3406_R1_001	1112299	926592	0.17	140	0.987	926592	140	0.166957805410236	arc_well_mda231	0.00295252439308889
MDA231-9x-cell3419_S3419_R1_001	1026261	856511	0.17	128	0.979	856511	128	0.165406266047331	arc_well_mda231	0.0036006034454063
MDA231-9x-cell3422_S3422_R1_001	1166516	964966	0.17	148	0.902	964966	148	0.172779456089758	arc_well_mda231	0.00314637584501037
MDA231-9x-cell3427_S3427_R1_001	1297553	1091769	0.16	168	0.993	1091769	168	0.15859390714676	arc_well_mda231	0.00222480327725207
MDA231-9x-cell3428_S3428_R1_001	1223716	1015556	0.17	152	0.879	1015556	152	0.170104828244462	arc_well_mda231	0.00369045435167319
MDA231-9x-cell3429_S3429_R1_001	1906381	1632746	0.14	248	0.948	1632746	248	0.143536365500915	arc_well_mda231	0.00465090186897814
MDA231-9x-cell3436_S3436_R1_001	1484146	1209824	0.18	164	0.915	1209824	164	0.184834915163333	arc_well_mda231	0.0124846496441731
MDA231-9x-cell3441_S3441_R1_001	1002428	837572	0.16	114	0.866	837572	114	0.164456699134501	arc_well_mda231	0.0132379554515465
MDA231-9x-cell3442_S3442_R1_001	812259	696803	0.14	100	0.958	696803	100	0.142141853768318	arc_well_mda231	0.0107636923342398
MDA231-9x-cell3443_S3443_R1_001	1010813	858234	0.15	126	0.906	858234	126	0.150946812120541	arc_well_mda231	0.00712225268877507
MDA231-9x-cell3459_S3459_R1_001	989225	797990	0.19	118	0.962	797990	118	0.193318001465794	arc_well_mda231	0.00349809439848157
MDA231-9x-cell3467_S3467_R1_001	1163156	930361	0.2	138	0.99	930361	138	0.200140823758808	arc_well_mda231	0.00320408902678144
MDA231-9x-cell3472_S3472_R1_001	1058483	847893	0.2	124	0.918	847893	124	0.198954541546723	arc_well_mda231	0.00802005673141472
MDA231-9x-cell3478_S3478_R1_001	1519117	1259908	0.17	188	0.865	1259908	188	0.17063136019148	arc_well_mda231	0.0107677350265351
MDA231-9x-cell3485_S3485_R1_001	1794414	1485814	0.17	226	0.929	1485814	226	0.171978149969851	arc_well_mda231	0.00517406272310376
MDA231-9x-cell3494_S3494_R1_001	1425372	1178453	0.17	174	0.971	1178453	174	0.173231268749491	arc_well_mda231	0.00315422396590182
MDA231-9x-cell3504_S3504_R1_001	1093630	887269	0.19	132	0.984	887269	132	0.188693616671086	arc_well_mda231	0.0030584447219859
MDA231-9x-cell3505_S3505_R1_001	1483265	1212128	0.18	179	0.97	1212128	179	0.182797409768315	arc_well_mda231	0.0029251170144606
MDA231-9x-cell3508_S3508_R1_001	1605177	1298755	0.19	182	0.921	1298755	182	0.190896081865115	arc_well_mda231	0.0135584390176838
MDA231-9x-cell3509_S3509_R1_001	1098438	888354	0.19	132	0.967	888354	132	0.191257039541604	arc_well_mda231	0.00304270582764099
