"","cell","correlation","n_reads"
"1129","MDA231.9x.cell572_S572_R1_001",0.990605784967394,"750k"
"1130","MDA231.9x.cell593_S593_R1_001",0.986609309872279,"750k"
"1131","MDA231.9x.cell597_S597_R1_001",0.968219138247874,"750k"
"1132","MDA231.9x.cell600_S600_R1_001",0.981985348295887,"750k"
"1133","MDA231.9x.cell602_S602_R1_001",0.99673672073828,"750k"
"1134","MDA231.9x.cell605_S605_R1_001",0.977635709883102,"750k"
"1135","MDA231.9x.cell619_S619_R1_001",0.96539726786136,"750k"
"1136","MDA231.9x.cell621_S621_R1_001",0.923318698109541,"750k"
"1137","MDA231.9x.cell63_S63_R1_001",0.958659852968239,"750k"
"1138","MDA231.9x.cell646_S646_R1_001",0.990362975941272,"750k"
"1139","MDA231.9x.cell649_S649_R1_001",0.998849389821469,"750k"
"1140","MDA231.9x.cell650_S650_R1_001",0.955212252446945,"750k"
"1141","MDA231.9x.cell654_S654_R1_001",0.9871586889867,"750k"
"1142","MDA231.9x.cell659_S659_R1_001",0.984414898723835,"750k"
"1143","MDA231.9x.cell661_S661_R1_001",0.953800770718834,"750k"
"1144","MDA231.9x.cell685_S685_R1_001",0.974338463230407,"750k"
"1145","MDA231.9x.cell691_S691_R1_001",0.993605052282195,"750k"
"1146","MDA231.9x.cell710_S710_R1_001",0.960198310915249,"750k"
"1147","MDA231.9x.cell713_S713_R1_001",0.943981989317494,"750k"
"1148","MDA231.9x.cell72_S72_R1_001",0.941302380003924,"750k"
"1149","MDA231.9x.cell727_S727_R1_001",0.995624108095915,"750k"
"1150","MDA231.9x.cell736_S736_R1_001",0.937772595654913,"750k"
"1151","MDA231.9x.cell744_S744_R1_001",0.96858624127844,"750k"
"1152","MDA231.9x.cell75_S75_R1_001",0.997264286872906,"750k"
"1153","MDA231.9x.cell754_S754_R1_001",0.934822607474984,"750k"
"1154","MDA231.9x.cell758_S758_R1_001",0.997467997872299,"750k"
"1155","MDA231.9x.cell760_S760_R1_001",0.997649549639828,"750k"
"1156","MDA231.9x.cell764_S764_R1_001",0.954810279018427,"750k"
"1157","MDA231.9x.cell774_S774_R1_001",0.99065840218533,"750k"
"1158","MDA231.9x.cell777_S777_R1_001",0.983553526821701,"750k"
"1159","MDA231.9x.cell78_S78_R1_001",0.939368155883558,"750k"
"1160","MDA231.9x.cell781_S781_R1_001",0.963336296588176,"750k"
"1161","MDA231.9x.cell788_S788_R1_001",0.927052161120168,"750k"
"1162","MDA231.9x.cell79_S79_R1_001",0.995639075282167,"750k"
"1163","MDA231.9x.cell801_S801_R1_001",0.938802198863135,"750k"
"1164","MDA231.9x.cell808_S808_R1_001",0.981697060874799,"750k"
"1165","MDA231.9x.cell81_S81_R1_001",0.962929748516743,"750k"
"1166","MDA231.9x.cell810_S810_R1_001",0.988338527111656,"750k"
"1167","MDA231.9x.cell814_S814_R1_001",0.97184978282739,"750k"
"1168","MDA231.9x.cell817_S817_R1_001",0.927555265803612,"750k"
"1169","MDA231.9x.cell826_S826_R1_001",0.93913018191856,"750k"
"1170","MDA231.9x.cell83_S83_R1_001",0.9439073239857,"750k"
"1171","MDA231.9x.cell831_S831_R1_001",0.987974276519756,"750k"
"1172","MDA231.9x.cell844_S844_R1_001",0.947633953837892,"750k"
"1173","MDA231.9x.cell847_S847_R1_001",0.976385822771871,"750k"
"1174","MDA231.9x.cell85_S85_R1_001",0.962927473793393,"750k"
"1175","MDA231.9x.cell853_S853_R1_001",0.98189185727906,"750k"
"1176","MDA231.9x.cell859_S859_R1_001",0.976338888428379,"750k"
"1177","MDA231.9x.cell86_S86_R1_001",0.918211133583054,"750k"
"1178","MDA231.9x.cell864_S864_R1_001",0.961260787274971,"750k"
"1179","MDA231.9x.cell866_S866_R1_001",0.943436636045452,"750k"
"1180","MDA231.9x.cell875_S875_R1_001",0.98874027473252,"750k"
"1181","MDA231.9x.cell881_S881_R1_001",0.935718675327743,"750k"
"1182","MDA231.9x.cell882_S882_R1_001",0.970412441179171,"750k"
"1183","MDA231.9x.cell886_S886_R1_001",0.963414027670619,"750k"
"1184","MDA231.9x.cell90_S90_R1_001",0.991939815099802,"750k"
"1185","MDA231.9x.cell901_S901_R1_001",0.973144817699886,"750k"
"1186","MDA231.9x.cell904_S904_R1_001",0.950242930061831,"750k"
"1187","MDA231.9x.cell908_S908_R1_001",0.99127986427774,"750k"
"1188","MDA231.9x.cell910_S910_R1_001",0.992084025541932,"750k"
"1189","MDA231.9x.cell919_S919_R1_001",0.957862294952436,"750k"
"1190","MDA231.9x.cell92_S92_R1_001",0.944279868954219,"750k"
"1191","MDA231.9x.cell935_S935_R1_001",0.958959130317352,"750k"
"1192","MDA231.9x.cell937_S937_R1_001",0.952213151017596,"750k"
"1193","MDA231.9x.cell966_S966_R1_001",0.970614206631626,"750k"
"1194","MDA231.9x.cell970_S970_R1_001",0.93850532858468,"750k"
"1195","MDA231.9x.cell972_S972_R1_001",0.959772094626867,"750k"
"1196","MDA231.9x.cell980_S980_R1_001",0.977861098921781,"750k"
"1197","MDA231.9x.cell988_S988_R1_001",0.961677619514313,"750k"
"1198","MDA231.9x.cell993_S993_R1_001",0.947541967770354,"750k"
"1199","MDA231.9x.cell1006_S1006_R1_001",0.927286919892324,"500k"
"1200","MDA231.9x.cell1008_S1008_R1_001",0.934871430394231,"500k"
"1201","MDA231.9x.cell1016_S1016_R1_001",0.935144567531217,"500k"
"1202","MDA231.9x.cell1038_S1038_R1_001",0.928209792874904,"500k"
"1203","MDA231.9x.cell1050_S1050_R1_001",0.934667453663674,"500k"
"1204","MDA231.9x.cell1051_S1051_R1_001",0.970007428384617,"500k"
"1205","MDA231.9x.cell1059_S1059_R1_001",0.960578557209444,"500k"
"1206","MDA231.9x.cell1080_S1080_R1_001",0.939340171453176,"500k"
"1207","MDA231.9x.cell1081_S1081_R1_001",0.91636791800312,"500k"
"1208","MDA231.9x.cell1091_S1091_R1_001",0.942004206475643,"500k"
"1209","MDA231.9x.cell1092_S1092_R1_001",0.932828158857543,"500k"
"1210","MDA231.9x.cell1098_S1098_R1_001",0.952829799492491,"500k"
"1211","MDA231.9x.cell1105_S1105_R1_001",0.914582918148318,"500k"
"1212","MDA231.9x.cell1109_S1109_R1_001",0.958747866101678,"500k"
"1213","MDA231.9x.cell1116_S1116_R1_001",0.92534476090202,"500k"
"1214","MDA231.9x.cell1120_S1120_R1_001",0.970017572611725,"500k"
"1215","MDA231.9x.cell1121_S1121_R1_001",0.997452475599578,"500k"
"1216","MDA231.9x.cell1134_S1134_R1_001",0.950779985525483,"500k"
"1217","MDA231.9x.cell114_S114_R1_001",0.985218389905612,"500k"
"1218","MDA231.9x.cell1184_S1184_R1_001",0.929322906796872,"500k"
"1219","MDA231.9x.cell1189_S1189_R1_001",0.93758819639839,"500k"
"1220","MDA231.9x.cell119_S119_R1_001",0.971671912385604,"500k"
"1221","MDA231.9x.cell1204_S1204_R1_001",0.922293061172538,"500k"
"1222","MDA231.9x.cell1209_S1209_R1_001",0.917217455051095,"500k"
"1223","MDA231.9x.cell121_S121_R1_001",0.964590013646918,"500k"
"1224","MDA231.9x.cell1210_S1210_R1_001",0.960866319349049,"500k"
"1225","MDA231.9x.cell1230_S1230_R1_001",0.936225551990453,"500k"
"1226","MDA231.9x.cell1235_S1235_R1_001",0.93466999530625,"500k"
"1227","MDA231.9x.cell1238_S1238_R1_001",0.926449179049817,"500k"
"1228","MDA231.9x.cell1253_S1253_R1_001",0.967838250243132,"500k"
"1229","MDA231.9x.cell1270_S1270_R1_001",0.974633167119279,"500k"
"1230","MDA231.9x.cell1281_S1281_R1_001",0.916233765823463,"500k"
"1231","MDA231.9x.cell1296_S1296_R1_001",0.937473319136215,"500k"
"1232","MDA231.9x.cell1299_S1299_R1_001",0.960868195245619,"500k"
"1233","MDA231.9x.cell130_S130_R1_001",0.939637083829945,"500k"
"1234","MDA231.9x.cell1307_S1307_R1_001",0.996547449109272,"500k"
"1235","MDA231.9x.cell1316_S1316_R1_001",0.923997865786765,"500k"
"1236","MDA231.9x.cell1342_S1342_R1_001",0.971522895581759,"500k"
"1237","MDA231.9x.cell1345_S1345_R1_001",0.984778917029862,"500k"
"1238","MDA231.9x.cell135_S135_R1_001",0.952256366207426,"500k"
"1239","MDA231.9x.cell1353_S1353_R1_001",0.930504381728667,"500k"
"1240","MDA231.9x.cell1374_S1374_R1_001",0.995806034857632,"500k"
"1241","MDA231.9x.cell1375_S1375_R1_001",0.950181103678517,"500k"
"1242","MDA231.9x.cell1399_S1399_R1_001",0.947434749388657,"500k"
"1243","MDA231.9x.cell1411_S1411_R1_001",0.992846808319395,"500k"
"1244","MDA231.9x.cell1412_S1412_R1_001",0.996232065767016,"500k"
"1245","MDA231.9x.cell1421_S1421_R1_001",0.984914659617962,"500k"
"1246","MDA231.9x.cell1433_S1433_R1_001",0.958331449120935,"500k"
"1247","MDA231.9x.cell1446_S1446_R1_001",0.985494045483798,"500k"
"1248","MDA231.9x.cell1455_S1455_R1_001",0.951110844531938,"500k"
"1249","MDA231.9x.cell1473_S1473_R1_001",0.910247061650641,"500k"
"1250","MDA231.9x.cell1487_S1487_R1_001",0.969510482611808,"500k"
"1251","MDA231.9x.cell1497_S1497_R1_001",0.928163084071858,"500k"
"1252","MDA231.9x.cell1503_S1503_R1_001",0.979964787131073,"500k"
"1253","MDA231.9x.cell1505_S1505_R1_001",0.935564443087636,"500k"
"1254","MDA231.9x.cell1514_S1514_R1_001",0.917674873467776,"500k"
"1255","MDA231.9x.cell1518_S1518_R1_001",0.961320353795435,"500k"
"1256","MDA231.9x.cell1520_S1520_R1_001",0.929136067459099,"500k"
"1257","MDA231.9x.cell1525_S1525_R1_001",0.929097007122935,"500k"
"1258","MDA231.9x.cell1539_S1539_R1_001",0.931865220835762,"500k"
"1259","MDA231.9x.cell1542_S1542_R1_001",0.995851185123229,"500k"
"1260","MDA231.9x.cell1556_S1556_R1_001",0.932784342288571,"500k"
"1261","MDA231.9x.cell1566_S1566_R1_001",0.96398833044018,"500k"
"1262","MDA231.9x.cell1576_S1576_R1_001",0.954345785067455,"500k"
"1263","MDA231.9x.cell1585_S1585_R1_001",0.953671094432937,"500k"
"1264","MDA231.9x.cell1594_S1594_R1_001",0.942520443292054,"500k"
"1265","MDA231.9x.cell16_S16_R1_001",0.933267036126942,"500k"
"1266","MDA231.9x.cell1609_S1609_R1_001",0.944717947752068,"500k"
"1267","MDA231.9x.cell1623_S1623_R1_001",0.991337897245206,"500k"
"1268","MDA231.9x.cell1626_S1626_R1_001",0.88364049484653,"500k"
"1269","MDA231.9x.cell1632_S1632_R1_001",0.959873250486127,"500k"
"1270","MDA231.9x.cell1636_S1636_R1_001",0.981598141251391,"500k"
"1271","MDA231.9x.cell1637_S1637_R1_001",0.9924806210169,"500k"
"1272","MDA231.9x.cell1657_S1657_R1_001",0.949451974638207,"500k"
"1273","MDA231.9x.cell1659_S1659_R1_001",0.890698272855522,"500k"
"1274","MDA231.9x.cell1662_S1662_R1_001",0.957680572924712,"500k"
"1275","MDA231.9x.cell1663_S1663_R1_001",0.959432699351775,"500k"
"1276","MDA231.9x.cell1674_S1674_R1_001",0.915975044175534,"500k"
"1277","MDA231.9x.cell1678_S1678_R1_001",0.989942436555293,"500k"
"1278","MDA231.9x.cell1680_S1680_R1_001",0.900992927288993,"500k"
"1279","MDA231.9x.cell1684_S1684_R1_001",0.952913705495145,"500k"
"1280","MDA231.9x.cell1696_S1696_R1_001",0.935006835702994,"500k"
"1281","MDA231.9x.cell1703_S1703_R1_001",0.986412968297236,"500k"
"1282","MDA231.9x.cell172_S172_R1_001",0.987482955645909,"500k"
"1283","MDA231.9x.cell1724_S1724_R1_001",0.95136620411108,"500k"
"1284","MDA231.9x.cell1727_S1727_R1_001",0.925513237436541,"500k"
"1285","MDA231.9x.cell1739_S1739_R1_001",0.936479833506025,"500k"
"1286","MDA231.9x.cell1748_S1748_R1_001",0.938140551874033,"500k"
"1287","MDA231.9x.cell1749_S1749_R1_001",0.96254570855996,"500k"
"1288","MDA231.9x.cell1779_S1779_R1_001",0.910566503914251,"500k"
"1289","MDA231.9x.cell1783_S1783_R1_001",0.995337287334009,"500k"
"1290","MDA231.9x.cell18_S18_R1_001",0.940455737658161,"500k"
"1291","MDA231.9x.cell1822_S1822_R1_001",0.934085762103595,"500k"
"1292","MDA231.9x.cell1825_S1825_R1_001",0.985522826270769,"500k"
"1293","MDA231.9x.cell1833_S1833_R1_001",0.962955288897473,"500k"
"1294","MDA231.9x.cell1854_S1854_R1_001",0.955006936106112,"500k"
"1295","MDA231.9x.cell1861_S1861_R1_001",0.962086615397503,"500k"
"1296","MDA231.9x.cell1879_S1879_R1_001",0.961031553751158,"500k"
"1297","MDA231.9x.cell1888_S1888_R1_001",0.947320659174979,"500k"
"1298","MDA231.9x.cell1890_S1890_R1_001",0.973130674312989,"500k"
"1299","MDA231.9x.cell1899_S1899_R1_001",0.992917985099509,"500k"
"1300","MDA231.9x.cell19_S19_R1_001",0.929865715137088,"500k"
"1301","MDA231.9x.cell1910_S1910_R1_001",0.935644895935801,"500k"
"1302","MDA231.9x.cell1912_S1912_R1_001",0.938781878769201,"500k"
"1303","MDA231.9x.cell1914_S1914_R1_001",0.994163799004493,"500k"
"1304","MDA231.9x.cell1917_S1917_R1_001",0.99354951435755,"500k"
"1305","MDA231.9x.cell1919_S1919_R1_001",0.907795711566153,"500k"
"1306","MDA231.9x.cell1958_S1958_R1_001",0.914933497309894,"500k"
"1307","MDA231.9x.cell1959_S1959_R1_001",0.989923511378225,"500k"
"1308","MDA231.9x.cell1966_S1966_R1_001",0.93476554932188,"500k"
"1309","MDA231.9x.cell1990_S1990_R1_001",0.900332929336939,"500k"
"1310","MDA231.9x.cell1991_S1991_R1_001",0.990201706111613,"500k"
"1311","MDA231.9x.cell2012_S2012_R1_001",0.993948740909895,"500k"
"1312","MDA231.9x.cell203_S203_R1_001",0.988993973551186,"500k"
"1313","MDA231.9x.cell2031_S2031_R1_001",0.914454666916975,"500k"
"1314","MDA231.9x.cell2037_S2037_R1_001",0.96763763074469,"500k"
"1315","MDA231.9x.cell2039_S2039_R1_001",0.964972112322449,"500k"
"1316","MDA231.9x.cell2040_S2040_R1_001",0.935869428900622,"500k"
"1317","MDA231.9x.cell2046_S2046_R1_001",0.91988878831592,"500k"
"1318","MDA231.9x.cell2060_S2060_R1_001",0.985419146406738,"500k"
"1319","MDA231.9x.cell2063_S2063_R1_001",0.955516381694856,"500k"
"1320","MDA231.9x.cell2085_S2085_R1_001",0.966354640827376,"500k"
"1321","MDA231.9x.cell2109_S2109_R1_001",0.919144388812594,"500k"
"1322","MDA231.9x.cell2123_S2123_R1_001",0.986344800901563,"500k"
"1323","MDA231.9x.cell2142_S2142_R1_001",0.987950839227466,"500k"
"1324","MDA231.9x.cell2144_S2144_R1_001",0.931110587203363,"500k"
"1325","MDA231.9x.cell2148_S2148_R1_001",0.992440695808612,"500k"
"1326","MDA231.9x.cell2153_S2153_R1_001",0.943124738460593,"500k"
"1327","MDA231.9x.cell2159_S2159_R1_001",0.95890575003824,"500k"
"1328","MDA231.9x.cell2160_S2160_R1_001",0.954716514877294,"500k"
"1329","MDA231.9x.cell2165_S2165_R1_001",0.884789704856263,"500k"
"1330","MDA231.9x.cell2167_S2167_R1_001",0.918038982123337,"500k"
"1331","MDA231.9x.cell2171_S2171_R1_001",0.943945730127285,"500k"
"1332","MDA231.9x.cell2173_S2173_R1_001",0.925353880270133,"500k"
"1333","MDA231.9x.cell2182_S2182_R1_001",0.94196421724983,"500k"
"1334","MDA231.9x.cell22_S22_R1_001",0.971432358688499,"500k"
"1335","MDA231.9x.cell220_S220_R1_001",0.929155495147739,"500k"
"1336","MDA231.9x.cell2200_S2200_R1_001",0.966809613473763,"500k"
"1337","MDA231.9x.cell221_S221_R1_001",0.882294108335167,"500k"
"1338","MDA231.9x.cell2221_S2221_R1_001",0.915158359148214,"500k"
"1339","MDA231.9x.cell2279_S2279_R1_001",0.900390647082847,"500k"
"1340","MDA231.9x.cell2291_S2291_R1_001",0.991572815610322,"500k"
"1341","MDA231.9x.cell2295_S2295_R1_001",0.993693142757288,"500k"
"1342","MDA231.9x.cell234_S234_R1_001",0.985657247075993,"500k"
"1343","MDA231.9x.cell236_S236_R1_001",0.962326904726763,"500k"
"1344","MDA231.9x.cell237_S237_R1_001",0.988480495851087,"500k"
"1345","MDA231.9x.cell2378_S2378_R1_001",0.926679712617294,"500k"
"1346","MDA231.9x.cell2400_S2400_R1_001",0.964594420082561,"500k"
"1347","MDA231.9x.cell2404_S2404_R1_001",0.958683687711009,"500k"
"1348","MDA231.9x.cell2413_S2413_R1_001",0.944221699680588,"500k"
"1349","MDA231.9x.cell2417_S2417_R1_001",0.921525445082648,"500k"
"1350","MDA231.9x.cell2422_S2422_R1_001",0.923756069131982,"500k"
"1351","MDA231.9x.cell2433_S2433_R1_001",0.94864601662561,"500k"
"1352","MDA231.9x.cell2442_S2442_R1_001",0.959262320848588,"500k"
"1353","MDA231.9x.cell2490_S2490_R1_001",0.940785395807319,"500k"
"1354","MDA231.9x.cell2491_S2491_R1_001",0.928751754833749,"500k"
"1355","MDA231.9x.cell2492_S2492_R1_001",0.970995850261206,"500k"
"1356","MDA231.9x.cell2502_S2502_R1_001",0.922239357837281,"500k"
"1357","MDA231.9x.cell2507_S2507_R1_001",0.946640628754307,"500k"
"1358","MDA231.9x.cell251_S251_R1_001",0.990580435721474,"500k"
"1359","MDA231.9x.cell2523_S2523_R1_001",0.960598474857671,"500k"
"1360","MDA231.9x.cell2544_S2544_R1_001",0.949489794299912,"500k"
"1361","MDA231.9x.cell2545_S2545_R1_001",0.990148837678664,"500k"
"1362","MDA231.9x.cell2557_S2557_R1_001",0.970607757375742,"500k"
"1363","MDA231.9x.cell2558_S2558_R1_001",0.94717341725789,"500k"
"1364","MDA231.9x.cell257_S257_R1_001",0.961875437941948,"500k"
"1365","MDA231.9x.cell2582_S2582_R1_001",0.951690623674957,"500k"
"1366","MDA231.9x.cell2589_S2589_R1_001",0.93924759394413,"500k"
"1367","MDA231.9x.cell2596_S2596_R1_001",0.903582312133789,"500k"
"1368","MDA231.9x.cell2597_S2597_R1_001",0.974429970046156,"500k"
"1369","MDA231.9x.cell2598_S2598_R1_001",0.930422992903556,"500k"
"1370","MDA231.9x.cell2600_S2600_R1_001",0.900776392129717,"500k"
"1371","MDA231.9x.cell2605_S2605_R1_001",0.931519054072313,"500k"
"1372","MDA231.9x.cell2617_S2617_R1_001",0.952489597056157,"500k"
"1373","MDA231.9x.cell2622_S2622_R1_001",0.970025565527247,"500k"
"1374","MDA231.9x.cell2623_S2623_R1_001",0.955832946675849,"500k"
"1375","MDA231.9x.cell2624_S2624_R1_001",0.941652057709046,"500k"
"1376","MDA231.9x.cell2628_S2628_R1_001",0.889294963029322,"500k"
"1377","MDA231.9x.cell2631_S2631_R1_001",0.96570858115618,"500k"
"1378","MDA231.9x.cell2640_S2640_R1_001",0.969143529379722,"500k"
"1379","MDA231.9x.cell2644_S2644_R1_001",0.978443299527106,"500k"
"1380","MDA231.9x.cell2646_S2646_R1_001",0.908303353934962,"500k"
"1381","MDA231.9x.cell2649_S2649_R1_001",0.930207211124113,"500k"
"1382","MDA231.9x.cell2660_S2660_R1_001",0.921379553862239,"500k"
"1383","MDA231.9x.cell2667_S2667_R1_001",0.94136190624327,"500k"
"1384","MDA231.9x.cell2668_S2668_R1_001",0.939389647919511,"500k"
"1385","MDA231.9x.cell2670_S2670_R1_001",0.930162163754189,"500k"
"1386","MDA231.9x.cell2688_S2688_R1_001",0.963942476563215,"500k"
"1387","MDA231.9x.cell2692_S2692_R1_001",0.946126158393586,"500k"
"1388","MDA231.9x.cell2699_S2699_R1_001",0.97637289148448,"500k"
"1389","MDA231.9x.cell2704_S2704_R1_001",0.948948353111334,"500k"
"1390","MDA231.9x.cell2706_S2706_R1_001",0.980256196263201,"500k"
"1391","MDA231.9x.cell2717_S2717_R1_001",0.953078741809677,"500k"
"1392","MDA231.9x.cell2719_S2719_R1_001",0.906918235698876,"500k"
"1393","MDA231.9x.cell2724_S2724_R1_001",0.940089852386239,"500k"
"1394","MDA231.9x.cell2740_S2740_R1_001",0.913068085262342,"500k"
"1395","MDA231.9x.cell2747_S2747_R1_001",0.916319168881761,"500k"
"1396","MDA231.9x.cell275_S275_R1_001",0.987996876116235,"500k"
"1397","MDA231.9x.cell2750_S2750_R1_001",0.926820466446948,"500k"
"1398","MDA231.9x.cell2751_S2751_R1_001",0.986668924355878,"500k"
"1399","MDA231.9x.cell2754_S2754_R1_001",0.934150549463443,"500k"
"1400","MDA231.9x.cell2756_S2756_R1_001",0.950659249486552,"500k"
"1401","MDA231.9x.cell2757_S2757_R1_001",0.97142520889499,"500k"
"1402","MDA231.9x.cell2758_S2758_R1_001",0.990794260957972,"500k"
"1403","MDA231.9x.cell2761_S2761_R1_001",0.920258438925528,"500k"
"1404","MDA231.9x.cell2777_S2777_R1_001",0.977533611240414,"500k"
"1405","MDA231.9x.cell2778_S2778_R1_001",0.98513801958446,"500k"
"1406","MDA231.9x.cell2783_S2783_R1_001",0.906814929978455,"500k"
"1407","MDA231.9x.cell2794_S2794_R1_001",0.928578061083243,"500k"
"1408","MDA231.9x.cell2805_S2805_R1_001",0.975932146472464,"500k"
"1409","MDA231.9x.cell2818_S2818_R1_001",0.932656848880935,"500k"
"1410","MDA231.9x.cell2828_S2828_R1_001",0.976842031741229,"500k"
"1411","MDA231.9x.cell2847_S2847_R1_001",0.99447417938113,"500k"
"1412","MDA231.9x.cell2848_S2848_R1_001",0.967071198540308,"500k"
"1413","MDA231.9x.cell2850_S2850_R1_001",0.984410371638018,"500k"
"1414","MDA231.9x.cell2860_S2860_R1_001",0.959374617470515,"500k"
"1415","MDA231.9x.cell2862_S2862_R1_001",0.939717182055478,"500k"
"1416","MDA231.9x.cell2874_S2874_R1_001",0.971252962010132,"500k"
"1417","MDA231.9x.cell2895_S2895_R1_001",0.958034735600056,"500k"
"1418","MDA231.9x.cell2897_S2897_R1_001",0.951147458959553,"500k"
"1419","MDA231.9x.cell2915_S2915_R1_001",0.942299893731267,"500k"
"1420","MDA231.9x.cell2921_S2921_R1_001",0.918593742058887,"500k"
"1421","MDA231.9x.cell2923_S2923_R1_001",0.974782895726072,"500k"
"1422","MDA231.9x.cell2928_S2928_R1_001",0.99349600949957,"500k"
"1423","MDA231.9x.cell2933_S2933_R1_001",0.968905018860638,"500k"
"1424","MDA231.9x.cell294_S294_R1_001",0.938226410464653,"500k"
"1425","MDA231.9x.cell2947_S2947_R1_001",0.945641059599846,"500k"
"1426","MDA231.9x.cell2951_S2951_R1_001",0.966990646219685,"500k"
"1427","MDA231.9x.cell2956_S2956_R1_001",0.984134087724184,"500k"
"1428","MDA231.9x.cell2957_S2957_R1_001",0.94527478322677,"500k"
"1429","MDA231.9x.cell2958_S2958_R1_001",0.951278351826083,"500k"
"1430","MDA231.9x.cell2959_S2959_R1_001",0.973945951690798,"500k"
"1431","MDA231.9x.cell2965_S2965_R1_001",0.925421117524138,"500k"
"1432","MDA231.9x.cell2976_S2976_R1_001",0.991304156790292,"500k"
"1433","MDA231.9x.cell2977_S2977_R1_001",0.913876453835071,"500k"
"1434","MDA231.9x.cell2987_S2987_R1_001",0.955726594734299,"500k"
"1435","MDA231.9x.cell2988_S2988_R1_001",0.960451250971372,"500k"
"1436","MDA231.9x.cell3_S3_R1_001",0.965130123475269,"500k"
"1437","MDA231.9x.cell300_S300_R1_001",0.961580382166535,"500k"
"1438","MDA231.9x.cell3013_S3013_R1_001",0.923304021212157,"500k"
"1439","MDA231.9x.cell3019_S3019_R1_001",0.951403441188504,"500k"
"1440","MDA231.9x.cell302_S302_R1_001",0.994648277374562,"500k"
"1441","MDA231.9x.cell3025_S3025_R1_001",0.962248017771579,"500k"
"1442","MDA231.9x.cell3027_S3027_R1_001",0.950499096118815,"500k"
"1443","MDA231.9x.cell3029_S3029_R1_001",0.929965903171511,"500k"
"1444","MDA231.9x.cell3036_S3036_R1_001",0.991682503077486,"500k"
"1445","MDA231.9x.cell3041_S3041_R1_001",0.933070063568478,"500k"
"1446","MDA231.9x.cell3045_S3045_R1_001",0.992317961874508,"500k"
"1447","MDA231.9x.cell3057_S3057_R1_001",0.960385335268074,"500k"
"1448","MDA231.9x.cell306_S306_R1_001",0.928300403883338,"500k"
"1449","MDA231.9x.cell3064_S3064_R1_001",0.921168542094952,"500k"
"1450","MDA231.9x.cell3066_S3066_R1_001",0.932577779358082,"500k"
"1451","MDA231.9x.cell309_S309_R1_001",0.962702087939659,"500k"
"1452","MDA231.9x.cell3095_S3095_R1_001",0.924434620832382,"500k"
"1453","MDA231.9x.cell3101_S3101_R1_001",0.919978125683063,"500k"
