"","cell","correlation","n_reads"
"3032","MDA231.9x.cell1316_S1316_R1_001",0.761793363576732,"75k"
"3033","MDA231.9x.cell1342_S1342_R1_001",0.786213892913868,"75k"
"3034","MDA231.9x.cell1345_S1345_R1_001",0.837422094993764,"75k"
"3035","MDA231.9x.cell135_S135_R1_001",0.753115739214141,"75k"
"3036","MDA231.9x.cell1353_S1353_R1_001",0.734224226692137,"75k"
"3037","MDA231.9x.cell1374_S1374_R1_001",0.868743646000571,"75k"
"3038","MDA231.9x.cell1375_S1375_R1_001",0.829597058369788,"75k"
"3039","MDA231.9x.cell1399_S1399_R1_001",0.786240142191524,"75k"
"3040","MDA231.9x.cell1411_S1411_R1_001",0.870877869460331,"75k"
"3041","MDA231.9x.cell1412_S1412_R1_001",0.84790138268435,"75k"
"3042","MDA231.9x.cell1421_S1421_R1_001",0.855575062231889,"75k"
"3043","MDA231.9x.cell1433_S1433_R1_001",0.853534275892116,"75k"
"3044","MDA231.9x.cell1446_S1446_R1_001",0.856779942476929,"75k"
"3045","MDA231.9x.cell1455_S1455_R1_001",0.850379711012474,"75k"
"3046","MDA231.9x.cell1473_S1473_R1_001",0.759692344711709,"75k"
"3047","MDA231.9x.cell1487_S1487_R1_001",0.822618854916154,"75k"
"3048","MDA231.9x.cell1497_S1497_R1_001",0.764973549868629,"75k"
"3049","MDA231.9x.cell1503_S1503_R1_001",0.831542492429094,"75k"
"3050","MDA231.9x.cell1505_S1505_R1_001",0.719987161642884,"75k"
"3051","MDA231.9x.cell1514_S1514_R1_001",0.753572041204389,"75k"
"3052","MDA231.9x.cell1518_S1518_R1_001",0.863162019103032,"75k"
"3053","MDA231.9x.cell1520_S1520_R1_001",0.767072173959867,"75k"
"3054","MDA231.9x.cell1525_S1525_R1_001",0.795679378862639,"75k"
"3055","MDA231.9x.cell1539_S1539_R1_001",0.73414407228167,"75k"
"3056","MDA231.9x.cell1542_S1542_R1_001",0.862206985154488,"75k"
"3057","MDA231.9x.cell1556_S1556_R1_001",0.788112481498909,"75k"
"3058","MDA231.9x.cell1566_S1566_R1_001",0.821632578562335,"75k"
"3059","MDA231.9x.cell1576_S1576_R1_001",0.80190636784082,"75k"
"3060","MDA231.9x.cell1585_S1585_R1_001",0.855239792687162,"75k"
"3061","MDA231.9x.cell1594_S1594_R1_001",0.829417730856657,"75k"
"3062","MDA231.9x.cell16_S16_R1_001",0.803611866133848,"75k"
"3063","MDA231.9x.cell1609_S1609_R1_001",0.726849015636261,"75k"
"3064","MDA231.9x.cell1623_S1623_R1_001",0.83471933508212,"75k"
"3065","MDA231.9x.cell1626_S1626_R1_001",0.736780491931553,"75k"
"3066","MDA231.9x.cell1632_S1632_R1_001",0.864478921617615,"75k"
"3067","MDA231.9x.cell1636_S1636_R1_001",0.883603790152183,"75k"
"3068","MDA231.9x.cell1637_S1637_R1_001",0.826097542173246,"75k"
"3069","MDA231.9x.cell1657_S1657_R1_001",0.829758443988298,"75k"
"3070","MDA231.9x.cell1659_S1659_R1_001",0.812378632373392,"75k"
"3071","MDA231.9x.cell1662_S1662_R1_001",0.84566660666025,"75k"
"3072","MDA231.9x.cell1663_S1663_R1_001",0.844380378549545,"75k"
"3073","MDA231.9x.cell1674_S1674_R1_001",0.716118217047552,"75k"
"3074","MDA231.9x.cell1678_S1678_R1_001",0.827171979343882,"75k"
"3075","MDA231.9x.cell1680_S1680_R1_001",0.804419516944581,"75k"
"3076","MDA231.9x.cell1684_S1684_R1_001",0.779822994961054,"75k"
"3077","MDA231.9x.cell1696_S1696_R1_001",0.758288718970885,"75k"
"3078","MDA231.9x.cell1703_S1703_R1_001",0.883102166407724,"75k"
"3079","MDA231.9x.cell172_S172_R1_001",0.863041461967053,"75k"
"3080","MDA231.9x.cell1724_S1724_R1_001",0.794872627647071,"75k"
"3081","MDA231.9x.cell1727_S1727_R1_001",0.77548104025223,"75k"
"3082","MDA231.9x.cell1739_S1739_R1_001",0.782676278519022,"75k"
"3083","MDA231.9x.cell1748_S1748_R1_001",0.719540349716929,"75k"
"3084","MDA231.9x.cell1749_S1749_R1_001",0.865265299334159,"75k"
"3085","MDA231.9x.cell1779_S1779_R1_001",0.728794780950584,"75k"
"3086","MDA231.9x.cell1783_S1783_R1_001",0.872501408858938,"75k"
"3087","MDA231.9x.cell18_S18_R1_001",0.817262297978745,"75k"
"3088","MDA231.9x.cell1822_S1822_R1_001",0.822939110581205,"75k"
"3089","MDA231.9x.cell1825_S1825_R1_001",0.803994868701667,"75k"
"3090","MDA231.9x.cell1833_S1833_R1_001",0.865099387998871,"75k"
"3091","MDA231.9x.cell1854_S1854_R1_001",0.772430909002391,"75k"
"3092","MDA231.9x.cell1861_S1861_R1_001",0.80265181686481,"75k"
"3093","MDA231.9x.cell1879_S1879_R1_001",0.881738790661959,"75k"
"3094","MDA231.9x.cell1888_S1888_R1_001",0.843631334671871,"75k"
"3095","MDA231.9x.cell1890_S1890_R1_001",0.902688134571471,"75k"
"3096","MDA231.9x.cell1899_S1899_R1_001",0.846052341567724,"75k"
"3097","MDA231.9x.cell19_S19_R1_001",0.789389480895559,"75k"
"3098","MDA231.9x.cell1910_S1910_R1_001",0.782442524796201,"75k"
"3099","MDA231.9x.cell1912_S1912_R1_001",0.69957981862824,"75k"
"3100","MDA231.9x.cell1914_S1914_R1_001",0.846895986677041,"75k"
"3101","MDA231.9x.cell1917_S1917_R1_001",0.847325708477772,"75k"
"3102","MDA231.9x.cell1919_S1919_R1_001",0.790698232007443,"75k"
"3103","MDA231.9x.cell1958_S1958_R1_001",0.740387393534351,"75k"
"3104","MDA231.9x.cell1959_S1959_R1_001",0.871825436036053,"75k"
"3105","MDA231.9x.cell1966_S1966_R1_001",0.867473760472629,"75k"
"3106","MDA231.9x.cell1990_S1990_R1_001",0.710364667496653,"75k"
"3107","MDA231.9x.cell1991_S1991_R1_001",0.869482505096589,"75k"
"3108","MDA231.9x.cell2012_S2012_R1_001",0.817467326119456,"75k"
"3109","MDA231.9x.cell203_S203_R1_001",0.784616235298186,"75k"
"3110","MDA231.9x.cell2031_S2031_R1_001",0.737925900775533,"75k"
"3111","MDA231.9x.cell2037_S2037_R1_001",0.849044916522467,"75k"
"3112","MDA231.9x.cell2039_S2039_R1_001",0.850533234540584,"75k"
"3113","MDA231.9x.cell2040_S2040_R1_001",0.736141648747941,"75k"
"3114","MDA231.9x.cell2046_S2046_R1_001",0.779294534816233,"75k"
"3115","MDA231.9x.cell2060_S2060_R1_001",0.875000750949581,"75k"
"3116","MDA231.9x.cell2063_S2063_R1_001",0.870961552466278,"75k"
"3117","MDA231.9x.cell2085_S2085_R1_001",0.873218361335861,"75k"
"3118","MDA231.9x.cell2109_S2109_R1_001",0.762321817615805,"75k"
"3119","MDA231.9x.cell2123_S2123_R1_001",0.86895360282239,"75k"
"3120","MDA231.9x.cell2142_S2142_R1_001",0.843143773164993,"75k"
"3121","MDA231.9x.cell2144_S2144_R1_001",0.777583303494489,"75k"
"3122","MDA231.9x.cell2148_S2148_R1_001",0.843990515611519,"75k"
"3123","MDA231.9x.cell2153_S2153_R1_001",0.773214106437113,"75k"
"3124","MDA231.9x.cell2159_S2159_R1_001",0.868023148699636,"75k"
"3125","MDA231.9x.cell2160_S2160_R1_001",0.820075695253115,"75k"
"3126","MDA231.9x.cell2165_S2165_R1_001",0.832811889267132,"75k"
"3127","MDA231.9x.cell2167_S2167_R1_001",0.696704383171978,"75k"
"3128","MDA231.9x.cell2171_S2171_R1_001",0.854502120870674,"75k"
"3129","MDA231.9x.cell2173_S2173_R1_001",0.702728502180713,"75k"
"3130","MDA231.9x.cell2182_S2182_R1_001",0.8433050458654,"75k"
"3131","MDA231.9x.cell22_S22_R1_001",0.821222054998507,"75k"
"3132","MDA231.9x.cell220_S220_R1_001",0.79712099150351,"75k"
"3133","MDA231.9x.cell2200_S2200_R1_001",0.756077418723963,"75k"
"3134","MDA231.9x.cell221_S221_R1_001",0.772324412348546,"75k"
"3135","MDA231.9x.cell2221_S2221_R1_001",0.812053582588813,"75k"
"3136","MDA231.9x.cell2279_S2279_R1_001",0.837239416343822,"75k"
"3137","MDA231.9x.cell2291_S2291_R1_001",0.854488702086636,"75k"
"3138","MDA231.9x.cell2295_S2295_R1_001",0.840491042891344,"75k"
"3139","MDA231.9x.cell234_S234_R1_001",0.856006337297983,"75k"
"3140","MDA231.9x.cell236_S236_R1_001",0.837773033785074,"75k"
"3141","MDA231.9x.cell237_S237_R1_001",0.802958237287225,"75k"
"3142","MDA231.9x.cell2378_S2378_R1_001",0.796138938061523,"75k"
"3143","MDA231.9x.cell2400_S2400_R1_001",0.856014526787446,"75k"
"3144","MDA231.9x.cell2404_S2404_R1_001",0.834009916869853,"75k"
"3145","MDA231.9x.cell2413_S2413_R1_001",0.831288795093189,"75k"
"3146","MDA231.9x.cell2417_S2417_R1_001",0.734744201177793,"75k"
"3147","MDA231.9x.cell2422_S2422_R1_001",0.749802653407121,"75k"
"3148","MDA231.9x.cell2433_S2433_R1_001",0.73912763406049,"75k"
"3149","MDA231.9x.cell2442_S2442_R1_001",0.807751255588047,"75k"
"3150","MDA231.9x.cell2490_S2490_R1_001",0.74337536056575,"75k"
"3151","MDA231.9x.cell2491_S2491_R1_001",0.835882585346125,"75k"
"3152","MDA231.9x.cell2492_S2492_R1_001",0.814754526373089,"75k"
"3153","MDA231.9x.cell2502_S2502_R1_001",0.757570715747319,"75k"
"3154","MDA231.9x.cell2507_S2507_R1_001",0.813703134772435,"75k"
"3155","MDA231.9x.cell251_S251_R1_001",0.837818866243983,"75k"
"3156","MDA231.9x.cell2523_S2523_R1_001",0.818706499967957,"75k"
"3157","MDA231.9x.cell2544_S2544_R1_001",0.863350580105998,"75k"
"3158","MDA231.9x.cell2545_S2545_R1_001",0.830689890375331,"75k"
"3159","MDA231.9x.cell2557_S2557_R1_001",0.779727298267127,"75k"
"3160","MDA231.9x.cell2558_S2558_R1_001",0.821053237188228,"75k"
"3161","MDA231.9x.cell257_S257_R1_001",0.802418683713036,"75k"
"3162","MDA231.9x.cell2582_S2582_R1_001",0.79014181844099,"75k"
"3163","MDA231.9x.cell2589_S2589_R1_001",0.800098079785739,"75k"
"3164","MDA231.9x.cell2596_S2596_R1_001",0.719728643766983,"75k"
"3165","MDA231.9x.cell2597_S2597_R1_001",0.853970246256918,"75k"
"3166","MDA231.9x.cell2598_S2598_R1_001",0.724441688535557,"75k"
"3167","MDA231.9x.cell2600_S2600_R1_001",0.734356044977919,"75k"
"3168","MDA231.9x.cell2605_S2605_R1_001",0.833189223599184,"75k"
"3169","MDA231.9x.cell2617_S2617_R1_001",0.782027386815516,"75k"
"3170","MDA231.9x.cell2622_S2622_R1_001",0.886038705286629,"75k"
"3171","MDA231.9x.cell2623_S2623_R1_001",0.85399616666725,"75k"
"3172","MDA231.9x.cell2624_S2624_R1_001",0.836074535042351,"75k"
"3173","MDA231.9x.cell2628_S2628_R1_001",0.835028115299881,"75k"
"3174","MDA231.9x.cell2631_S2631_R1_001",0.836189965661549,"75k"
"3175","MDA231.9x.cell2640_S2640_R1_001",0.802865770504396,"75k"
"3176","MDA231.9x.cell2644_S2644_R1_001",0.857582314451279,"75k"
"3177","MDA231.9x.cell2646_S2646_R1_001",0.751538009893025,"75k"
"3178","MDA231.9x.cell2649_S2649_R1_001",0.779397622742036,"75k"
"3179","MDA231.9x.cell2660_S2660_R1_001",0.763137704908655,"75k"
"3180","MDA231.9x.cell2667_S2667_R1_001",0.778667775604419,"75k"
"3181","MDA231.9x.cell2668_S2668_R1_001",0.763323765530664,"75k"
"3182","MDA231.9x.cell2670_S2670_R1_001",0.726327910861734,"75k"
"3183","MDA231.9x.cell2688_S2688_R1_001",0.868213645820056,"75k"
"3184","MDA231.9x.cell2692_S2692_R1_001",0.820458099278913,"75k"
"3185","MDA231.9x.cell2699_S2699_R1_001",0.81784011874012,"75k"
"3186","MDA231.9x.cell2704_S2704_R1_001",0.844912774059501,"75k"
"3187","MDA231.9x.cell2706_S2706_R1_001",0.807574895451264,"75k"
"3188","MDA231.9x.cell2717_S2717_R1_001",0.860060998653003,"75k"
"3189","MDA231.9x.cell2719_S2719_R1_001",0.764157550881605,"75k"
"3190","MDA231.9x.cell2724_S2724_R1_001",0.792412699195954,"75k"
"3191","MDA231.9x.cell2740_S2740_R1_001",0.744987793768674,"75k"
"3192","MDA231.9x.cell2747_S2747_R1_001",0.708015689433275,"75k"
"3193","MDA231.9x.cell275_S275_R1_001",0.798724422274465,"75k"
"3194","MDA231.9x.cell2750_S2750_R1_001",0.853142447222305,"75k"
"3195","MDA231.9x.cell2751_S2751_R1_001",0.878015973007329,"75k"
"3196","MDA231.9x.cell2754_S2754_R1_001",0.861432868384316,"75k"
"3197","MDA231.9x.cell2756_S2756_R1_001",0.807536694171465,"75k"
"3198","MDA231.9x.cell2757_S2757_R1_001",0.866985068356206,"75k"
"3199","MDA231.9x.cell2758_S2758_R1_001",0.788747378316107,"75k"
"3200","MDA231.9x.cell2761_S2761_R1_001",0.752794264285255,"75k"
"3201","MDA231.9x.cell2777_S2777_R1_001",0.857900948234783,"75k"
"3202","MDA231.9x.cell2778_S2778_R1_001",0.882306407689593,"75k"
"3203","MDA231.9x.cell2783_S2783_R1_001",0.889379202754799,"75k"
"3204","MDA231.9x.cell2794_S2794_R1_001",0.806058294502092,"75k"
"3205","MDA231.9x.cell2805_S2805_R1_001",0.873501460575521,"75k"
"3206","MDA231.9x.cell2818_S2818_R1_001",0.691706680585289,"75k"
"3207","MDA231.9x.cell2828_S2828_R1_001",0.848597386556531,"75k"
"3208","MDA231.9x.cell2847_S2847_R1_001",0.900751266066315,"75k"
"3209","MDA231.9x.cell2848_S2848_R1_001",0.834917288245605,"75k"
"3210","MDA231.9x.cell2850_S2850_R1_001",0.818688281857449,"75k"
"3211","MDA231.9x.cell2860_S2860_R1_001",0.876405833290367,"75k"
"3212","MDA231.9x.cell2862_S2862_R1_001",0.77875357416225,"75k"
"3213","MDA231.9x.cell2874_S2874_R1_001",0.820181189347943,"75k"
"3214","MDA231.9x.cell2895_S2895_R1_001",0.781913712531515,"75k"
"3215","MDA231.9x.cell2897_S2897_R1_001",0.852619346181757,"75k"
"3216","MDA231.9x.cell2915_S2915_R1_001",0.860370453743903,"75k"
"3217","MDA231.9x.cell2921_S2921_R1_001",0.719969623981741,"75k"
"3218","MDA231.9x.cell2923_S2923_R1_001",0.791205793750634,"75k"
"3219","MDA231.9x.cell2928_S2928_R1_001",0.853031189639704,"75k"
"3220","MDA231.9x.cell2933_S2933_R1_001",0.839260514933818,"75k"
"3221","MDA231.9x.cell294_S294_R1_001",0.787046296039017,"75k"
"3222","MDA231.9x.cell2947_S2947_R1_001",0.819470654769431,"75k"
"3223","MDA231.9x.cell2951_S2951_R1_001",0.84864067123766,"75k"
"3224","MDA231.9x.cell2956_S2956_R1_001",0.821541450928829,"75k"
"3225","MDA231.9x.cell2957_S2957_R1_001",0.846329505527869,"75k"
"3226","MDA231.9x.cell2958_S2958_R1_001",0.854960493320714,"75k"
"3227","MDA231.9x.cell2959_S2959_R1_001",0.820433248477028,"75k"
"3228","MDA231.9x.cell2965_S2965_R1_001",0.701180489650116,"75k"
"3229","MDA231.9x.cell2976_S2976_R1_001",0.843341085323695,"75k"
"3230","MDA231.9x.cell2977_S2977_R1_001",0.784335654735537,"75k"
"3231","MDA231.9x.cell2987_S2987_R1_001",0.819923348493647,"75k"
"3232","MDA231.9x.cell2988_S2988_R1_001",0.840093554351002,"75k"
"3233","MDA231.9x.cell3_S3_R1_001",0.885030924798431,"75k"
"3234","MDA231.9x.cell300_S300_R1_001",0.829573670337418,"75k"
"3235","MDA231.9x.cell3013_S3013_R1_001",0.698522810623373,"75k"
"3236","MDA231.9x.cell3019_S3019_R1_001",0.849783153830448,"75k"
"3237","MDA231.9x.cell302_S302_R1_001",0.896373857433523,"75k"
"3238","MDA231.9x.cell3025_S3025_R1_001",0.851527496100029,"75k"
"3239","MDA231.9x.cell3027_S3027_R1_001",0.820786391417037,"75k"
"3240","MDA231.9x.cell3029_S3029_R1_001",0.733638836990944,"75k"
"3241","MDA231.9x.cell3036_S3036_R1_001",0.872385510472503,"75k"
"3242","MDA231.9x.cell3041_S3041_R1_001",0.894849993100585,"75k"
"3243","MDA231.9x.cell3045_S3045_R1_001",0.850786528007394,"75k"
"3244","MDA231.9x.cell3057_S3057_R1_001",0.836969552301011,"75k"
"3245","MDA231.9x.cell306_S306_R1_001",0.794232789433252,"75k"
"3246","MDA231.9x.cell3064_S3064_R1_001",0.774156991223568,"75k"
"3247","MDA231.9x.cell3066_S3066_R1_001",0.721009006846792,"75k"
"3248","MDA231.9x.cell309_S309_R1_001",0.806601714722092,"75k"
"3249","MDA231.9x.cell3095_S3095_R1_001",0.73072155515969,"75k"
"3250","MDA231.9x.cell3101_S3101_R1_001",0.715073050985553,"75k"
"3251","MDA231.9x.cell3104_S3104_R1_001",0.750605906884639,"75k"
"3252","MDA231.9x.cell3105_S3105_R1_001",0.753601198661617,"75k"
"3253","MDA231.9x.cell3110_S3110_R1_001",0.836841906664321,"75k"
"3254","MDA231.9x.cell3117_S3117_R1_001",0.873576910416681,"75k"
"3255","MDA231.9x.cell315_S315_R1_001",0.802456856852152,"75k"
"3256","MDA231.9x.cell3150_S3150_R1_001",0.853532220925082,"75k"
"3257","MDA231.9x.cell3151_S3151_R1_001",0.832768095692193,"75k"
"3258","MDA231.9x.cell3152_S3152_R1_001",0.75459910847025,"75k"
"3259","MDA231.9x.cell3177_S3177_R1_001",0.749097450078608,"75k"
"3260","MDA231.9x.cell3178_S3178_R1_001",0.857562728001117,"75k"
"3261","MDA231.9x.cell3188_S3188_R1_001",0.835611193788823,"75k"
"3262","MDA231.9x.cell3189_S3189_R1_001",0.794936482091385,"75k"
"3263","MDA231.9x.cell3190_S3190_R1_001",0.870092263349457,"75k"
"3264","MDA231.9x.cell3191_S3191_R1_001",0.842707072471391,"75k"
"3265","MDA231.9x.cell3198_S3198_R1_001",0.865930902992751,"75k"
"3266","MDA231.9x.cell3206_S3206_R1_001",0.764644840107882,"75k"
"3267","MDA231.9x.cell3209_S3209_R1_001",0.815291144713238,"75k"
"3268","MDA231.9x.cell3216_S3216_R1_001",0.873058332075301,"75k"
"3269","MDA231.9x.cell3235_S3235_R1_001",0.821617007233098,"75k"
"3270","MDA231.9x.cell3244_S3244_R1_001",0.794966803858939,"75k"
"3271","MDA231.9x.cell3255_S3255_R1_001",0.856404753504427,"75k"
"3272","MDA231.9x.cell3256_S3256_R1_001",0.854248198129188,"75k"
"3273","MDA231.9x.cell3258_S3258_R1_001",0.838589372082238,"75k"
"3274","MDA231.9x.cell3265_S3265_R1_001",0.770618754392549,"75k"
"3275","MDA231.9x.cell3267_S3267_R1_001",0.831665440058757,"75k"
"3276","MDA231.9x.cell3275_S3275_R1_001",0.832913623553722,"75k"
"3277","MDA231.9x.cell3279_S3279_R1_001",0.739266186952682,"75k"
"3278","MDA231.9x.cell3281_S3281_R1_001",0.849529402764122,"75k"
"3279","MDA231.9x.cell3317_S3317_R1_001",0.805376351167415,"75k"
"3280","MDA231.9x.cell3324_S3324_R1_001",0.882985926457822,"75k"
"3281","MDA231.9x.cell3335_S3335_R1_001",0.818858658322876,"75k"
"3282","MDA231.9x.cell3342_S3342_R1_001",0.8260379025136,"75k"
"3283","MDA231.9x.cell3349_S3349_R1_001",0.842054221193165,"75k"
"3284","MDA231.9x.cell3350_S3350_R1_001",0.777927781368041,"75k"
"3285","MDA231.9x.cell3354_S3354_R1_001",0.824476216284177,"75k"
"3286","MDA231.9x.cell3358_S3358_R1_001",0.836402631819808,"75k"
"3287","MDA231.9x.cell3365_S3365_R1_001",0.785286999586554,"75k"
"3288","MDA231.9x.cell337_S337_R1_001",0.748104434841144,"75k"
"3289","MDA231.9x.cell3379_S3379_R1_001",0.851155263905463,"75k"
"3290","MDA231.9x.cell3387_S3387_R1_001",0.872776236000352,"75k"
"3291","MDA231.9x.cell3395_S3395_R1_001",0.853914280690548,"75k"
"3292","MDA231.9x.cell3401_S3401_R1_001",0.768726893285647,"75k"
"3293","MDA231.9x.cell3404_S3404_R1_001",0.820034717424999,"75k"
"3294","MDA231.9x.cell3406_S3406_R1_001",0.840256885769106,"75k"
"3295","MDA231.9x.cell3419_S3419_R1_001",0.860275756366404,"75k"
"3296","MDA231.9x.cell3422_S3422_R1_001",0.840400304592722,"75k"
"3297","MDA231.9x.cell3427_S3427_R1_001",0.850770423445692,"75k"
"3298","MDA231.9x.cell3428_S3428_R1_001",0.869646545054921,"75k"
"3299","MDA231.9x.cell3429_S3429_R1_001",0.810035450548545,"75k"
"3300","MDA231.9x.cell3436_S3436_R1_001",0.769419573962493,"75k"
"3301","MDA231.9x.cell3441_S3441_R1_001",0.743088190885693,"75k"
"3302","MDA231.9x.cell3443_S3443_R1_001",0.79440574686739,"75k"
"3303","MDA231.9x.cell3459_S3459_R1_001",0.868938095738887,"75k"
"3304","MDA231.9x.cell3467_S3467_R1_001",0.815898166583377,"75k"
"3305","MDA231.9x.cell3472_S3472_R1_001",0.74152578496951,"75k"
"3306","MDA231.9x.cell3478_S3478_R1_001",0.817468024237265,"75k"
"3307","MDA231.9x.cell3485_S3485_R1_001",0.848077120252284,"75k"
"3308","MDA231.9x.cell3494_S3494_R1_001",0.84734351233013,"75k"
"3309","MDA231.9x.cell3504_S3504_R1_001",0.828207401576683,"75k"
"3310","MDA231.9x.cell3505_S3505_R1_001",0.837064882782006,"75k"
"3311","MDA231.9x.cell3508_S3508_R1_001",0.727714376058543,"75k"
"3312","MDA231.9x.cell3509_S3509_R1_001",0.812095550735215,"75k"
"3313","MDA231.9x.cell3510_S3510_R1_001",0.856343802247532,"75k"
"3314","MDA231.9x.cell3543_S3543_R1_001",0.867161178144409,"75k"
"3315","MDA231.9x.cell3549_S3549_R1_001",0.862289286939433,"75k"
"3316","MDA231.9x.cell3550_S3550_R1_001",0.857026995789924,"75k"
"3317","MDA231.9x.cell3553_S3553_R1_001",0.807952702523105,"75k"
"3318","MDA231.9x.cell3554_S3554_R1_001",0.756025267106773,"75k"
"3319","MDA231.9x.cell3555_S3555_R1_001",0.886965622099277,"75k"
"3320","MDA231.9x.cell3558_S3558_R1_001",0.831312466568193,"75k"
"3321","MDA231.9x.cell3564_S3564_R1_001",0.829656752942007,"75k"
"3322","MDA231.9x.cell3573_S3573_R1_001",0.865712076629114,"75k"
"3323","MDA231.9x.cell3574_S3574_R1_001",0.772827050542403,"75k"
"3324","MDA231.9x.cell3579_S3579_R1_001",0.834448344056422,"75k"
"3325","MDA231.9x.cell3584_S3584_R1_001",0.730985965349274,"75k"
"3326","MDA231.9x.cell3586_S3586_R1_001",0.877190354449544,"75k"
"3327","MDA231.9x.cell3601_S3601_R1_001",0.769890152587753,"75k"
"3328","MDA231.9x.cell3606_S3606_R1_001",0.81901315326774,"75k"
"3329","MDA231.9x.cell361_S361_R1_001",0.727742343820972,"75k"
"3330","MDA231.9x.cell3621_S3621_R1_001",0.814856450035982,"75k"
"3331","MDA231.9x.cell3624_S3624_R1_001",0.881370705134952,"75k"
"3332","MDA231.9x.cell3626_S3626_R1_001",0.819891378157206,"75k"
"3333","MDA231.9x.cell3627_S3627_R1_001",0.740619529876843,"75k"
"3334","MDA231.9x.cell3628_S3628_R1_001",0.784462780866435,"75k"
"3335","MDA231.9x.cell3635_S3635_R1_001",0.867347070287303,"75k"
"3336","MDA231.9x.cell3637_S3637_R1_001",0.762376614691639,"75k"
"3337","MDA231.9x.cell3638_S3638_R1_001",0.846083144179541,"75k"
"3338","MDA231.9x.cell3640_S3640_R1_001",0.853924663298015,"75k"
"3339","MDA231.9x.cell3642_S3642_R1_001",0.798053329024091,"75k"
"3340","MDA231.9x.cell3645_S3645_R1_001",0.810351133043146,"75k"
"3341","MDA231.9x.cell3646_S3646_R1_001",0.871381461651942,"75k"
"3342","MDA231.9x.cell3647_S3647_R1_001",0.854623739923218,"75k"
"3343","MDA231.9x.cell3649_S3649_R1_001",0.864023400217378,"75k"
"3344","MDA231.9x.cell365_S365_R1_001",0.799445638004787,"75k"
"3345","MDA231.9x.cell3652_S3652_R1_001",0.873025600622841,"75k"
"3346","MDA231.9x.cell3659_S3659_R1_001",0.782404945798904,"75k"
"3347","MDA231.9x.cell3675_S3675_R1_001",0.85032759785465,"75k"
"3348","MDA231.9x.cell3682_S3682_R1_001",0.86087620369087,"75k"
"3349","MDA231.9x.cell3686_S3686_R1_001",0.798412758570331,"75k"
"3350","MDA231.9x.cell3691_S3691_R1_001",0.854456990308292,"75k"
"3351","MDA231.9x.cell3696_S3696_R1_001",0.874952461363435,"75k"
"3352","MDA231.9x.cell3702_S3702_R1_001",0.849554917007863,"75k"
"3353","MDA231.9x.cell3706_S3706_R1_001",0.913963313665072,"75k"
"3354","MDA231.9x.cell3707_S3707_R1_001",0.749940245053157,"75k"
"3355","MDA231.9x.cell371_S371_R1_001",0.781588708239003,"75k"
"3356","MDA231.9x.cell3713_S3713_R1_001",0.827954896626149,"75k"
"3357","MDA231.9x.cell3717_S3717_R1_001",0.836903836406757,"75k"
"3358","MDA231.9x.cell3721_S3721_R1_001",0.882983833218715,"75k"
"3359","MDA231.9x.cell3738_S3738_R1_001",0.819809074106695,"75k"
"3360","MDA231.9x.cell3744_S3744_R1_001",0.838063247621851,"75k"
"3361","MDA231.9x.cell3757_S3757_R1_001",0.810324725858989,"75k"
"3362","MDA231.9x.cell3769_S3769_R1_001",0.873407289108713,"75k"
"3363","MDA231.9x.cell3779_S3779_R1_001",0.866219019313671,"75k"
"3364","MDA231.9x.cell3783_S3783_R1_001",0.835856608844676,"75k"
"3365","MDA231.9x.cell3788_S3788_R1_001",0.764957615912863,"75k"
"3366","MDA231.9x.cell3791_S3791_R1_001",0.887374897756829,"75k"
"3367","MDA231.9x.cell3810_S3810_R1_001",0.882713122326432,"75k"
"3368","MDA231.9x.cell3820_S3820_R1_001",0.831505362281071,"75k"
"3369","MDA231.9x.cell3827_S3827_R1_001",0.799926664522646,"75k"
"3370","MDA231.9x.cell3839_S3839_R1_001",0.865974658995917,"75k"
"3371","MDA231.9x.cell3847_S3847_R1_001",0.783229685890984,"75k"
"3372","MDA231.9x.cell3856_S3856_R1_001",0.748169407128102,"75k"
"3373","MDA231.9x.cell3881_S3881_R1_001",0.846175671591041,"75k"
"3374","MDA231.9x.cell3892_S3892_R1_001",0.816548275710913,"75k"
"3375","MDA231.9x.cell3894_S3894_R1_001",0.890571074776394,"75k"
"3376","MDA231.9x.cell3897_S3897_R1_001",0.853753746436975,"75k"
"3377","MDA231.9x.cell3903_S3903_R1_001",0.859972890345392,"75k"
"3378","MDA231.9x.cell3904_S3904_R1_001",0.740053124170473,"75k"
"3379","MDA231.9x.cell3909_S3909_R1_001",0.861324401579231,"75k"
"3380","MDA231.9x.cell391_S391_R1_001",0.835386627199591,"75k"
"3381","MDA231.9x.cell3915_S3915_R1_001",0.861653985004747,"75k"
"3382","MDA231.9x.cell3918_S3918_R1_001",0.747618161419758,"75k"
"3383","MDA231.9x.cell3931_S3931_R1_001",0.847301591140192,"75k"
"3384","MDA231.9x.cell3932_S3932_R1_001",0.846464375668327,"75k"
"3385","MDA231.9x.cell3934_S3934_R1_001",0.783853424187753,"75k"
"3386","MDA231.9x.cell3944_S3944_R1_001",0.600606412336125,"75k"
"3387","MDA231.9x.cell3957_S3957_R1_001",0.779316418313883,"75k"
"3388","MDA231.9x.cell3977_S3977_R1_001",0.857705247541364,"75k"
"3389","MDA231.9x.cell3987_S3987_R1_001",0.771236387200554,"75k"
"3390","MDA231.9x.cell3988_S3988_R1_001",0.734239494104544,"75k"
